"Feature","MeanAbs"
"Sum_LPC_Sum_SM",0.184618529536963
"Sum_Cer_Sum_SM",0.17620001550061
"Sum_PA",0.148009067302391
"Sum_AEG_Sum_SM",0.144067057126009
"Sum_GalCer_Sum_SM",0.117787522947943
"Sum_PE_Sum_SM",0.111871249829361
"Sum_MGDG_Sum_SQDG",0.10841070742955
"Sum_PS_Sum_SM",0.0955432057537982
"Sum_DGDG_Sum_MGDG",0.094892743605671
"Sum_DGDG_Sum_FA",0.091533186332894
"Sum_MG_Sum_PC",0.0878744514512876
"Sum_TG",0.0864999890600236
"Sum_Cer_Sum_LPC",0.0857980525830813
"Sum_Cer_Sum_PG",0.0812657360580897
"Sum_GalCer_Sum_LPC",0.0766224872064994
"Sum_PA_Sum_SM",0.0749221827349729
"Sum_PA_Sum_PC",0.0736261177435124
"Sum_DG_Sum_PG",0.0729360964833841
"Sum_AEG_Sum_PG",0.0709205072179058
"Sum_Cer",0.0688924219925623
"Sum_AEG_Sum_PS",0.0630135406597705
"Sum_DGDG_Sum_LPC",0.0622945338150686
"Sum_DG_Sum_DGDG",0.0605768529292514
"Sum_FA_Sum_PC",0.0595832828601004
"Sum_MGDG_Sum_PC",0.0590577839954613
"Sum_MGDG_Sum_PG",0.0584653866884933
"Sum_Cer_Sum_PC",0.0575666964710663
"Sum_AEG_Sum_GalCer",0.0570408096121234
"Sum_MG_Sum_PG",0.0563023431418909
"Sum_AEG_Sum_LPE",0.0518563135046712
"Sum_DGDG_Sum_LPE",0.0509982352265804
"Sum_PG_Sum_SQDG",0.0509266595582886
"Sum_GalCer_Sum_PS",0.0505453541983451
"Sum_PA_Sum_PG",0.0502064072542274
"Sum_GalCer_Sum_PC",0.0480482246981784
"Sum_DG_Sum_FA",0.0480123240935909
"Sum_PE",0.0455327742829304
"Sum_MG_Sum_MGDG",0.0440997903910613
"Sum_DGDG_Sum_PG",0.04342559664398
"Sum_DG_Sum_PC",0.0429804949327043
"Sum_FA_Sum_LPC",0.0428833688223788
"Sum_MGDG_Sum_PS",0.0425502951819894
"Sum_DGDG_Sum_PS",0.0423311435168685
"Sum_FA_Sum_SQDG",0.041622302761457
"Sum_GalCer_Sum_MGDG",0.0409595041086104
"Sum_AEG_Sum_FA",0.0402720981444979
"Sum_AEG_Sum_SQDG",0.0392537614012506
"Sum_FA_Sum_TG",0.0391012889206273
"Sum_PS",0.0383988395143967
"Sum_LPE_Sum_MGDG",0.0379393289435594
"Sum_PA_Sum_SQDG",0.037770081060492
"Sum_FA_Sum_MGDG",0.037678744387908
"Sum_AEG_Sum_PC",0.0369718638897678
"Sum_GalCer_Sum_PA",0.0367893380213864
"Sum_GalCer_Sum_SQDG",0.0358412367499533
"Sum_PA_Sum_PE",0.0357577561041383
"Sum_Cer_Sum_LPE",0.0353398392648488
"Sum_LPE_Sum_PC",0.0351621106870252
"Sum_PG_Sum_SM",0.0349463419990569
"Sum_GalCer_Sum_LPE",0.0348151492945608
"Sum_PA_Sum_PS",0.0346832713320163
"Sum_FA_Sum_GalCer",0.033363150523766
"Sum_MG_Sum_SM",0.0326994801768297
"Sum_SM_Sum_SQDG",0.0326815474388112
"Sum_MGDG",0.0322703133439603
"Sum_LPC_Sum_MG",0.0315219386325595
"Sum_FA_Sum_PS",0.0309869752654281
"Sum_GalCer",0.0305357772350106
"Sum_LPC_Sum_LPE",0.0303087473538944
"Sum_GalCer_Sum_MG",0.0301994568185209
"Sum_LPC_Sum_PA",0.0301241018985699
"Sum_DGDG_Sum_PC",0.0294003192632705
"Sum_LPC_Sum_PS",0.0285758271040352
"Sum_MG_Sum_PS",0.0281867110695139
"Sum_Cer_Sum_SQDG",0.0276406147364203
"Sum_AEG",0.0271639448426113
"Sum_FA_Sum_LPE",0.0268115199533009
"Sum_Cer_Sum_MGDG",0.0263740994655802
"Sum_AEG_Sum_TG",0.0257981030453938
"Sum_LPC_Sum_PC",0.0253141202208872
"Sum_LPC_Sum_TG",0.0250174526619272
"Sum_PE_Sum_PG",0.0250043509032532
"Sum_DG_Sum_MGDG",0.0248891985841731
"Sum_DG_Sum_LPE",0.0245794704804219
"Sum_AEG_Sum_PE",0.0243037439694775
"Sum_DG_Sum_LPC",0.0238181964091701
"Sum_MGDG_Sum_PE",0.023653015405935
"Sum_PG_Sum_PS",0.0235962733733738
"Sum_PC_Sum_PE",0.023493238474751
"Sum_MGDG_Sum_SM",0.0233244671352932
"Sum_DG_Sum_PS",0.0227813959708838
"Sum_LPC_Sum_PG",0.0222403766989302
"Sum_AEG_Sum_MG",0.0220683100202384
"Sum_LPE_Sum_PS",0.0219327183076057
"Sum_AEG_Sum_MGDG",0.0215192363711336
"Sum_PE_Sum_SQDG",0.0215032451705659
"Sum_PG",0.0212949995443679
"Sum_DG_Sum_PE",0.0203060883094056
"Sum_AEG_Sum_DGDG",0.0201582665392543
"Sum_GalCer_Sum_PG",0.0199396655859308
"Sum_LPE_Sum_PE",0.0197479559060861
"Sum_LPE_Sum_SQDG",0.0195498916503442
"Sum_DG_Sum_PA",0.019513038799081
"Sum_SQDG",0.0194473677091525
"Sum_MG",0.0194383481062793
"Sum_SM",0.019413744923631
"Sum_MG_Sum_PE",0.0193950869484529
"Sum_LPC_Sum_SQDG",0.0192332147125323
"Sum_MGDG_Sum_TG",0.0190915380512117
"Sum_DG_Sum_MG",0.018816095089821
"Sum_PS_Sum_SQDG",0.0186955534284974
"Sum_LPE_Sum_MG",0.0186554198701432
"Sum_Cer_Sum_PA",0.0185273932629484
"Sum_FA_Sum_PE",0.01838223361035
"Sum_DGDG_Sum_GalCer",0.0182046915077534
"Sum_DGDG_Sum_SQDG",0.0179595310377253
"Sum_DGDG_Sum_SM",0.0178021519452899
"Sum_PC_Sum_PS",0.0176407557858067
"Sum_DGDG_Sum_MG",0.0176137252057192
"Sum_MG_Sum_TG",0.017538852013736
"Sum_MG_Sum_PA",0.017448657820451
"Sum_LPE",0.0172785900764451
"Sum_FA_Sum_MG",0.0172508968488243
"Sum_LPC",0.0169608828885141
"Sum_PC_Sum_SM",0.0168870486582631
"Sum_Cer_Sum_TG",0.0166006752265816
"Sum_PC",0.0165490525119319
"Sum_AEG_Sum_PA",0.0165355093997624
"Sum_LPC_Sum_PE",0.0165300347898122
"Sum_PS_Sum_TG",0.0164057437145662
"Sum_LPE_Sum_PA",0.0162721151430981
"Sum_PC_Sum_SQDG",0.0162323743625057
"Sum_FA_Sum_SM",0.0161790616547436
"Sum_LPE_Sum_PG",0.0161233587589406
"Sum_Cer_Sum_PS",0.0157830184508018
"Sum_FA_Sum_PG",0.0155255779311297
"Sum_DG_Sum_SM",0.015461347616093
"Sum_Cer_Sum_GalCer",0.0154048609824001
"Sum_LPE_Sum_SM",0.0152624071930668
"Sum_DGDG_Sum_PA",0.0149750851676581
"Sum_DGDG_Sum_PE",0.0148885261882011
"Sum_AEG_Sum_Cer",0.0145526523668865
"Sum_SQDG_Sum_TG",0.0143498404347996
"Sum_DG_Sum_SQDG",0.0142319682166064
"Sum_LPC_Sum_MGDG",0.0131953476112759
"Sum_Cer_Sum_FA",0.0129729479086828
"Sum_MGDG_Sum_PA",0.0128084063634043
"Sum_FA",0.0126784978033998
"Sum_FA_Sum_PA",0.0126004895699805
"Sum_GalCer_Sum_PE",0.0124374978307589
"Sum_LPE_Sum_TG",0.0123579519439578
"Sum_DGDG_Sum_TG",0.0122302441148911
"Sum_DG",0.0121576903179319
"Sum_DGDG",0.0118119479126688
"Sum_PA_Sum_TG",0.0117685262657173
"Sum_DG_Sum_GalCer",0.0114450315234665
"Sum_Cer_Sum_DG",0.0113227460938414
"Sum_SM_Sum_TG",0.0112127458874932
"Sum_GalCer_Sum_TG",0.0109237709625124
"Sum_PE_Sum_PS",0.0108701832762654
"Sum_Cer_Sum_DGDG",0.0104155337184292
"Sum_PC_Sum_TG",0.00982349003536355
"Sum_Cer_Sum_MG",0.00966946235429612
"Sum_MG_Sum_SQDG",0.00960427810411615
"Sum_DG_Sum_TG",0.00923013697119581
"Sum_PC_Sum_PG",0.00919517597718932
"Sum_Cer_Sum_PE",0.00912594075094132
"Sum_PG_Sum_TG",0.00885029479613643
"Sum_AEG_Sum_LPC",0.00869925145380715
"Sum_PE_Sum_TG",0.00852899238350385
"Sum_AEG_Sum_DG",0.0079337718292989
