"Feature","MeanAbs"
"Sum_PA",21.4405814820299
"Sum_TG",1.24752842061551
"Sum_Cer",1.0957953625704
"Sum_SM",0.846024670372656
"Sum_SM_Sum_SQDG",0.528594775186686
"Sum_Cer_Sum_PC",0.516411613380584
"Sum_PA_Sum_PG",0.373525528869223
"Sum_AEG",0.37078279386115
"Sum_MG_Sum_SM",0.366978793980152
"Sum_DG_Sum_PG",0.347893678116569
"Sum_MG_Sum_PG",0.329231993041503
"Sum_PA_Sum_SQDG",0.326803509813809
"Sum_DGDG_Sum_PC",0.323132769433636
"Sum_DG_Sum_PE",0.318625523434506
"Sum_Cer_Sum_TG",0.310421203673904
"Sum_FA_Sum_LPE",0.303291509492867
"Sum_LPE_Sum_PA",0.295700066638506
"Sum_DG_Sum_SM",0.289365653813728
"Sum_Cer_Sum_PA",0.283306940374656
"Sum_GalCer_Sum_PS",0.273435978491775
"Sum_AEG_Sum_PS",0.269471974892709
"Sum_FA_Sum_PS",0.266654008687006
"Sum_SQDG",0.265239804004819
"Sum_MGDG_Sum_PC",0.26411812295376
"Sum_AEG_Sum_PA",0.263048089292333
"Sum_PA_Sum_PS",0.262512125292936
"Sum_PC_Sum_PG",0.260284687619112
"Sum_LPC_Sum_PC",0.206032556557888
"Sum_LPE_Sum_PS",0.18533994344241
"Sum_AEG_Sum_PC",0.18401799983299
"Sum_SQDG_Sum_TG",0.175639699134041
"Sum_DGDG_Sum_PS",0.174318153100712
"Sum_FA",0.172520406911977
"Sum_PE_Sum_PG",0.170722203013498
"Sum_DGDG_Sum_PG",0.169725910799642
"Sum_LPC_Sum_TG",0.169193779009267
"Sum_PC_Sum_SQDG",0.162632808331614
"Sum_PA_Sum_SM",0.156456440453439
"Sum_FA_Sum_TG",0.152284890869063
"Sum_LPC_Sum_SM",0.150946254492505
"Sum_LPE",0.150190224110204
"Sum_LPE_Sum_PC",0.149960340269091
"Sum_MGDG",0.147658999562078
"Sum_Cer_Sum_DGDG",0.144751646611011
"Sum_PS",0.144385384111825
"Sum_PE",0.143081861892577
"Sum_MG_Sum_PC",0.141091903567348
"Sum_PE_Sum_SQDG",0.140614140070027
"Sum_AEG_Sum_Cer",0.138737854648408
"Sum_GalCer_Sum_LPC",0.137215124689466
"Sum_PE_Sum_TG",0.136869529882686
"Sum_PC_Sum_SM",0.12977472639057
"Sum_DGDG_Sum_SM",0.126142406277889
"Sum_AEG_Sum_LPE",0.125538403852775
"Sum_GalCer_Sum_PC",0.119895014770375
"Sum_AEG_Sum_PG",0.118019806291048
"Sum_LPC_Sum_SQDG",0.117786496745086
"Sum_GalCer_Sum_PA",0.117726557099448
"Sum_LPC_Sum_PG",0.115517953262921
"Sum_DG_Sum_PC",0.114577891504327
"Sum_DGDG_Sum_PA",0.111569384583062
"Sum_SM_Sum_TG",0.109963341529368
"Sum_Cer_Sum_DG",0.109269272611395
"Sum_LPC_Sum_LPE",0.108207285876246
"Sum_GalCer_Sum_PG",0.105652939434093
"Sum_PG_Sum_PS",0.10557789962293
"Sum_DGDG_Sum_TG",0.105228651084479
"Sum_DG_Sum_LPC",0.104535903078517
"Sum_LPE_Sum_MGDG",0.10428189768649
"Sum_LPC_Sum_MGDG",0.103983239422613
"Sum_GalCer_Sum_SM",0.101737939737321
"Sum_Cer_Sum_PG",0.101724789236588
"Sum_PG_Sum_SM",0.100437208541505
"Sum_LPE_Sum_SM",0.0997298867550035
"Sum_MGDG_Sum_SQDG",0.0990693051641979
"Sum_PA_Sum_PC",0.0984806986224022
"Sum_LPE_Sum_TG",0.0965006366950878
"Sum_MGDG_Sum_SM",0.0964276517756807
"Sum_PA_Sum_PE",0.0959533846997873
"Sum_MGDG_Sum_PS",0.0944881425061616
"Sum_MG_Sum_PA",0.092834801599379
"Sum_AEG_Sum_MG",0.0924338026952549
"Sum_MG",0.092052359333398
"Sum_DG",0.0878568396232654
"Sum_Cer_Sum_SQDG",0.0876239991016475
"Sum_PS_Sum_SM",0.0870203691979346
"Sum_MG_Sum_TG",0.0866237700263638
"Sum_DGDG",0.0849688294930039
"Sum_FA_Sum_MGDG",0.0844598244055767
"Sum_GalCer_Sum_LPE",0.0835217807134529
"Sum_GalCer_Sum_MGDG",0.0832346308503347
"Sum_LPE_Sum_PE",0.0822460880955205
"Sum_Cer_Sum_FA",0.0813619626516978
"Sum_LPC_Sum_PA",0.0809608276954766
"Sum_PG_Sum_TG",0.0804242732518983
"Sum_PC",0.079807841339803
"Sum_LPC_Sum_PE",0.0787003300688444
"Sum_AEG_Sum_PE",0.0783039663500413
"Sum_AEG_Sum_SQDG",0.0781376828809635
"Sum_GalCer_Sum_PE",0.0780516607683349
"Sum_MGDG_Sum_PG",0.0774231146916277
"Sum_DG_Sum_TG",0.0743017446980105
"Sum_Cer_Sum_MGDG",0.0731252239548103
"Sum_FA_Sum_GalCer",0.072086817557399
"Sum_Cer_Sum_PE",0.0718182937845576
"Sum_DGDG_Sum_MGDG",0.0715848112288964
"Sum_FA_Sum_PG",0.0712705910667796
"Sum_PC_Sum_PS",0.0711652173895575
"Sum_AEG_Sum_FA",0.0708577294489445
"Sum_MGDG_Sum_PE",0.0708167421378416
"Sum_MGDG_Sum_TG",0.069822614503685
"Sum_DGDG_Sum_PE",0.0693015312952257
"Sum_LPE_Sum_PG",0.0689833268245778
"Sum_DGDG_Sum_LPC",0.0680586790481087
"Sum_DG_Sum_MGDG",0.0661076033500121
"Sum_Cer_Sum_LPE",0.0657771610360163
"Sum_AEG_Sum_MGDG",0.0647254278955387
"Sum_DG_Sum_PA",0.0645789541292366
"Sum_MG_Sum_MGDG",0.0645638346903965
"Sum_PA_Sum_TG",0.0641984855640885
"Sum_FA_Sum_SM",0.0639192442519623
"Sum_AEG_Sum_SM",0.0631785033983286
"Sum_PG",0.0619514143444903
"Sum_MG_Sum_PE",0.0616990308724982
"Sum_Cer_Sum_LPC",0.0608723706220643
"Sum_FA_Sum_PC",0.0583008363535572
"Sum_DGDG_Sum_GalCer",0.0575486676712203
"Sum_MGDG_Sum_PA",0.0568256127330086
"Sum_LPC_Sum_PS",0.0563346762293904
"Sum_DG_Sum_FA",0.0562671692796416
"Sum_PC_Sum_PE",0.0558993182478624
"Sum_FA_Sum_SQDG",0.0554955413904673
"Sum_DGDG_Sum_SQDG",0.0542377257986984
"Sum_LPE_Sum_SQDG",0.0532632453305492
"Sum_PS_Sum_TG",0.0516359515340716
"Sum_FA_Sum_PE",0.0515292491129971
"Sum_Cer_Sum_SM",0.0513819914233777
"Sum_MG_Sum_PS",0.0502294232245879
"Sum_PC_Sum_TG",0.0493694507397403
"Sum_FA_Sum_LPC",0.0490495487031996
"Sum_GalCer",0.0476161702474577
"Sum_DG_Sum_PS",0.0466886679268456
"Sum_GalCer_Sum_MG",0.046567421578143
"Sum_GalCer_Sum_TG",0.0464584239400973
"Sum_LPC",0.0463497592798195
"Sum_DGDG_Sum_FA",0.0460532913695571
"Sum_DGDG_Sum_MG",0.0446739485257397
"Sum_Cer_Sum_MG",0.0441456103846333
"Sum_DGDG_Sum_LPE",0.0437838790038631
"Sum_GalCer_Sum_SQDG",0.0435219617957554
"Sum_AEG_Sum_DGDG",0.0425453146136432
"Sum_PS_Sum_SQDG",0.0419695624978245
"Sum_AEG_Sum_DG",0.0412236506188075
"Sum_PG_Sum_SQDG",0.0408299044907495
"Sum_AEG_Sum_TG",0.0390108322115772
"Sum_FA_Sum_MG",0.0386214980535624
"Sum_PE_Sum_SM",0.0385260307300889
"Sum_PE_Sum_PS",0.0381070596959288
"Sum_FA_Sum_PA",0.0372239629822933
"Sum_Cer_Sum_GalCer",0.0361921222511215
"Sum_DG_Sum_SQDG",0.035483922919322
"Sum_LPC_Sum_MG",0.0306466377933203
"Sum_DG_Sum_DGDG",0.030287508020847
"Sum_Cer_Sum_PS",0.0294944456414473
"Sum_AEG_Sum_LPC",0.0283112816594764
"Sum_DG_Sum_LPE",0.0263514583178948
"Sum_AEG_Sum_GalCer",0.0247986044321761
"Sum_DG_Sum_MG",0.0235428815235777
"Sum_MG_Sum_SQDG",0.0221995398767043
"Sum_DG_Sum_GalCer",0.0204204169734566
"Sum_LPE_Sum_MG",0.0193316448333177
