Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol","8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,Cer(24:1),Cycloartenol acetate,DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),Diadinochrome,Fucosterol,GalCer(d36:3),GalCer(d38:3),Ginsenoside F1,L-alpha-phosphatidyl choline,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),Palmitoyl ethanolamide,Panaxatriol,Phytosphingosine,SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Stearoyl ethanolamide,Sumaresinolic acid,TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI656098,24333.37085,594280.187,1205527.643,1437745.418,134645.1434,14661.47745,15287.82517,685393.4046,1086998.466,767717.5462,38909.47352,1186118.036,21914.1154,925027.7168,41198.91258,22395553.48,4171033.582,2526422.814,1716766.601,2156888.283,3088260.268,62677.4657,77146.14473,389913.6548,1688661.526,711961.3422,1788409.53,7137.375475,515112.1776,1152023.424,13374469.45,285902.4329,2937509.563,650757.0625,35409961.51,2742.381243,720211.0083,197164.397,387013.9167,320989.4722,18698.18661,274209.5841,206432.0397,109961.6225,21652.06896,1130494.918,659781.7673,931258.3796,1209866.98,692414.974,324356.2781,931164.9278,104208.7566,2698248.624,5514.290601,39523.04473,5845788.218,2208117.384,6294286.723,120142150.2,226182.4058,2201490.652,33463.32523,86727.70514,2495314.787,631124.4455,141201.7473,110658.372,146718.0498,153328.962,17575794.79,4616312.045,24917426.35,9855709.592,114242.7445,556446.0629,1341737.351,1976116.48,3314156.602,3961319.271,1895475.218,20689.89214,65125.85949,22982.13435,71651.65921,76154.76345,10826.03489,21615.16659,257367.6606,66077.00073,2551438.022,8122647.307,4511905.054,988738.1563,244194.9787,4898719.723,1347423.545,115694.8362,424278.1778,761481.7803,13005.84151,43468.29413,27273.44717,227159.7108,14638.23111,1158584.992,40220.24344,215400.8977,3484217.828,14703.2693,239315.2164,102422.4591,265023.6507,1837918.287,4244.698483,4181.881047,184236.5591,120515.6538,19077.24186,29390.68133,76731.56329,50425.68905,31797.43849,56352.57469,1667.070694,14913.86024,3008.690042,49324.67992,38786.43114,14491.59332,1530.212938,90977.20238,38308.83679,27131.54636,5611.702337,1109.857775,3829.102618,97406.18196,170546.7805,85086.63244,11717.98904,7448.708962,5705.615434,28750.62676,134893.99,323980.7755,804283.3484,1016463.434,852401.7182,18558.29146,6342.242544,52448.05313,191758.8338,623476.2515,1776271.845,1540243.657,5408071.496,2862625.131,1489966.174,65709.16449,5436.293283,3260.435742,14545.21648,44086.06071,165633.8621,20086.01664,9864.767313,1137.904068,4801.173053,1353.932528,1815.915112,2094.845323,2322.611025,3273.686102,6974.042657,3499.641385,77334.39752,268597.4167,158762.9982,1367851.035,186924.5964,7962329.563,610196.5594,4202.062742,99374.83167,151806.1266,925.5237634,56331.60384,2253503.081,379498.0135,146891.3953,64642.84301
PI656092,35641.46482,409282.1341,768674.3047,497890.2214,48248.17385,21042.17524,24315.88712,774877.8063,871111.4794,909707.6083,36994.30853,783402.5026,21938.94543,368307.6101,38558.92746,22409012.19,3269081.416,2359633.165,1343187.226,1474398.448,3005494.947,52396.17111,57834.92945,223352.7218,1049680.721,629974.1121,1445455.644,6093.178343,284693.9936,889038.4054,12034359.47,197115.4862,2519722.704,528633.56,35676632.44,2269.072687,569840.4446,94626.90922,307349.232,260252.7766,35373.36664,458580.6739,323250.2144,124580.3993,36800.09699,514396.6155,435945.9236,1129757.025,1228519.298,565898.9673,249586.6529,665081.9635,67521.14798,2705237.368,13803.7646,20564.63464,4271832.709,1727990.084,4186263.083,121573117.5,189912.2671,1387588.972,63863.5781,61558.94152,3005964.46,972024.8801,188092.2841,245003.2629,145189.8247,270589.248,14605280.03,5790019.432,20627791.33,21257979.23,119006.2822,840929.016,2008153.131,1483444.164,2727552.853,10141092.73,2108447.75,18430.5613,29462.41081,40580.4523,111411.2057,24872.38848,18400.0509,11883.39098,231208.4668,61510.08353,1718933.093,9729775.362,4859300.049,965117.6944,297965.3817,3575598.499,1782916.902,178574.9433,457058.1273,701284.1503,21967.18175,42062.06677,83900.45196,642473.7772,11434.10042,894531.0705,18882.10042,113499.4242,2107147.749,11294.55449,149494.5007,58666.22163,177410.6435,1045227.186,4463.139428,11400.74178,112639.5199,47811.05278,25940.33537,73002.31536,305699.5585,169893.6656,63368.58453,105739.5918,6303.812073,15667.42918,14962.58268,47416.38677,57699.4624,34420.53211,1931.815652,79903.62238,76266.18145,42249.9815,6220.04347,1022.91836,3763.849647,96876.08314,157876.0872,85805.3717,7178.482832,5285.74048,4793.563298,32238.83023,143733.8056,281572.4966,506620.9455,869216.9235,903804.6471,12209.7507,9234.583287,68732.32003,204981.4407,397867.813,1049648.999,936707.3957,4410828.84,2616509.585,1642408.563,36280.4665,5307.482134,3094.925041,13038.74128,13210.41144,86244.88103,18493.29303,7142.097127,1835.19957,4183.116176,1576.643823,1777.981626,1760.137986,1701.86509,2007.021945,3059.007943,2273.546628,88834.39828,222862.5423,126946.6593,1755088.154,463399.6997,6489644.686,476592.6375,21992.53801,126123.2105,134632.9065,585.1729754,20279.59077,641869.4555,225751.6943,90248.77694,41964.1637
PI656022,47966.20893,784659.6387,1516697.16,575640.6411,44719.96785,45706.18899,19428.81628,645045.5474,1095442.785,745707.0298,27456.61277,1006446.126,22133.23294,498447.1117,5329.273031,22487451.53,3729673.134,2521303.039,1692371.026,2078269.672,3876233.457,64525.43794,72335.27685,350607.2267,1412188.693,862488.5185,2106888.78,10153.05163,432408.5612,1213183.8,13296141.87,279220.5861,2992331.962,794481.1303,37463101.57,2047.625192,654352.4288,105555.6105,307999.2192,326768.5126,87821.83605,286281.2819,134834.8364,41511.18022,28013.55471,801265.8923,832993.3103,1192822.033,1826498.063,680485.7727,302927.4425,862343.9638,89859.00307,2701456.64,6384.022374,50852.84198,4561372.447,2566351.37,5892031.701,120058113.4,136113.7937,1803212.434,59568.45684,27759.97015,3069333.53,491622.2945,131023.9634,94653.01293,118527.5263,163248.6832,11645362.03,4395956.33,16580510.95,10573464.16,97697.25206,632346.2121,938194.9336,1860485.343,3315823.224,4301541.778,2303503.312,16649.42881,28403.54569,13878.34724,29642.22895,41994.94873,14006.77714,9135.55785,262269.6931,62958.51631,2147864.349,7505877.693,5004719.373,947177.2712,179632.6201,4099501.158,1340258.982,141164.0556,346993.8242,760972.5642,12416.29825,44126.37696,220532.5166,231842.8226,20387.14543,1381335.833,42123.8466,258298.1318,3739437.868,22358.61009,250369.6726,108004.8873,298905.2379,1909316.687,3573.137044,28920.00683,29882.33918,12995.3255,6241.717313,7360.342995,58962.68183,18003.11115,15588.9765,31130.81203,2048.176673,12797.52135,9392.640607,53312.26736,54598.67045,30660.33147,1206.991914,90742.88765,82865.36827,69029.68466,5668.992166,507.6170631,1756.224866,117384.7267,167768.3079,94570.872,10872.77122,5937.345898,5657.464213,40734.41772,158468.0508,340363.3828,681755.2621,1077494.624,1072673.213,29993.27986,12355.00495,75653.84985,247894.7131,551829.1202,1847145.275,1642041.258,6097426.945,4111688.633,2410659.262,36576.32465,6412.18058,3294.021676,19768.53821,28457.47267,165804.7591,25226.87012,13615.70974,2577.301744,5763.380927,2070.734768,3213.982351,3101.626125,2773.636618,4077.759884,6891.173598,4620.016893,80455.11486,309277.0998,175854.8894,1782933.612,232094.9316,8980307.586,674833.0656,7574.73857,92931.82196,120778.6602,986.1632915,41472.45215,1329678.938,224248.6735,93354.03876,41269.45261
PI542406,69205.26722,875773.796,876299.7092,1016475.397,82521.57329,47473.49668,49931.4765,550559.1833,995227.7413,809110.3055,45698.42444,626820.2007,22351.73091,825478.478,69488.77691,20495013.99,3978062.904,2533873.252,1669350.621,1741787.995,2698196.463,30259.88124,69976.46198,307811.7133,1199220.707,607455.6658,1394065.182,5237.325291,429831.5746,1124216.772,12358110.62,277892.7776,2896618.308,595634.3597,34280440.7,1219.19535,550770.6971,138229.6137,346892.2473,287605.6128,36304.90277,301949.8484,209163.7086,111929.473,20438.74276,1182039.312,920226.8052,678589.3454,1539204.53,675536.2472,271388.5316,895476.6817,80046.56759,2476387.45,5764.895801,40001.96385,4510098.729,1926359.277,4652044.008,111907972.4,150370.7705,1679611.594,56181.66536,65362.86197,3146292.033,708563.3103,153372.941,217795.8022,208333.8946,281055.8619,19962780.88,8453868.931,27952666.66,17436079.66,125879.8916,651688.7744,3413709.802,2353964.926,3994786.597,13145686.3,2236360.375,65724.11819,33558.40315,56100.82657,166105.9493,45228.87906,10219.37109,9590.504768,260906.3701,86358.45097,2256340.635,12016241.58,3971883.551,936624.2224,366486.1204,4260561.803,1670134.568,129481.1057,397053.7017,891907.154,31728.53169,40740.91637,75342.33225,203220.3292,13778.62647,1202139.521,33715.59216,183365.5654,3191791.165,19452.05356,240736.4129,85964.12714,229340.6581,1598235.67,3602.243756,8437.649406,308905.1711,184975.8122,45047.75976,68557.09915,268432.601,152195.4556,45157.75233,86030.41561,6004.148144,16513.09208,15953.98709,59283.13771,55529.2083,31477.06877,1566.011478,107819.9327,56755.35899,33031.10952,5566.188863,1172.082891,4116.314187,119904.4053,219147.1025,99757.19339,14024.90478,8025.343116,3523.527859,50662.32172,196137.5104,419071.3663,792924.7727,1129551.162,954433.4939,13462.90127,13033.27417,86455.84844,270420.685,709015.6524,1781555.134,1385881.076,5031485.29,2800383.705,1387693.019,57463.49851,7203.241293,9940.609645,22537.46649,33743.6622,140859.3945,17709.62503,8849.271753,2147.809976,6973.828449,2753.15327,5846.153133,2344.127396,3718.274158,6643.775014,5437.19697,2327.623481,99737.52393,262630.7567,148384.1994,979458.7914,368150.5598,7862871.387,585312.4735,24515.52167,88445.39878,144843.7565,929.9968229,35926.0479,807181.4224,300495.3402,121269.2609,51592.15647
PI655990,48404.92161,1143655.864,1030908.915,751444.2339,74072.2398,30838.0626,46228.37862,846048.1553,1258311.429,1174639.56,47791.23684,1113160.256,22372.98748,734276.6851,51.18560467,26438235.24,4280789.493,2662807.783,1959347.058,2097049.768,3559560.93,52475.71924,75097.26688,352932.7275,1716272.168,944183.0935,1993821.52,8209.861009,521307.7496,1316951.182,16114438.74,268867.7639,3158362.544,940341.5908,43506849.42,1747.014532,844301.4246,136333.7044,443937.3534,392980.3403,102389.59,563117.0672,300273.62,134901.238,25805.09994,1256454.642,1195054.808,1731520.769,2391363.442,853165.3599,360586.9,974050.0091,105010.9998,3257919.633,5288.945358,49408.46158,6404177.947,3828997.97,8109612.641,144516085.8,196461.4142,2622336.962,117831.1674,88262.30302,4198038.439,1699829.932,256818.0802,308539.2033,299969.5813,659564.4361,36030887.76,13437985.69,50844195.2,36871454.96,288761.0313,1290103.344,4340503.49,3483225.163,8217862.479,30756302.82,2925411.479,32607.60083,39886.25972,93424.08459,199366.2103,60665.98102,12902.54757,14892.29004,325875.2186,87661.97526,3412463.468,19440224.93,4709058.655,1186289.519,590886.9041,6873217.224,3048146.899,222471.14,614098.7454,1182523.997,68029.20034,55817.9564,239201.7834,194404.805,19526.02477,1575938.18,40864.94133,209884.9827,4329177.457,36073.93734,254215.4223,139503.8473,359613.1578,2109978.839,6356.878411,21339.66081,32528.93682,5576.080589,17286.32711,60751.34509,414981.0654,151140.0989,70201.4718,133267.3647,6329.111344,37707.80668,20752.08464,85863.58869,110138.5778,61010.03696,2566.605958,142159.2282,199135.2949,119829.3958,8618.535781,2096.533773,5996.717076,364909.2893,318278.1483,117120.2092,15920.09664,11018.20173,4764.465167,142837.7623,379661.444,505501.2072,819912.5886,1102943.391,996643.565,26104.15422,43588.5796,247637.1772,714878.7353,1093283.698,1966728.305,1411616.879,5345670.774,3069748.538,1694617.293,59246.14668,27893.03165,16288.23149,18237.3561,22374.73398,144686.1903,21345.97719,10280.97899,9011.201074,21642.95493,5511.449677,7102.095386,2010.245523,1910.897927,3532.749584,4638.555506,3102.648139,114647.0473,379997.147,177851.5451,2655246.523,1032447.698,11812983.8,910227.1832,42357.94392,109483.2153,183301.7329,1906.474331,33947.69962,1085892.27,497804.8595,197398.5502,86491.32464
PI533769,77610.38331,1239637.749,766271.2693,968234.8112,98506.08857,39368.30068,10325.44183,780217.0498,1141844.117,975693.2652,12139.2217,717544.3018,22490.97156,1273703,96694.73862,23591208.74,4392450.741,2787244.262,1813940.018,2160689.156,3436274.144,35435.84547,106605.0286,365061.6011,1969412.045,882191.8952,1539301.208,8249.441285,445221.2526,1279321.418,14160721.2,300796.2607,3657967.068,655172.419,36631957.94,3838.429123,650060.0856,155662.9779,381314.7863,317237.9464,38679.68017,342596.738,267545.0853,90967.20728,32310.80164,1824854.7,1326563.351,976221.2534,1735375.821,776761.6231,347801.0761,1017513.011,90112.01593,2799170.37,5280.740005,22509.47871,7156576.719,2707194.884,5641891.09,126773085.4,155104.545,1418460.181,113674.9779,76874.66829,3493267.908,1700290.827,356280.2762,231990.5759,298867.0574,493054.845,29139246.2,8895921.216,41082102.45,23666410.62,190465.5216,666555.2092,3980843.25,2650120.266,6272224.202,16208071.03,2584103.7,14670.50019,32301.38585,86581.70677,204112.5428,59456.40764,16155.39842,15291.78493,300832.014,68738.47976,2619515.423,14916286.72,4545176.221,1122871.906,446103.8873,5499255.066,2262012.59,152634.5734,532025.6287,954994.8957,15719.64914,77011.11397,76330.67267,318862.774,19770.22711,1498034.691,28957.63604,191531.8562,3673026.313,14783.63279,285786.6218,95433.09636,274833.6632,1859714.692,5417.41794,9562.053197,474954.7793,193046.0795,63330.5386,123824.4845,528385.0097,281477.5572,105338.1896,178436.8196,19007.92889,35173.8392,46545.01876,106245.7273,154989.4743,50941.53746,4029.094152,161413.0085,198577.1164,128328.5244,20078.40162,4430.607928,5298.272434,220541.263,464999.7917,185761.0945,25781.49597,14067.48898,6569.430339,87615.78801,423318.6363,914952.7531,1391433.425,1377588.38,970919.6004,26318.20659,38819.20359,260857.8113,752751.8222,2032527.068,4014964.626,2372926.071,6896354.201,3413385.852,1523551.669,62268.29577,25232.93098,26545.99314,69025.91416,32563.26852,196737.5491,28087.6602,11362.60229,11804.2597,24595.55798,15198.61945,15745.87923,5338.557534,3814.089362,11953.49791,9770.363782,6395.22066,162782.7425,303150.1687,136388.5942,1472121.68,294973.6105,9925042.665,652557.136,68113.6136,43032.08806,136944.4158,763.5194804,21499.82197,736500.7693,389929.5355,145775.8175,65290.61245
PI533794,46418.68052,940161.0599,870446.2003,744579.0829,82080.38575,40837.32462,10100.52169,621014.5004,982858.912,822137.1546,12581.18744,635287.1004,22824.16208,627943.3613,85994.5491,23082910.61,3708370.804,2462233.772,1489459.705,1687013.824,2606945.164,57076.69038,62967.86213,306165.5641,1655159.677,767887.8073,1450941.199,3726.23883,353274.583,977348.4027,11805724.61,213489.7184,2326408.174,747316.1238,36708170.98,3748.151585,622202.714,124520.105,318532.9191,251721.7795,39243.43795,203977.7631,266203.861,70614.00582,33449.78003,996966.7798,990223.664,681196.5791,1891884.242,636484.8239,277392.9512,859963.5255,77071.29547,2698813.869,6931.022453,25219.40735,5106042.644,2425881.951,5838321.977,124656264.4,140435.4372,1775475.871,68780.19053,64984.03914,3151342.803,1036343.78,158397.1792,168682.3571,178100.5013,233337.9162,22137835.68,7050977.417,31290650.57,18982246.12,130213.657,721291.2888,2222379.792,2005066.79,4727772.918,14222303.99,2445289.766,24426.01269,26804.17943,51782.86496,217874.4447,42353.71334,16724.89006,13417.77964,243903.1894,57859.3335,2213815.161,11096931.18,3805000.079,918094.5146,229230.1457,4616157.759,1888579.781,142029.5818,460583.9097,869109.7135,25350.04115,61616.32393,71749.54457,196883.3675,18609.55172,1297057.016,27496.51864,212790.1599,3729790.325,20058.32203,222445.5912,114413.1839,338486.0029,1928367.481,4332.656671,8138.484652,410723.0146,156912.4365,56165.72486,108062.4996,532371.5561,243970.656,105064.6615,172880.7362,14207.16356,29707.48344,30222.74058,81982.51624,114377.6365,45163.80605,3837.39932,121395.2212,160636.3531,81900.17348,16748.75281,1999.260965,4340.518549,177327.637,355075.7781,117552.48,17816.34978,8219.19759,3964.757931,68756.56314,367707.7403,848747.5576,1130606.516,1024435.6,737244.4328,14857.94829,31420.09959,219527.2216,905749.4938,1506903.402,3631663.933,2046397.882,5594290.905,2567641.347,1272791.4,155659.745,19229.42131,17896.08549,57990.22702,24369.19924,159120.3713,21158.28375,7636.632778,8279.257562,16220.35114,10235.1227,11465.70394,3701.917391,1985.129665,6547.94771,3553.395662,2319.175031,91222.05673,241422.157,132385.8555,973257.3589,444193.6989,10923374.62,703146.8032,32476.85479,54817.39351,168448.092,719.3175417,24854.1391,893122.1433,401822.0266,165041.735,75329.07651
PI576130,50704.25955,1324354.537,1126099.154,605999.2742,70738.67314,39875.50494,12862.45593,799319.6832,960011.2433,946518.5759,11742.36543,984272.3325,22841.40353,744439.3821,111747.2465,24671552.19,4231138.116,2700583.154,1787143.968,2028879.343,3044981.024,74400.50648,89371.81496,412073.672,1970165.277,905312.3886,1527704.357,7202.476478,461005.1586,1194190.655,14076448.76,309458.3733,3468748.442,752291.1706,40110257.96,1919.900699,662948.2601,124851.0191,338738.4449,309811.9751,47118.19834,252999.2376,248817.905,83522.95354,26670.96167,1347425.383,1346591.784,1233104.332,1492075.856,748674.6844,332538.2639,968634.0321,96048.52108,2960167.721,5881.104221,41556.75938,6686726.4,3087367.63,6023589.76,138145169,196247.0493,1993429.155,42197.33147,75075.33779,2252554.807,894255.8705,152298.3571,125886.5482,186252.7396,253085.021,22264243.15,9804362.378,31674812.48,18800414.87,119084.6588,886005.2447,2676209.621,2039154.413,4608866.074,13153751.92,1723247.02,17598.43421,22752.69703,38207.64145,276780.6916,40907.8929,13335.48059,15835.13248,292383.4131,74401.95142,2239889.793,10833032.06,3116745.574,956379.5984,247261.1599,4392464.337,1605326.556,104813.8059,544202.1025,1019236.62,27265.09277,87981.17276,83001.50859,235470.5142,17376.94283,1280640.436,46043.83061,161092.1799,3465876.771,14740.6064,286922.8768,100530.6413,249047.7784,1750017.574,6383.788878,8307.47224,543308.2299,202715.9694,61104.59522,113391.5193,539618.7254,230555.236,101231.4555,166724.584,19234.46305,31075.50477,62554.89673,84087.2151,141420.9232,44147.9325,6919.382981,130078.2644,121467.9555,92663.27584,11841.41049,2885.628304,11044.4262,173326.5827,306771.0266,142831.9226,20438.73745,15323.9243,5909.798593,66354.63502,301663.1646,657853.085,1220357.998,1542880.029,1069987.929,19850.23679,30415.99635,189274.9953,913564.2181,1397085.201,3178204.035,2486014.326,8129258.289,3675005.535,1642205.28,277012.8837,20899.69603,27517.93642,58137.32214,34062.72822,201891.5207,28067.20559,11939.09041,7527.688213,19817.26297,10008.6344,8245.323033,2590.945931,2121.363461,7829.913666,6343.466969,3108.141253,110136.1438,280282.1908,146844.7982,1891564.865,304354.6035,10732647.41,566984.9131,23696.10835,47650.89485,118854.4384,492.7777368,19544.7442,663987.9653,319685.0912,134942.8744,57224.40842
PI656075,60707.03623,1431800.972,1030903.439,804675.427,109432.8986,42787.05873,14298.03568,827927.3041,997084.4282,945304.4664,10632.6562,1054821.297,22841.55898,1115187.551,168411.3994,25996211.79,4326490.993,2767295.166,1797790.471,1916990.782,3903152.873,47294.53574,76739.03403,321851.9639,1685158.183,974951.2527,2194851.151,4209.767953,457046.1419,1386812.55,13507622.71,296025.5615,3188258.912,926200.0918,41749506.38,3232.764394,685845.2249,176722.1239,377382.4755,329400.7485,63326.25924,405803.8678,325898.9643,188781.9865,35470.63293,1665111.528,1497289.696,1131037.165,2149444.353,820093.7428,321922.1719,1020472.493,89811.6539,3097402.317,14912.75427,39985.61621,6177966.338,2392763.349,6105464.559,138597757.7,230281.2173,1753684.729,72946.73417,87412.63829,5205320.739,1236278.349,136848.0992,209782.9873,207820.397,393903.1563,29242272.42,8467705.406,41628685.5,29613983.02,234964.5863,687981.6064,3061317.066,3036276.621,5008762.724,16860968.47,3835624.143,32951.94725,38177.53257,38366.15167,219716.3861,27985.68103,17735.31664,17409.61099,313228.9629,97735.77175,2328656.917,12977051.09,5124383.319,1129766.059,365401.3924,4820692.573,2251661.38,232760.4027,524913.0919,1045118.061,13667.09213,64424.659,75627.69983,231486.7884,17997.06981,1626451.352,51461.91582,213620.7315,4150486.129,13047.87984,307900.6631,105004.6271,324431.2578,1946357.966,4062.523043,8499.967352,854392.5611,282406.8337,73067.63825,134988.8036,526954.3704,302554.0901,120629.8785,194914.2273,18876.50006,33515.41499,43965.17236,87460.30907,119545.6007,40621.56317,3746.534773,131785.4943,151843.4587,90055.14011,17752.5501,1962.16286,6452.439859,179399.9751,311239.675,184548.6113,19546.18078,11870.12976,7261.931877,69941.20171,283482.4138,621392.4237,1124725.07,1730411.442,1833697.673,37328.87285,29395.94416,182038.8382,586029.974,1091789.504,2737910.267,1877240.186,7313209.267,5476719.663,3669498.527,140327.985,16860.66616,15258.66795,26634.08799,27802.68658,155120.831,29986.91799,18325.73258,7626.900256,17621.67174,6102.734661,8146.83148,3597.760986,2941.112945,7262.021195,7250.699714,6530.626105,147207.3336,387179.0226,163087.5887,1690037.577,785611.1801,11199317.03,801279.5152,24706.31538,52880.85588,146416.622,687.7873373,28239.20943,652042.4585,242901.7376,97366.80292,42387.08979
PI656066,100659.78,791662.5406,1253350.91,510596.4621,49745.18847,15850.14049,15390.17828,530499.824,917282.4047,681890.2457,43426.26616,629711.8849,23002.21686,592172.111,47267.24014,21248322.07,3540079.239,2338066.09,1451166.977,1855365.524,2758029.712,41849.25821,66196.3417,294731.2365,1449061.746,716195.3438,1427883.239,8516.70433,403608.0502,1088168.121,11108471.08,294686.1597,2649016.867,704375.4982,33947851.87,1710.464845,509760.8528,104081.8302,331884.1926,297530.9307,45201.91431,336960.0199,153344.0867,59839.28396,19714.46101,897535.4158,829458.4093,1016054.609,1143421.063,563749.8997,272738.979,794879.3996,94594.48344,2666920.901,5314.614703,31466.85148,4548402.165,1987963.013,5954252.753,115048738.4,206409.0432,1802208.474,29200.29624,61276.01033,2549383.881,278265.5998,154523.7393,117363.0106,153617.1036,138638.6281,9647445.872,4107308.285,13318251.2,9944723.467,121372.9392,730350.2531,1011159.355,1685912.091,3065615.586,4286056.318,1855302.988,14707.71082,31847.79563,19237.82475,40852.31267,47065.25811,9857.230941,17045.7847,212552.6486,32001.49821,2101839.494,6790776.197,3927055.219,959909.3105,193722.1621,4188833.271,1167131.125,110916.1379,351374.613,578960.573,10035.81522,28165.97182,27077.28062,319496.7013,14937.5496,981030.9212,29806.8543,179763.6146,2902237.798,14547.00068,211034.4096,90158.99845,235945.7161,1542486.286,2582.470811,9030.088162,156083.0144,119526.9329,13343.17955,28786.58006,65832.76338,55735.56692,17850.34675,33192.3178,869.4519156,5845.131429,1440.799844,27311.79494,19352.34006,8080.162807,2035.207605,70505.84494,24259.30681,19126.54013,2708.739809,901.9130063,3726.35129,77396.3018,145391.6662,86061.62417,14064.18118,7800.446308,6147.130023,21786.42712,117912.3524,314546.7273,885069.9702,1274283.575,1043051.497,17451.19917,4576.651862,36565.9944,163192.2467,548586.9694,1326485.043,1586014.302,5889041.252,3063140.772,1521841.668,21409.33606,4372.961037,2942.234174,17956.30086,37416.797,167605.2041,21151.3887,10876.08692,1046.612116,3942.511139,1359.114915,2083.934735,2955.561046,5560.679536,4987.067636,7962.000411,4400.215615,70823.4287,270287.686,146968.532,1525843.565,131901.6917,7531141.74,592170.4072,1994.848049,84474.12783,233788.6995,1147.332165,31859.61846,992397.3963,340452.7743,130925.0074,58145.17222
