,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SM,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SM,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SM,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SM,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SM,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SM,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SM,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SM,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SM,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SM,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SM,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SM,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SM,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SM,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SM,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SM_Sum_SQDG,Sum_SM_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SM,Sum_SQDG,Sum_TG
PI533752,16.85020569,0.078277572,0.034116707,-26.2378608,2.802048084,-679.4632606,-23.7518693,0.521216863,0.020225435,21.18554215,-0.009961372,-0.461708655,-0.555830676,-7.243363111,-14.57579207,0.061469863,-0.055970382,0.004645497,0.002024706,-1.557124066,0.166291625,-40.32373687,-1.409589279,0.030932374,0.001200308,1.257286857,-0.000591172,-0.027400773,-0.032986581,-0.429867934,-0.865021611,0.003648019,-0.003321644,0.435842685,-335.1900192,35.79630818,-8680.178051,-303.4313501,6.658572193,0.258380967,270.6463891,-0.12725704,-5.898351781,-7.10076543,-92.53433575,-186.2064923,0.785280654,-0.715024502,-769.0619356,82.13125833,-19915.85116,-696.1946599,15.27746688,0.592830798,620.972654,-0.291979296,-13.53321274,-16.29203763,-212.3113198,-427.2332623,1.801752514,-1.640556389,-0.106794075,25.89629032,0.905251746,-0.019865067,-0.000770849,-0.80744167,0.000379656,0.017597039,0.021184299,0.276065308,0.55552517,-0.002342792,0.002133192,-242.4880802,-8.476610174,0.186012819,0.00721809,7.56073469,-0.003555033,-0.164775422,-0.198365859,-2.585024558,-5.201835099,0.021937476,-0.019974811,0.034956812,-0.000767101,-2.98E-05,-0.03117982,1.47E-05,0.00067952,0.000818044,0.010660419,0.021451921,-9.05E-05,8.24E-05,-0.021944246,-0.00085153,-0.891952624,0.000419393,0.019438834,0.023401555,0.304959707,0.613669261,-0.002588001,0.002356462,0.03880426,40.64630993,-0.019111761,-0.885828314,-1.066409618,-13.89702373,-27.96492805,0.117935292,-0.107384058,1047.470301,-0.492517084,-22.82812025,-27.48176662,-358.1313936,-720.6664429,3.039235681,-2.76732652,-0.000470197,-0.021793573,-0.026236321,-0.341901239,-0.688006564,0.002901501,-0.002641914,46.34990539,55.7986058,727.1451189,1463.23136,-6.17082286,5.618742192,1.203855873,15.68816835,31.56924158,-0.133135609,0.121224459,13.03160014,26.22343945,-0.110590986,0.10069682,2.012296201,-0.00848637,0.007727126,-0.004217257,0.003839955,-0.910533703,158834.5968,9426.2705,2029120.132,4655625.069,-6053.641266,56685.17887,-233.7648053,-6687.246165,304738.024,7853210.539,7497.310936,-15945052.05,-344014.7702,-285760.7609,-21928.29414,-10897.15029,2583942.597,-2837833.007
PI533754,31.25551519,0.046742276,0.173824033,31.34979595,86.60579863,-3.217142939,36.730891,2.041862945,0.029489888,7.685163446,0.006066968,0.042205941,0.503790145,2.74404707,-6.790523014,-1.120045351,0.062857424,0.001495489,0.005561388,1.003016452,2.770896532,-0.102930408,1.175181109,0.065328085,0.00094351,0.245881836,0.000194109,0.001350352,0.01611844,0.087794012,-0.217258393,-0.035835127,0.002011083,3.718775529,670.6946803,1852.836571,-68.82726311,785.8173377,43.68342994,0.630903986,164.415687,0.12979616,0.902950067,10.77804049,58.70589318,-145.2758311,-23.96214827,1.344766016,180.3536339,498.2383465,-18.50804454,211.3107746,11.74672405,0.169653689,44.21231821,0.034902929,0.242808435,2.898276705,15.7863503,-39.06550153,-6.443558661,0.36161527,2.762563391,-0.102620857,1.171646892,0.065131618,0.000940672,0.245142375,0.000193525,0.001346291,0.016069966,0.087529982,-0.216605015,-0.035727357,0.002005035,-0.037146969,0.42411584,0.023576515,0.000340507,0.088737285,7.01E-05,0.000487334,0.005817049,0.031684334,-0.078407256,-0.012932683,0.000725788,-11.41723936,-0.634682072,-0.009166484,-2.388816286,-0.001885825,-0.013119076,-0.156595512,-0.852945338,2.110730901,0.348149079,-0.019538275,0.055589802,0.000802863,0.209228887,0.000165173,0.001149058,0.013715707,0.074706793,-0.184872265,-0.03049328,0.001711296,0.014442638,3.763799849,0.00297129,0.020670311,0.246730637,1.343893858,-3.32565074,-0.548540907,0.03078435,260.6033418,0.205730448,1.431200448,17.08348771,93.05043954,-230.2661489,-37.98065761,2.13149076,0.000789439,0.005491873,0.065553602,0.357057737,-0.883588627,-0.145741253,0.008179062,6.95667784,83.03820792,452.2929905,-1119.261398,-184.6136923,10.36059942,11.93647454,65.01565846,-160.8902157,-26.53762278,1.489302748,5.446805775,-13.47887227,-2.223237916,0.124769063,-2.474637949,-0.408172791,0.022906832,0.164942428,-0.00925664,-0.056120428,142283.7989,4552.278151,3044006.639,818550.7878,4538.587718,1642.889981,-44226.75697,3873.682207,69683.32484,4824833.426,18514.08885,23452208.82,3371179.37,282426.7215,51851.80693,-20953.29013,-127033.9623,2263595.75
PI533755,15.1946727,-0.001562898,-0.001205984,-1.426448552,-0.071170068,-0.949282069,-6.364806784,-0.016089144,-0.000657088,1.436659402,-0.000127285,-0.001657035,-0.032478626,-0.876926851,-0.370709097,-0.004867183,-0.000526443,-0.000102858,-7.94E-05,-0.093878202,-0.004683883,-0.062474664,-0.418884099,-0.001058867,-4.32E-05,0.094550204,-8.38E-06,-0.000109054,-0.002137501,-0.057712783,-0.024397307,-0.000320322,-3.46E-05,0.771633724,912.6948399,45.53725666,607.3859764,4072.440119,10.29443301,0.420429196,-919.2281218,0.081441949,1.060232834,20.7810331,561.0904162,237.1934687,3.11420499,0.33683772,1182.808387,59.01408305,787.1428603,5277.685505,13.34108747,0.544855912,-1191.275204,0.105544829,1.374010494,26.9312142,727.1460525,307.3912678,4.035859105,0.4365254,0.04989319,0.665486371,4.461995336,0.011279162,0.000460646,-1.007158233,8.92E-05,0.001161651,0.022768873,0.614762341,0.259882557,0.003412099,0.000369058,13.33822064,89.4309499,0.226066166,0.009232642,-20.18628677,0.001788469,0.023282756,0.456352328,12.32156826,5.208778176,0.068388068,0.00739697,6.704863591,0.01694875,0.000692194,-1.513416769,0.000134086,0.001745567,0.034213884,0.92377901,0.390515221,0.005127226,0.000554569,0.002527829,0.000103238,-0.225719248,2.00E-05,0.000260343,0.005102846,0.13777745,0.058243574,0.000764702,8.27E-05,0.040840442,-89.29371061,0.007911261,0.102990892,2.018667088,54.50425641,23.04094539,0.302513503,0.032720376,-2186.404109,0.19371145,2.521786888,49.42813984,1334.565776,564.1698313,7.407204396,0.801175853,-8.86E-05,-0.001153395,-0.022607047,-0.610393006,-0.258035479,-0.003387848,-0.000366435,13.01826447,255.1637491,6889.4522,2912.423769,38.23834055,4.135924091,19.60044288,529.2143369,223.7182825,2.937284048,0.317701649,27.00012139,11.41394018,0.149858045,0.016208902,0.422736625,0.005550273,0.000600327,0.013129388,0.001420097,0.108161704,-6418.671249,-422.4290563,4106904.607,5322349.815,4499.756575,90187.79146,6761.605909,1008.462859,398944.2259,9768362.057,-4467.775202,50427385.97,3873587.457,197627.5476,7319.505892,17314.57713,1318765.021,12192531.79
PI533757,-491.0844261,0.170436954,0.132152446,145.251499,10.60092106,-22.05350362,280.2769174,2.152443343,0.067547134,241.9632197,0.025798817,0.162249926,2.814567804,-257.0648217,51.81720357,2.719422752,0.304263945,-0.000347062,-0.000269103,-0.295777042,-0.021586759,0.044907764,-0.570730617,-0.004383041,-0.000137547,-0.492712061,-5.25E-05,-0.000330391,-0.005731332,0.5234636,-0.105515876,-0.005537587,-0.000619576,0.775374369,852.2300797,62.19848924,-129.3939083,1644.460961,12.62897095,0.396317421,1419.664068,0.15136868,0.951964477,16.51383538,-1508.269277,304.025637,15.95559347,1.785199379,1099.120778,80.21736564,-166.8792696,2120.860615,16.28757857,0.511130412,1830.940156,0.195220123,1.227748189,21.2978866,-1945.214258,392.1017374,20.57792224,2.302370895,0.072983213,-0.151829783,1.929597417,0.014818734,0.000465036,1.665822531,0.000177615,0.001117028,0.019377203,-1.769791179,0.356741265,0.018722167,0.002094739,-2.080338443,26.43892128,0.20304305,0.006371817,22.82473554,0.002433639,0.015305267,0.265502194,-24.24929119,4.887990701,0.256527026,0.028701652,-12.70895193,-0.09760097,-0.003062875,-10.97164532,-0.001169828,-0.007357104,-0.12762452,11.65641642,-2.349613217,-0.123310237,-0.013796626,0.007679702,0.000241001,0.86330056,9.20E-05,0.000578892,0.010042096,-0.917181565,0.184878598,0.009702628,0.001085583,0.031381608,112.4132816,0.011985828,0.075379418,1.30761528,-119.4293093,24.07366667,1.263412002,0.14135747,3582.138948,0.381937992,2.402025316,41.66820463,-3805.710269,767.1266043,40.25963189,4.504468606,0.000106623,0.000670556,0.011632213,-1.0624128,0.214153224,0.011238992,0.00125748,6.289045254,109.0967788,-9964.209765,2008.510859,105.408817,11.79371704,17.34711302,-1584.375587,319.3665775,16.76070257,1.875279405,-91.33367523,18.41035895,0.966195502,0.108103256,-0.201572519,-0.010578743,-0.001183608,0.052481079,0.005871871,0.111885489,1373819.779,-2797.522597,8060574.572,10395719.67,9458.214119,129594.3788,-62294.85359,4901.651523,638260.5998,20338683.47,5677.804175,53251270.89,8467306.044,488110.3867,-5344.254301,26512.81205,505188.0138,4515223.715
PI533758,-487.0474204,0.090944588,0.054706451,7.790673834,7.038137261,-269.4583447,150.4668805,1.592361671,0.031180493,-29.98825586,0.011268909,0.061600269,3.428022594,22.80984437,28.49728321,0.149358918,0.054872102,-0.000186726,-0.000112323,-0.015995719,-0.01445062,0.553248685,-0.308936818,-0.003269418,-6.40E-05,0.061571532,-2.31E-05,-0.000126477,-0.007038375,-0.046832903,-0.058510285,-0.000306662,-0.000112663,0.601536085,85.66396325,77.38929193,-2962.884884,1654.489662,17.50914164,0.342851555,-329.7420611,0.123909613,0.677338479,37.69353047,250.810355,313.3477635,1.642306828,0.603357534,142.4086856,128.6527838,-4925.531412,2750.441249,29.10738369,0.569960079,-548.1667171,0.205988662,1.126014707,62.66212681,416.9498074,520.9126619,2.730188375,1.003027996,0.903405458,-34.58729636,19.31371839,0.204393317,0.004002285,-3.849250591,0.001446461,0.007906924,0.440016187,2.927839729,3.657871427,0.019171502,0.007043306,-38.28546315,21.37879312,0.226247601,0.00443022,-4.260822821,0.001601121,0.008752354,0.487063902,3.240892231,4.048980882,0.02122137,0.007796396,-0.558404976,-0.005909491,-0.000115715,0.111290878,-4.18E-05,-0.000228608,-0.012721902,-0.084650725,-0.105757657,-0.000554293,-0.000203639,0.010582805,0.000207225,-0.199301373,7.49E-05,0.000409394,0.022782572,0.151593788,0.189392397,0.000992637,0.000364679,0.019581289,-18.83256575,0.007076853,0.038684848,2.152791453,14.32453744,17.89623786,0.093797107,0.034459572,-961.7633539,0.36140893,1.975602764,109.9412558,731.5421253,913.9458731,4.790139655,1.759821491,-0.000375777,-0.002054146,-0.11431217,-0.760625909,-0.950281449,-0.00498058,-0.001829786,5.466391675,304.2018245,2024.139598,2528.841427,13.25407112,4.869335944,55.64947457,370.2880653,462.616215,2.424647172,0.890776994,6.653936415,8.313038328,0.043569992,0.016006926,1.249341414,0.006548002,0.002405632,0.005241163,0.00192552,0.367384172,371462.2125,-762.6818191,4084489.481,6790098.848,47680.3702,52778.48368,-1378.551527,2468.730736,233277.5395,11913288.49,-12386.92288,32963459.16,6030204.406,108360.4913,16285.17085,13035.00442,2487044.084,6769600.525
PI533759,96.44773476,0.081722271,0.059824884,829.8280382,8.771691112,6.689690624,-61.45847279,65.72651959,0.022217157,-63.94595522,-0.046793847,-0.501962391,7.61457697,69.29628711,-4.346180639,0.291728903,-0.515783872,0.000847322,0.000620283,8.603914236,0.090947612,0.069360785,-0.63722049,0.681472922,0.000230354,-0.663011478,-0.000485173,-0.005204502,0.078950294,0.718485377,-0.045062548,0.003024736,-0.005347807,0.732051172,10154.24591,107.335381,81.85884371,-752.0406849,804.2669232,0.271861711,-782.4789289,-0.572596011,-6.14229614,93.17627693,847.9486206,-53.1823281,3.569760096,-6.311423612,13870.95098,146.6227842,111.8212044,-1027.306169,1098.648502,0.371369819,-1068.885563,-0.782180309,-8.390528392,127.281098,1158.318781,-72.64837508,4.87638055,-8.6215607,0.010570493,0.008061538,-0.074061697,0.079204988,2.68E-05,-0.077059285,-5.64E-05,-0.000604899,0.00917609,0.083506804,-0.005237447,0.000351553,-0.000621555,0.762645485,-7.006456566,7.493027142,0.002532825,-7.29003728,-0.005334644,-0.05722527,0.868085398,7.899991715,-0.495478076,0.033258,-0.058800962,-9.187042607,9.825046222,0.003321104,-9.558880793,-0.006994919,-0.075035217,1.138255474,10.35866844,-0.649683354,0.043608729,-0.077101304,-1.069446028,-0.000361499,1.040474199,0.00076139,0.008167505,-0.12389792,-1.127530249,0.070717355,-0.004746765,0.008392397,0.000338024,-0.972909499,-0.000711948,-0.007637136,0.115852429,1.054312438,-0.066125221,0.004438527,-0.007847424,-2878.224097,-2.106203218,-22.59345793,342.7340924,3119.043929,-195.6227224,13.13079387,-23.21556639,0.000731772,0.007849791,-0.119078321,-1.083669591,0.067966467,-0.004562117,0.008065934,10.72710256,-162.7260321,-1480.884609,92.87931986,-6.234343279,11.02247219,-15.16961651,-138.0507552,8.658379031,-0.581176813,1.027534894,9.100477596,-0.570771122,0.038311899,-0.067736379,-0.06271881,0.004209878,-0.007443167,-0.067123051,0.118675204,-1.768024585,-319907.2785,-3316.897792,-3914566.665,-5347394.849,-385.5103272,-36470.42223,-47820.9377,5205.259161,-4867.248114,-14399109.91,5002.77582,6836524.507,637313.2417,-42012.48208,-4616.513984,73606.53068,-1096590.964,620235.1332
PI533760,46.2365469,0.027321117,0.031232746,16.25802811,2.137448745,3.351888475,-347.2828863,0.237754956,0.011549355,11.08111784,0.0263832,0.191364348,1.618595518,-7.254159948,-68.72943373,0.100277668,0.070986762,0.000590899,0.000675499,0.351627213,0.046228555,0.072494351,-7.511003947,0.005142143,0.000249788,0.239661449,0.000570614,0.004138811,0.035006843,-0.156892338,-1.486474193,0.002168797,0.001535295,1.143172347,595.0718569,78.23430894,122.6848967,-12711.15234,8.702241256,0.422726297,405.5880164,0.965670594,7.004265043,59.24338633,-265.5147599,-2515.615761,3.670335508,2.598237874,520.5443068,68.43614538,107.3196854,-11119.19158,7.612361582,0.369783522,354.7916615,0.84472879,6.127042052,51.82366988,-232.2613564,-2200.556869,3.210658059,2.272831285,0.131470356,0.206168205,-21.36070155,0.014623849,0.000710379,0.681578219,0.00162278,0.011770453,0.099556693,-0.446189409,-4.227415112,0.006167886,0.004366259,1.568172562,-162.4754217,0.111233056,0.005403336,5.184273011,0.012343313,0.089529327,0.757255827,-3.39384042,-32.15489208,0.046914654,0.033210978,-103.6081268,0.070931643,0.003445626,3.305932738,0.007871145,0.057091502,0.482890624,-2.164200868,-20.50468989,0.029916767,0.02117814,-0.000684615,-3.33E-05,-0.031908045,-7.60E-05,-0.000551033,-0.004660741,0.020888331,0.197906192,-0.000288749,-0.000204406,0.048576715,46.60730546,0.110968033,0.804880586,6.807830832,-30.51107779,-289.0767662,0.42176899,0.298571115,959.457738,2.284387324,16.56926739,140.1459687,-628.1008823,-5950.932744,8.682534153,6.146383357,0.002380915,0.017269408,0.146067891,-0.654641531,-6.202391735,0.009049418,0.006406101,7.253265335,61.34947747,-274.9537593,-2605.045424,3.800815239,2.690604738,8.458187401,-37.90758321,-359.15485,0.524014366,0.370950822,-4.481762039,-42.46238975,0.061953506,0.043857011,9.474485567,-0.013823471,-0.009785663,-0.001459021,-0.001032844,0.707902007,-211165.8819,-4567.077258,-7729035.316,-6761041.182,-12988.40674,-98793.42479,-62999.07751,608.0515056,-888166.0584,-18283781.67,-19056.37002,-8003801.054,-1103475.564,-130462.416,29109.62584,3072.422838,-2105811.662,-2974721.981
PI533761,-74.84672139,0.079565254,0.044636538,-151.560271,4.470238634,-8.383718793,-76.79222285,1.513836704,-0.631082689,-10.18174904,0.01389709,0.072104873,1.19269847,-31.18362287,32.66598024,0.114440339,-1.166813363,-0.001063043,-0.000596373,2.024942018,-0.059725243,0.112011837,1.025993142,-0.020225825,0.008431668,0.13603467,-0.000185674,-0.000963367,-0.015935213,0.416633117,-0.436438359,-0.001528996,0.015589372,0.561005412,-1904.854989,56.18330124,-105.3690948,-965.147712,19.02635419,-7.931636702,-127.9672788,0.174662795,0.90623569,14.99019245,-391.9251344,410.5558469,1.43832054,-14.66486066,-3395.43068,100.1475209,-187.8218864,-1720.389306,33.91474266,-14.13825344,-228.1034657,0.311338876,1.615377803,26.72022786,-698.6120378,731.8215436,2.563826495,-26.14031939,-0.029494792,0.055316072,0.506677788,-0.009988348,0.004163906,0.067179538,-9.17E-05,-0.00047575,-0.007869466,0.205750641,-0.215531287,-0.000755081,0.007698676,-1.87545218,-17.17855111,0.33864785,-0.141174273,-2.277674612,0.003108803,0.016129983,0.26680868,-6.975829574,7.307435444,0.025600499,-0.261018138,9.15968495,-0.18056864,0.075274792,1.214466909,-0.001657628,-0.008600583,-0.142263654,3.719545423,-3.896359246,-0.013650307,0.139176109,-0.019713412,0.008218055,0.132588284,-0.00018097,-0.000938961,-0.015531501,0.406077878,-0.425381361,-0.001490259,0.015194421,-0.41687633,-6.725790846,0.009180045,0.047630549,0.78786468,-20.59906646,21.57827205,0.075596224,-0.770765671,16.13377965,-0.022021028,-0.114255824,-1.889924238,49.41289536,-51.76180684,-0.18133969,1.848907257,-0.001364902,-0.007081777,-0.117140824,3.062698042,-3.208287701,-0.011239752,0.114598519,5.188487296,85.8236151,-2243.895934,2350.562683,8.234842136,-83.96098721,16.5411632,-432.4759425,453.0342947,1.58713738,-16.18217072,-26.14543714,27.38829727,0.095950772,-0.978297024,-1.047536406,-0.003669886,0.037417505,0.003503349,-0.035719527,-10.19582232,464618.228,-6207.596263,5839461.381,10408921.65,-3065.567413,103935.8894,-55419.10929,-6050.329197,306914.3633,-736224.0103,-45632.45725,33432771.97,6443645.337,389552.1289,-14899.43071,14223.30586,4059916.562,-398194.1266
PI533762,8.992549802,0.005986041,0.005112193,16.05769927,0.917892099,0.264255494,-5.431945476,0.038786993,0.003213023,-2.454965851,0.002390571,0.02653164,-0.453131203,1.607567309,3.019299267,0.020648343,0.020634954,0.000665667,0.000568492,1.785666982,0.102072507,0.029386047,-0.604049529,0.004313236,0.000357298,-0.272999973,0.000265839,0.002950402,-0.050389624,0.178766573,0.335755635,0.002296161,0.002294672,0.854019051,2682.523921,153.3387488,44.1452833,-907.4353328,6.479573149,0.536752482,-410.1150801,0.399357532,4.432251338,-75.69797338,268.5526543,504.3899735,3.449415317,3.447178549,3141.058643,179.5495646,51.69121609,-1062.546944,7.587152937,0.628501766,-480.2177184,0.467621339,5.189874082,-88.63733579,314.4574516,590.6074028,4.039037904,4.036418796,0.057162118,0.016456622,-0.338276697,0.002415476,0.000200092,-0.152884035,0.000148874,0.001652269,-0.028218937,0.100111933,0.188028136,0.001285884,0.00128505,0.287893854,-5.917847512,0.042256593,0.003500436,-2.674569105,0.002604414,0.028904966,-0.493665,1.7513685,3.289383653,0.022495392,0.022480805,-20.55565771,0.14677838,0.012158773,-9.290122284,0.009046437,0.10040147,-1.714746576,6.083382737,11.42568211,0.0781378,0.078087132,-0.007140534,-0.000591505,0.451949649,-0.000440095,-0.004884372,0.083419689,-0.295946879,-0.555841232,-0.003801279,-0.003798815,0.08283763,-63.29353349,0.061633309,0.684034463,-11.68255557,41.44604099,77.84308656,0.532352246,0.532007043,-764.0674132,0.744025498,8.257533015,-141.0295732,500.3286684,939.7068311,6.426454344,6.42228712,-0.000973769,-0.010807336,0.184577396,-0.654822676,-1.229874243,-0.008410847,-0.008405393,11.09845434,-189.5493818,672.4617231,1263.003531,8.637411435,8.631810519,-17.0788991,60.59057438,113.7999484,0.778253545,0.777748888,-3.547686184,-6.663189925,-0.045568133,-0.045538584,1.878179066,0.012844466,0.012836137,0.006838786,0.006834352,0.999351552,55483.44485,6169.934676,9268804.052,10853158.42,3455.254948,60446.58723,209961.3676,-10214.28604,1430465.223,17268302.19,-22600.49557,23209288.17,2091218.062,-122444.5469,34513.91711,18376.26547,2687065.256,2688808.81
PI533766,27.17111204,-0.358035935,-0.176290586,-33.27061612,-16.31944231,2.643541602,38.69448933,-2.777215046,-0.09945202,58.49373403,0.019393409,-0.344013347,-3.546680241,8.234030015,51.97684949,5.222782358,-0.121395266,-0.013177081,-0.006488162,-1.224484889,-0.600617387,0.09729236,1.424103999,-0.102212049,-0.003660212,2.152791315,0.000713751,-0.012660996,-0.130531288,0.303043541,1.912945241,0.192218204,-0.004467806,0.49238238,92.92535439,45.58045919,-7.383453295,-108.0743176,7.756805327,0.277771058,-163.3739196,-0.054166097,0.960834692,9.905933726,-22.9977754,-145.1721586,-14.58731331,0.339058889,188.7259947,92.57126385,-14.99536458,-219.4926587,15.75362086,0.564136876,-331.8029367,-0.110008195,1.951399424,20.11837574,-46.7071454,-294.8362178,-29.62598564,0.688608901,0.490506165,-0.079455745,-1.163022927,0.083473508,0.002989185,-1.758119952,-0.000582899,0.010339855,0.106600979,-0.24748655,-1.562244874,-0.156978829,0.003648723,-0.161987251,-2.37106689,0.170178306,0.006094082,-3.584297361,-0.001188362,0.02107997,0.21732852,-0.504553394,-3.18496481,-0.320034365,0.00743869,14.63736727,-1.050566045,-0.037620751,22.12703366,0.007336147,-0.13013351,-1.341639654,3.114772246,19.66182391,1.975676249,-0.045921451,-0.071772883,-0.002570186,1.511681251,0.000501193,-0.0088905,-0.091658536,0.212795934,1.343262319,0.134974836,-0.003137275,0.035809982,-21.06201106,-0.006983042,0.123869899,1.277063599,-2.964851435,-18.71545726,-1.880582624,0.043711151,-588.1603395,-0.195002666,3.459088574,35.66222416,-82.79399442,-522.6324144,-52.51559839,1.220641532,0.000331547,-0.0058812,-0.060633507,0.140767728,0.888588331,0.089287895,-0.002075355,-17.73867328,-182.8807008,424.5787827,2680.12959,269.3070795,-6.259614592,10.30971697,-23.93520508,-151.0896304,-15.1819178,0.352879525,-2.321616118,-14.65507064,-1.472583374,0.034227858,6.31244353,0.634292363,-0.014743117,0.100482857,-0.002335564,-0.023243409,407251.4685,14988.399,-1137459.76,-2310114.673,-12240.5749,-24954.98686,154055.2523,10524.79243,-146640.2355,-4094954.203,6962.309302,20999478.08,-1183824.616,-114826.1024,49459.55599,7835.247279,77975.96006,-3354755.755
