Chromosome	gene	max_pvalue	phenotype	phenotype_number
1	SORBI_3001G077300	5.181694e-10	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G077400	5.181694e-10	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G077500	5.181694e-10	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G077600	5.181694e-10	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G077700	5.181694e-10	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G077800	5.181694e-10	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G183200	2.140925e-15	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G359300	3.786768e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G359400	3.786768e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G359500	3.786768e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G430600	5.923172e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G430700	5.923172e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G431500	5.657911e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G431600	1.990296e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G431700	1.990296e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G431800	1.990296e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G431900	1.990296e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G432000	1.990296e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G432100	1.990296e-08	Sum_DGDG_Sum_MGDG	1
1	SORBI_3001G432200	1.990296e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G059100	1.079059e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G059200	1.079059e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G059300	1.079059e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G059500	1.079059e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G121450	4.599214e-09	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G142900	6.986829e-12	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G142950	6.986829e-12	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G143500	2.281172e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G143600	2.281172e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G147300	1.96047e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G416500	1.309489e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G416600	1.309489e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G416700	1.309489e-08	Sum_DGDG_Sum_MGDG	1
2	SORBI_3002G416800	1.309489e-08	Sum_DGDG_Sum_MGDG	1
3	SORBI_3003G183400	3.465903e-09	Sum_DGDG_Sum_MGDG	1
4	SORBI_3004G139400	9.220925e-13	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G019650	4.726559e-13	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G019700	4.726559e-13	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G019750	4.726559e-13	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G019800	4.726559e-13	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G062900	3.686156e-11	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G064300	2.304993e-09	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G064400	2.304993e-09	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G116500	8.686864e-11	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G131800	5.483926e-12	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G202200	7.324045e-08	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G202300	7.324045e-08	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G202400	7.324045e-08	Sum_DGDG_Sum_MGDG	1
5	SORBI_3005G202500	7.324045e-08	Sum_DGDG_Sum_MGDG	1
6	SORBI_3006G040500	2.540637e-08	Sum_DGDG_Sum_MGDG	1
7	SORBI_3007G109301	1.711462e-10	Sum_DGDG_Sum_MGDG	1
7	SORBI_3007G110600	1.500651e-17	Sum_DGDG_Sum_MGDG	1
7	SORBI_3007G112301	3.371172e-10	Sum_DGDG_Sum_MGDG	1
7	SORBI_3007G112400	7.31472e-15	Sum_DGDG_Sum_MGDG	1
8	SORBI_3008G025800	1.734289e-08	Sum_DGDG_Sum_MGDG	1
8	SORBI_3008G025900	1.734289e-08	Sum_DGDG_Sum_MGDG	1
8	SORBI_3008G026200	5.59657e-08	Sum_DGDG_Sum_MGDG	1
8	SORBI_3008G026300	5.59657e-08	Sum_DGDG_Sum_MGDG	1
8	SORBI_3008G090150	8.810705e-08	Sum_DGDG_Sum_MGDG	1
8	SORBI_3008G103500	1.234656e-08	Sum_DGDG_Sum_MGDG	1
8	SORBI_3008G121400	8.145348e-10	Sum_DGDG_Sum_MGDG	1
9	SORBI_3009G091101	2.540637e-08	Sum_DGDG_Sum_MGDG	1
10	SORBI_3010G017700	3.429832e-17	Sum_DGDG_Sum_MGDG	1
10	SORBI_3010G017800	3.429832e-17	Sum_DGDG_Sum_MGDG	1
