Chromosome	gene	max_pvalue	phenotype	phenotype_number
5	SORBI_3005G110409	2.636344e-08	Sum_Cer_Sum_PA,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PS,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PA_Sum_TG,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS	17
5	SORBI_3005G110412	2.636344e-08	Sum_Cer_Sum_PA,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PS,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PA_Sum_TG,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS	17
5	SORBI_3005G130001	8.937161e-08	Sum_AEG_Sum_PE,Sum_Cer_Sum_DG,Sum_Cer_Sum_FA,Sum_Cer_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_TG,Sum_PS_Sum_SQDG	17
7	SORBI_3007G112400	4.756736e-08	Sum_AEG_Sum_PA,Sum_Cer_Sum_PA,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG	17
7	SORBI_3007G149700	6.662154e-08	Sum_AEG_Sum_PC,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PG,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_TG,Sum_LPE_Sum_PC,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_SQDG_Sum_TG	17
10	SORBI_3010G173300	4.590515e-08	Sum_AEG_Sum_DGDG,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PE,Sum_LPE_Sum_MGDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PC_Sum_PE	17
10	SORBI_3010G173400	4.590515e-08	Sum_AEG_Sum_DGDG,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PE,Sum_LPE_Sum_MGDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PC_Sum_PE	17
10	SORBI_3010G173500	4.590515e-08	Sum_AEG_Sum_DGDG,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PE,Sum_LPE_Sum_MGDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PC_Sum_PE	17
10	SORBI_3010G173550	4.590515e-08	Sum_AEG_Sum_DGDG,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PE,Sum_LPE_Sum_MGDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PC_Sum_PE	17
1	SORBI_3001G229200	9.30507e-08	Sum_AEG_Sum_PA,Sum_AEG_Sum_PS,Sum_DG_Sum_PA,Sum_DG_Sum_PS,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PE,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,Sum_PS_Sum_TG	16
1	SORBI_3001G229300	9.30507e-08	Sum_AEG_Sum_PA,Sum_AEG_Sum_PS,Sum_DG_Sum_PA,Sum_DG_Sum_PS,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PE,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,Sum_PS_Sum_TG	16
3	SORBI_3003G162200	1.007168e-08	Sum_AEG_Sum_LPE,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PE,Sum_Cer_Sum_LPE,Sum_DG_Sum_MGDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_LPE,Sum_FA_Sum_MGDG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PG,Sum_MGDG_Sum_TG,Sum_PC_Sum_PG	16
3	SORBI_3003G180300	3.372369e-08	Sum_AEG_Sum_LPE,Sum_AEG_Sum_MGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_PC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPE_Sum_MG,Sum_PA_Sum_TG,Sum_PC_Sum_PG,Sum_SQDG_Sum_TG	16
5	SORBI_3005G110487	3.304944e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PS,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_TG,Sum_FA_Sum_PC,Sum_LPC_Sum_LPE,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_TG,Sum_PC_Sum_PE	16
5	SORBI_3005G110490	3.304944e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PS,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_TG,Sum_FA_Sum_PC,Sum_LPC_Sum_LPE,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_TG,Sum_PC_Sum_PE	16
5	SORBI_3005G110493	6.209255e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_LPE,Sum_Cer_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_SQDG_Sum_TG	16
9	SORBI_3009G091101	5.005165e-08	Sum_AEG_Sum_MGDG,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PA_Sum_TG,Sum_PC_Sum_PG,Sum_PC_Sum_TG,Sum_PE_Sum_PS,Sum_PG_Sum_PS,Sum_SQDG_Sum_TG	16
7	SORBI_3007G104932	3.197644e-09	Sum_AEG_Sum_PA,Sum_AEG_Sum_PE,Sum_AEG_Sum_TG,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PE,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PA_Sum_PG	15
7	SORBI_3007G149750	6.394891e-08	Sum_AEG_Sum_PC,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PG,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PE,Sum_LPE_Sum_PC,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE	15
10	SORBI_3010G173600	8.498513e-08	Sum_AEG_Sum_DGDG,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_LPE,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PE,Sum_LPE_Sum_MGDG,Sum_PA_Sum_PE,Sum_PC_Sum_PE	15
3	SORBI_3003G175950	3.716877e-10	Sum_AEG_Sum_Cer,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PA_Sum_TG,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS	14
5	SORBI_3005G111550	1.11364e-09	Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_FA,Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG	14
7	SORBI_3007G112500	6.192437e-08	Sum_AEG_Sum_LPE,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPE_Sum_MGDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PE_Sum_SQDG	14
9	SORBI_3009G056032	1.390857e-08	Sum_AEG_Sum_PG,Sum_Cer_Sum_FA,Sum_Cer_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_TG,Sum_SQDG_Sum_TG	14
9	SORBI_3009G056100	1.390857e-08	Sum_AEG_Sum_PG,Sum_Cer_Sum_FA,Sum_Cer_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_TG,Sum_SQDG_Sum_TG	14
1	SORBI_3001G183200	8.375988e-09	Sum_AEG_Sum_Cer,Sum_AEG_Sum_PE,Sum_DG_Sum_MGDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_SQDG_Sum_TG	13
1	SORBI_3001G261464	6.64238e-08	Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPE_Sum_PE,Sum_PA_Sum_TG,Sum_SQDG_Sum_TG	13
2	SORBI_3002G145550	4.341353e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_PE,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_SQDG,Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_TG	13
2	SORBI_3002G150932	4.591899e-08	Sum_AEG_Sum_PE,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PA_Sum_PE,Sum_PC_Sum_PE,Sum_PS_Sum_SQDG	13
9	SORBI_3009G094450	1.489963e-08	Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_PA,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,Sum_PS_Sum_SQDG	13
1	SORBI_3001G261460	6.64238e-08	Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPE_Sum_PE	12
4	SORBI_3004G122500	5.711075e-08	Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_PA,Sum_DG_Sum_PA,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PS,Sum_LPE_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PE_Sum_PS	12
4	SORBI_3004G124000	7.150158e-08	Sum_AEG_Sum_PC,Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS	12
4	SORBI_3004G132600	2.268509e-08	Sum_AEG_Sum_PE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_PE,Sum_FA,Sum_LPC_Sum_PE,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PC_Sum_PE	12
4	SORBI_3004G142400	5.626436e-08	Sum_AEG_Sum_Cer,Sum_Cer_Sum_PA,Sum_Cer_Sum_PG,Sum_DG_Sum_SQDG,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_FA_Sum_GalCer,Sum_LPC_Sum_SQDG,Sum_LPE_Sum_SQDG,Sum_MGDG_Sum_SQDG,Sum_PA_Sum_PC,Sum_PA_Sum_SQDG	12
5	SORBI_3005G131800	3.000292e-08	Sum_AEG_Sum_Cer,Sum_DG_Sum_PS,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PE,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PE,Sum_PA_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS	12
7	SORBI_3007G116733	5.785369e-08	Sum_AEG_Sum_PE,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_TG,Sum_FA_Sum_PC,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_SQDG_Sum_TG	12
8	SORBI_3008G088890	8.802061e-08	Sum_AEG_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_LPE_Sum_PG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_PG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG	12
10	SORBI_3010G139000	4.977564e-09	Sum_AEG_Sum_PE,Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PE,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS	12
1	SORBI_3001G261545	5.237719e-08	Sum_AEG_Sum_SQDG,Sum_Cer_Sum_PG,Sum_DG_Sum_SQDG,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_LPC_Sum_SQDG,Sum_LPE_Sum_SQDG,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_SQDG,Sum_PA_Sum_PC,Sum_PA_Sum_SQDG	11
2	SORBI_3002G142500	2.681984e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_Cer_Sum_PC,Sum_DG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG	11
2	SORBI_3002G142550	2.681984e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_Cer_Sum_PC,Sum_DG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG	11
2	SORBI_3002G142600	2.681984e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_Cer_Sum_PC,Sum_DG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG	11
