Chromosome	gene	max_pvalue	phenotype	phenotype_number
1	SORBI_3001G185500	9.661667e-09	Sum_PC_Sum_PE	1
1	SORBI_3001G185600	9.661667e-09	Sum_PC_Sum_PE	1
1	SORBI_3001G185700	9.661667e-09	Sum_PC_Sum_PE	1
1	SORBI_3001G185800	9.661667e-09	Sum_PC_Sum_PE	1
1	SORBI_3001G214300	5.075037e-12	Sum_PC_Sum_PE	1
1	SORBI_3001G214600	5.075037e-12	Sum_PC_Sum_PE	1
1	SORBI_3001G229200	3.260662e-08	Sum_PC_Sum_PE	1
1	SORBI_3001G229300	3.260662e-08	Sum_PC_Sum_PE	1
1	SORBI_3001G253400	3.855331e-12	Sum_PC_Sum_PE	1
1	SORBI_3001G263900	7.245183e-10	Sum_PC_Sum_PE	1
1	SORBI_3001G267100	8.659544e-11	Sum_PC_Sum_PE	1
1	SORBI_3001G382500	1.428972e-08	Sum_PC_Sum_PE	1
1	SORBI_3001G382600	1.428972e-08	Sum_PC_Sum_PE	1
1	SORBI_3001G382700	1.428972e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G003500	7.122192e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G003601	7.122192e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G003700	7.122192e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G003800	7.122192e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G003900	7.122192e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G004000	7.122192e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G004100	7.122192e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G100766	6.977259e-15	Sum_PC_Sum_PE	1
2	SORBI_3002G100832	6.977259e-15	Sum_PC_Sum_PE	1
2	SORBI_3002G100900	6.977259e-15	Sum_PC_Sum_PE	1
2	SORBI_3002G150866	1.471927e-25	Sum_PC_Sum_PE	1
2	SORBI_3002G150932	1.471927e-25	Sum_PC_Sum_PE	1
2	SORBI_3002G153100	1.173352e-16	Sum_PC_Sum_PE	1
2	SORBI_3002G153200	1.173352e-16	Sum_PC_Sum_PE	1
2	SORBI_3002G155800	1.757306e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G155900	1.757306e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G156000	1.757306e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G157100	2.033341e-09	Sum_PC_Sum_PE	1
2	SORBI_3002G157200	2.033341e-09	Sum_PC_Sum_PE	1
2	SORBI_3002G159750	3.323844e-09	Sum_PC_Sum_PE	1
2	SORBI_3002G182701	3.138785e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G242500	2.399596e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G242600	2.399596e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G242650	2.399596e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G242700	2.399596e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G244100	1.674582e-09	Sum_PC_Sum_PE	1
2	SORBI_3002G244200	1.674582e-09	Sum_PC_Sum_PE	1
2	SORBI_3002G244300	1.674582e-09	Sum_PC_Sum_PE	1
2	SORBI_3002G380200	1.768136e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G380300	1.768136e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G380400	1.768136e-08	Sum_PC_Sum_PE	1
2	SORBI_3002G380500	1.768136e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G152000	1.25715e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G152050	1.25715e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G152100	1.25715e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G153500	6.354109e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G163301	8.453399e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G172500	9.676813e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G172600	9.676813e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G172701	9.676813e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G172800	9.676813e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G172850	9.676813e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G172900	9.676813e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G172966	9.676813e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G173032	9.676813e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G173116	9.676813e-09	Sum_PC_Sum_PE	1
3	SORBI_3003G437600	2.871868e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G437800	2.871868e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G437900	2.871868e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G438000	2.871868e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G438100	2.871868e-08	Sum_PC_Sum_PE	1
3	SORBI_3003G438200	2.871868e-08	Sum_PC_Sum_PE	1
4	SORBI_3004G082000	6.719775e-09	Sum_PC_Sum_PE	1
4	SORBI_3004G082050	6.719775e-09	Sum_PC_Sum_PE	1
4	SORBI_3004G082101	6.719775e-09	Sum_PC_Sum_PE	1
4	SORBI_3004G082151	6.719775e-09	Sum_PC_Sum_PE	1
4	SORBI_3004G082600	3.653487e-09	Sum_PC_Sum_PE	1
4	SORBI_3004G082700	7.219317e-10	Sum_PC_Sum_PE	1
