Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
3	SORBI_3003G084501	Sum_PG_Sum_SQDG;Sum_PE_Sum_SQDG;Sum_PC_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	3;25;23;1;2;1;1;1;1;1	SNP_7272241;SNP_7277415;SNP_7277415;SNP_7272241;SNP_7272241;SNP_7272241;SNP_7272241;SNP_7272241;SNP_7272241;SNP_7272241	3.026133e-06;6.607641e-06;3.439378e-07;3.766154e-09;5.57142e-09;3.113131e-09;2.613096e-08;6.035964e-08;8.231698e-09;3.168859e-09	10
5	SORBI_3005G110493	Sum_PG_Sum_SQDG;Sum_PE_Sum_SQDG;Sum_PC_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	16;27;19;26;27;29;16;13;25;31	SNP_30948139;SNP_30951152;SNP_30951152;SNP_30948139;SNP_30948139;SNP_30948139;SNP_30948139;SNP_30948139;SNP_30948139;SNP_30948139	1.942511e-08;8.576029e-06;8.786164e-07;1.862198e-11;4.295662e-11;1.730128e-11;1.411908e-10;3.964424e-10;8.519946e-11;2.343665e-11	10
7	SORBI_3007G112500	Sum_PG_Sum_SQDG;Sum_PE_Sum_SQDG;Sum_PC_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	16;11;5;13;15;14;14;15;16;14	SNP_43546882;SNP_43544596;SNP_43544596;SNP_43547094;SNP_43547043;SNP_43547094;SNP_43546882;SNP_43546882;SNP_43547043;SNP_43547094	1.199226e-09;3.252311e-18;3.364192e-26;1.933961e-10;1.6657e-09;9.847441e-09;2.966111e-08;1.05348e-08;5.012887e-09;2.181591e-09	10
1	SORBI_3001G082300	Sum_PG_Sum_SQDG;Sum_PE_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	10;10;17;23;23;16;15;23;23	SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508	6.909016e-07;4.206059e-06;1.528951e-11;2.824896e-11;1.974775e-11;1.058912e-08;1.135425e-09;1.155641e-10;2.321184e-11	9
1	SORBI_3001G082400	Sum_PG_Sum_SQDG;Sum_PE_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	12;10;17;23;23;16;15;23;23	SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508;SNP_6353508	6.909016e-07;4.206059e-06;1.528951e-11;2.824896e-11;1.974775e-11;1.058912e-08;1.135425e-09;1.155641e-10;2.321184e-11	9
1	SORBI_3001G085700	Sum_SQDG_Sum_TG;Sum_PG_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	6;15;20;21;25;16;15;21;15	SNP_6651538;SNP_6651538;SNP_6651702;SNP_6651702;SNP_6651702;SNP_6651538;SNP_6651538;SNP_6651702;SNP_6651538	2.954308e-06;9.943112e-06;4.280369e-07;8.841529e-07;1.319183e-06;4.511962e-06;6.591403e-06;1.45767e-06;1.030479e-06	9
1	SORBI_3001G085800	Sum_SQDG_Sum_TG;Sum_PG_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	8;16;19;18;22;16;16;18;14	SNP_6651538;SNP_6651538;SNP_6651702;SNP_6651702;SNP_6651702;SNP_6651538;SNP_6651538;SNP_6651702;SNP_6651538	2.954308e-06;9.943112e-06;4.280369e-07;8.841529e-07;1.319183e-06;4.511962e-06;6.591403e-06;1.45767e-06;1.030479e-06	9
1	SORBI_3001G085900	Sum_SQDG_Sum_TG;Sum_PG_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	10;9;13;17;20;9;9;18;11	SNP_6651538;SNP_6651538;SNP_6651702;SNP_6651702;SNP_6651702;SNP_6651538;SNP_6651538;SNP_6651702;SNP_6651538	2.954308e-06;9.943112e-06;4.280369e-07;8.841529e-07;1.319183e-06;4.511962e-06;6.591403e-06;1.45767e-06;1.030479e-06	9
1	SORBI_3001G086000	Sum_SQDG_Sum_TG;Sum_PG_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	38;14;18;20;23;15;15;43;38	SNP_6651538;SNP_6651538;SNP_6651702;SNP_6651702;SNP_6651702;SNP_6651538;SNP_6651538;SNP_6651702;SNP_6651538	2.954308e-06;9.943112e-06;4.280369e-07;8.841529e-07;1.319183e-06;4.511962e-06;6.591403e-06;1.45767e-06;1.030479e-06	9
1	SORBI_3001G172800	Sum_PG_Sum_SQDG;Sum_PC_Sum_SQDG;Sum_PA_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DG_Sum_SQDG	6;3;11;11;11;9;6;12;11	SNP_14499533;SNP_14499218;SNP_14499533;SNP_14499533;SNP_14499533;SNP_14499533;SNP_14499533;SNP_14499533;SNP_14499533	2.625567e-06;6.274124e-06;4.329871e-09;4.930612e-09;2.838184e-09;3.838777e-08;1.053553e-07;8.729454e-09;4.234926e-09	9
