Chromosome	gene	max_pvalue	phenotype	phenotype_number
7	SORBI_3007G112400	4.756736e-08	3_10S_Hydroxypheophorbide_a,4_alpha___beta__Hydroxyprostanozol,FA_22_0__amide,Hydroperoxy_fatty_acid__18_3_,Sum_AEG_Sum_PA,Sum_Cer_Sum_PA,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG	21
1	SORBI_3001G057100	5.20992e-08	13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,AEG_o_30_2_,DG_38_3_,FA_22_1_,PC_38_2_,PC_38_3_,Sum_FA_Sum_GalCer,Sum_TG,TG_50_3_,TG_50_6_,TG_52_5_,TG_52_6_,TG_52_7_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_,TG_56_8_,TG_56_9_	20
5	SORBI_3005G110409	2.636344e-08	Didodecyl_3_3__thiodipropionate,FA_22_0__amide,Sum_Cer_Sum_PA,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PS,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PA_Sum_TG,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,Sumaresinolic_acid	20
5	SORBI_3005G130001	8.937161e-08	_2R_6R__2_methyl_6_tridecylpiperidine,Schaftoside,Sum_AEG_Sum_PE,Sum_Cer_Sum_DG,Sum_Cer_Sum_FA,Sum_Cer_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_TG,Sum_PS_Sum_SQDG,TG_56_5_	20
7	SORBI_3007G112301	4.868823e-08	gamma_sitosterol,Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PG,Sum_FA_Sum_GalCer,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PS,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PG,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SQDG,Sum_PC_Sum_PG,Sum_PE_Sum_PG	20
10	SORBI_3010G064100	9.058486e-08	3_Epilupeol,7_Oxocholesterol,Cholesta_4_6_dien_3_one,Stearoyl_ethanolamide,Sum_Cer_Sum_LPC,Sum_Cer_Sum_MGDG,Sum_FA_Sum_GalCer,Sum_PS_Sum_SQDG,TG_40_0_,TG_42_1_,TG_44_1_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_3_,TG_50_1_,TG_52_6_,TG_54_9_,TG_56_5_,TG_58_1_	20
10	SORBI_3010G064200	9.058486e-08	3_Epilupeol,7_Oxocholesterol,Cholesta_4_6_dien_3_one,Stearoyl_ethanolamide,Sum_Cer_Sum_LPC,Sum_Cer_Sum_MGDG,Sum_FA_Sum_GalCer,Sum_PS_Sum_SQDG,TG_40_0_,TG_42_1_,TG_44_1_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_3_,TG_50_1_,TG_52_6_,TG_54_9_,TG_56_5_,TG_58_1_	20
10	SORBI_3010G064300	9.058486e-08	3_Epilupeol,7_Oxocholesterol,Cholesta_4_6_dien_3_one,Stearoyl_ethanolamide,Sum_Cer_Sum_LPC,Sum_Cer_Sum_MGDG,Sum_FA_Sum_GalCer,Sum_PS_Sum_SQDG,TG_40_0_,TG_42_1_,TG_44_1_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_3_,TG_50_1_,TG_52_6_,TG_54_9_,TG_56_5_,TG_58_1_	20
3	SORBI_3003G162200	1.822617e-08	1_2_dihydroxyheptadec_16_yn_4_yl_acetate,DG_16_0_,Phytosphingosine,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PE,Sum_Cer_Sum_LPE,Sum_DG_Sum_MGDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_LPE,Sum_FA_Sum_MGDG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PG,Sum_MGDG_Sum_TG,Sum_PC_Sum_PG	19
3	SORBI_3003G175950	3.323363e-08	AEG_o_30_2_,Sum_AEG_Sum_Cer,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PA_Sum_TG,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,TG_52_5_,TG_52_6_,TG_56_4_,TG_56_5_	19
4	SORBI_3004G157800	9.919859e-08	4_4__Sulfonylbis_2__prop_2_en_1_yl_phenol_,Didodecyl_3_3__thiodipropionate,FA_22_0__amide,MGDG_36_4_,MGDG_36_5_,Palmitoyl_ethanolamide,PC_32_3_,PC_35_3_,phenylmethyl_2S_3R__3_hydroxy_2___phenylmethoxy_carbonylamino_butanoate,Sum_AEG_Sum_TG,Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_FA_Sum_LPE,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG	19
5	SORBI_3005G041700	9.32811e-08	AEG_o_30_2_,DG_38_3_,PC_38_2_,PC_38_3_,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_MG,Sum_DGDG_Sum_GalCer,Sum_TG,TG_50_3_,TG_50_6_,TG_52_5_,TG_52_6_,TG_52_7_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_,TG_56_8_,TG_56_9_	19
5	SORBI_3005G041900	9.078881e-08	AEG_o_30_2_,DG_38_3_,PC_38_2_,PC_38_3_,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_MG,Sum_DGDG_Sum_GalCer,Sum_TG,TG_50_3_,TG_50_6_,TG_52_5_,TG_52_6_,TG_52_7_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_,TG_56_8_,TG_56_9_	19
5	SORBI_3005G042000	9.078881e-08	AEG_o_30_2_,DG_38_3_,PC_38_2_,PC_38_3_,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_MG,Sum_DGDG_Sum_GalCer,Sum_TG,TG_50_3_,TG_50_6_,TG_52_5_,TG_52_6_,TG_52_7_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_,TG_56_8_,TG_56_9_	19
5	SORBI_3005G042100	9.078881e-08	AEG_o_30_2_,DG_38_3_,PC_38_2_,PC_38_3_,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_MG,Sum_DGDG_Sum_GalCer,Sum_TG,TG_50_3_,TG_50_6_,TG_52_5_,TG_52_6_,TG_52_7_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_,TG_56_8_,TG_56_9_	19
6	SORBI_3006G025000	3.578351e-08	Sum_AEG_Sum_LPC,Sum_AEG_Sum_PG,Sum_AEG_Sum_TG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PG,Sum_DG_Sum_PG,Sum_DG_Sum_TG,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PG,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG	19
7	SORBI_3007G149700	6.662154e-08	Sum_AEG_Sum_PC,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PG,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_TG,Sum_LPE_Sum_PC,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_SQDG_Sum_TG,TG_56_8_,TG_56_9_	19
8	SORBI_3008G102050	8.59438e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00164361_03_decanedioic_acid,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Sebacic_acid,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_PE,Sum_LPC_Sum_MG,Sum_LPC_Sum_PC,Sum_LPE_Sum_MG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PC_Sum_PE,TG_24_0_,TG_28_0_	19
1	SORBI_3001G229200	9.30507e-08	PC_36_3_,PE_34_1_,Sum_AEG_Sum_PA,Sum_AEG_Sum_PS,Sum_DG_Sum_PA,Sum_DG_Sum_PS,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PE,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,Sum_PS_Sum_TG	18
3	SORBI_3003G161950	8.615092e-08	3_10S_Hydroxypheophorbide_a,5_7_Dimethoxy_3_hydroxyflavone,MG_20_4_,Sum_AEG_Sum_GalCer,Sum_DG_Sum_PA,Sum_DG_Sum_PS,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_PS,Sum_FA_Sum_GalCer,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,Sum_PA_Sum_PS,Sum_PG_Sum_PS,TG_58_5_,TG_58_6_,TG_60_5_,TG_60_6_	18
4	SORBI_3004G129900	1.704918e-08	4_4__Sulfonylbis_2__prop_2_en_1_yl_phenol_,DGTS_34_5_,Didodecyl_3_3__thiodipropionate,FA_22_0__amide,gamma_sitosterol,Palmitoyl_ethanolamide,Stearoyl_ethanolamide,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_PE,Sum_FA_Sum_LPC,Sum_LPC_Sum_PG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PA_Sum_PE,Sum_PC_Sum_PE	18
4	SORBI_3004G130001	1.704918e-08	4_4__Sulfonylbis_2__prop_2_en_1_yl_phenol_,DGTS_34_5_,Didodecyl_3_3__thiodipropionate,FA_22_0__amide,gamma_sitosterol,Palmitoyl_ethanolamide,Stearoyl_ethanolamide,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_PE,Sum_FA_Sum_LPC,Sum_LPC_Sum_PG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PA_Sum_PE,Sum_PC_Sum_PE	18
5	SORBI_3005G110412	2.636344e-08	Sum_Cer_Sum_PA,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PS,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PA_Sum_TG,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,Sumaresinolic_acid	18
8	SORBI_3008G088836	1.66355e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_GalCer,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_DG_Sum_TG,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_TG,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG	18
8	SORBI_3008G093500	6.126598e-08	1_2_dihydroxyheptadec_16_yn_4_yl_acetate,3_Epilupeol,4_4__Sulfonylbis_2__prop_2_en_1_yl_phenol_,DG_16_0_,DGTS_34_5_,Didodecyl_3_3__thiodipropionate,FA_22_0__amide,NCGC00164361_03_decanedioic_acid,Palmitoyl_ethanolamide,Sebacic_acid,Stearoyl_ethanolamide,Sum_AEG_Sum_LPE,Sum_Cer_Sum_PA,Sum_DGDG_Sum_LPE,Sum_FA_Sum_PA,Sum_LPC_Sum_PA,TG_24_0_,TG_28_0_	18
4	SORBI_3004G118200	8.276072e-08	Sum_AEG_Sum_PA,Sum_AEG_Sum_TG,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_TG,Sum_FA_Sum_PA,Sum_LPC_Sum_PA,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG	17
4	SORBI_3004G118300	8.276072e-08	Sum_AEG_Sum_PA,Sum_AEG_Sum_TG,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_TG,Sum_FA_Sum_PA,Sum_LPC_Sum_PA,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG	17
4	SORBI_3004G118400	8.276072e-08	Sum_AEG_Sum_PA,Sum_AEG_Sum_TG,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_TG,Sum_FA_Sum_PA,Sum_LPC_Sum_PA,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG	17
5	SORBI_3005G041800	3.122814e-08	AEG_o_30_2_,DG_38_3_,PC_38_2_,PC_38_3_,Sum_AEG_Sum_MG,Sum_TG,TG_50_3_,TG_50_6_,TG_52_5_,TG_52_6_,TG_52_7_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_,TG_56_8_,TG_56_9_	17
5	SORBI_3005G110487	7.927148e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PS,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_TG,Sum_FA_Sum_PC,Sum_LPC_Sum_LPE,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_TG,Sum_PC_Sum_PE,TG_58_5_	17
5	SORBI_3005G110490	7.927148e-08	Sum_AEG_Sum_Cer,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PS,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_TG,Sum_FA_Sum_PC,Sum_LPC_Sum_LPE,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_TG,Sum_PC_Sum_PE,TG_58_5_	17
5	SORBI_3005G111550	1.11364e-09	7_Oxocholesterol,Cholesta_4_6_dien_3_one,FA_22_1__amide,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_FA,Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG	17
7	SORBI_3007G112500	8.162425e-08	Sum_AEG_Sum_LPE,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPE_Sum_MGDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PE_Sum_SQDG,TG_46_2_,TG_48_4_,TG_50_1_	17
7	SORBI_3007G116200	6.333585e-08	1_9_Dideoxyforskolin,19_Norandrosterone,9_Oxo_10_E__12_E__octadecadienoic_acid,Cer_24_1_,Empenthrin,FA_18_4_,Nandrolone,Oxo_fatty_acid__18_3_,Phytosphingosine,Sum_AEG_Sum_PA,Sum_Cer,Sum_Cer_Sum_FA,Sum_DG_Sum_PA,Sum_DGDG_Sum_PA,Sum_LPC_Sum_PA,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA	17
7	SORBI_3007G149750	6.394891e-08	Sum_AEG_Sum_PC,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PG,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PE,Sum_LPE_Sum_PC,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,TG_56_8_,TG_56_9_	17
8	SORBI_3008G084000	4.812618e-08	1_2_dihydroxyheptadec_16_yn_4_yl_acetate,DG_16_0_,Phytosphingosine,Sum_Cer_Sum_PA,Sum_Cer_Sum_PG,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_SQDG_Sum_TG,TG_24_0_,TG_28_0_,TG_30_0_	17
