Chromosome	gene	max_pvalue	phenotype	phenotype_number
1	SORBI_3001G225400	3.005137e-06	Zeaxanthin	1
1	SORBI_3001G225500	3.005137e-06	Zeaxanthin	1
1	SORBI_3001G225600	3.005137e-06	Zeaxanthin	1
1	SORBI_3001G225700	3.005137e-06	Zeaxanthin	1
1	SORBI_3001G225800	3.005137e-06	Zeaxanthin	1
1	SORBI_3001G237600	1.300111e-07	Zeaxanthin	1
1	SORBI_3001G357000	9.108259e-06	Zeaxanthin	1
1	SORBI_3001G357100	3.035216e-06	Zeaxanthin	1
1	SORBI_3001G357200	3.035216e-06	Zeaxanthin	1
1	SORBI_3001G357300	3.035216e-06	Zeaxanthin	1
2	SORBI_3002G044700	8.841253e-06	Zeaxanthin	1
2	SORBI_3002G044800	8.841253e-06	Zeaxanthin	1
2	SORBI_3002G044900	8.841253e-06	Zeaxanthin	1
2	SORBI_3002G174000	2.99531e-06	Zeaxanthin	1
2	SORBI_3002G174100	2.99531e-06	Zeaxanthin	1
2	SORBI_3002G174700	3.390435e-06	Zeaxanthin	1
2	SORBI_3002G176900	8.065191e-06	Zeaxanthin	1
2	SORBI_3002G177000	8.065191e-06	Zeaxanthin	1
2	SORBI_3002G177100	8.065191e-06	Zeaxanthin	1
2	SORBI_3002G341000	6.348418e-06	Zeaxanthin	1
2	SORBI_3002G341100	2.242964e-06	Zeaxanthin	1
2	SORBI_3002G341200	2.242964e-06	Zeaxanthin	1
2	SORBI_3002G341300	2.242964e-06	Zeaxanthin	1
2	SORBI_3002G341400	2.242964e-06	Zeaxanthin	1
2	SORBI_3002G341500	4.443689e-06	Zeaxanthin	1
4	SORBI_3004G006800	9.318575e-06	Zeaxanthin	1
4	SORBI_3004G006900	9.318575e-06	Zeaxanthin	1
4	SORBI_3004G006966	9.318575e-06	Zeaxanthin	1
4	SORBI_3004G065650	4.664805e-06	Zeaxanthin	1
4	SORBI_3004G065700	4.664805e-06	Zeaxanthin	1
4	SORBI_3004G065800	4.664805e-06	Zeaxanthin	1
4	SORBI_3004G065850	4.664805e-06	Zeaxanthin	1
4	SORBI_3004G140800	6.710397e-06	Zeaxanthin	1
4	SORBI_3004G234100	6.757649e-06	Zeaxanthin	1
4	SORBI_3004G234200	6.757649e-06	Zeaxanthin	1
4	SORBI_3004G234300	6.757649e-06	Zeaxanthin	1
4	SORBI_3004G234400	6.757649e-06	Zeaxanthin	1
4	SORBI_3004G234500	6.757649e-06	Zeaxanthin	1
4	SORBI_3004G246100	5.866067e-06	Zeaxanthin	1
4	SORBI_3004G246200	5.866067e-06	Zeaxanthin	1
4	SORBI_3004G246300	5.866067e-06	Zeaxanthin	1
4	SORBI_3004G246400	5.866067e-06	Zeaxanthin	1
5	SORBI_3005G077933	7.789932e-06	Zeaxanthin	1
5	SORBI_3005G092500	6.761317e-06	Zeaxanthin	1
5	SORBI_3005G229300	8.197193e-06	Zeaxanthin	1
5	SORBI_3005G229400	8.197193e-06	Zeaxanthin	1
5	SORBI_3005G229500	8.197193e-06	Zeaxanthin	1
5	SORBI_3005G229600	8.197193e-06	Zeaxanthin	1
5	SORBI_3005G229700	8.197193e-06	Zeaxanthin	1
6	SORBI_3006G211100	2.009454e-06	Zeaxanthin	1
6	SORBI_3006G211400	2.009454e-06	Zeaxanthin	1
6	SORBI_3006G211500	2.009454e-06	Zeaxanthin	1
6	SORBI_3006G211600	2.009454e-06	Zeaxanthin	1
7	SORBI_3007G187700	4.666756e-06	Zeaxanthin	1
7	SORBI_3007G187800	4.666756e-06	Zeaxanthin	1
7	SORBI_3007G188900	1.170438e-07	Zeaxanthin	1
7	SORBI_3007G189000	1.170438e-07	Zeaxanthin	1
7	SORBI_3007G189100	1.170438e-07	Zeaxanthin	1
7	SORBI_3007G189400	1.38494e-06	Zeaxanthin	1
7	SORBI_3007G189500	1.38494e-06	Zeaxanthin	1
8	SORBI_3008G059100	8.116516e-06	Zeaxanthin	1
9	SORBI_3009G081700	7.231983e-06	Zeaxanthin	1
9	SORBI_3009G081800	7.231983e-06	Zeaxanthin	1
9	SORBI_3009G089700	5.869738e-06	Zeaxanthin	1
10	SORBI_3010G209300	6.757649e-06	Zeaxanthin	1
10	SORBI_3010G209400	6.757649e-06	Zeaxanthin	1
10	SORBI_3010G209501	6.757649e-06	Zeaxanthin	1
