Chromosome	gene	max_pvalue	phenotype	phenotype_number
5	SORBI_3005G042100	9.132878e-07	AEG_o_30_2_,DG_34_3_,DG_38_3_,PC_38_2_,PC_38_3_,TG_50_3_,TG_50_4_,TG_50_6_,TG_52_5_,TG_52_6_,TG_52_7_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_,TG_56_6_,TG_56_8_,TG_56_9_	18
1	SORBI_3001G311833	8.843248e-07	AEG_o_34_4_,DG_34_1_,DG_36_2_,DGDG_36_2_,DGDG_36_3_,DGDG_36_6_,PC_32_0_,PC_33_2_,PC_36_2_,PC_36_3_,PC_36_4_,PC_38_6_,PE_34_1_,PE_34_2_,PE_36_2_,PE_36_4_	16
10	SORBI_3010G064100	4.055051e-07	TG_40_0_,TG_42_0_,TG_42_1_,TG_44_1_,TG_46_0_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_2_,TG_48_3_,TG_50_1_,TG_52_3_,TG_52_6_,TG_54_9_,TG_56_5_,TG_58_1_	16
10	SORBI_3010G064200	4.055051e-07	TG_40_0_,TG_42_0_,TG_42_1_,TG_44_1_,TG_46_0_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_2_,TG_48_3_,TG_50_1_,TG_52_3_,TG_52_6_,TG_54_9_,TG_56_5_,TG_58_1_	16
10	SORBI_3010G064300	4.055051e-07	TG_40_0_,TG_42_0_,TG_42_1_,TG_44_1_,TG_46_0_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_2_,TG_48_3_,TG_50_1_,TG_52_3_,TG_52_6_,TG_54_9_,TG_56_5_,TG_58_1_	16
1	SORBI_3001G311866	8.843248e-07	AEG_o_34_4_,DG_34_1_,DG_36_2_,DGDG_36_2_,DGDG_36_3_,DGDG_36_6_,PC_32_0_,PC_33_2_,PC_36_2_,PC_36_3_,PC_38_6_,PE_34_1_,PE_34_2_,PE_36_2_,PE_36_4_	15
6	SORBI_3006G214300	9.217033e-07	AEG_o_34_4_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_4_,DG_36_5_,DGDG_34_2_,GalCer_d38_3_,MG_12_0_,MG_18_2_,MGDG_36_4_,MGDG_36_5_,PE_24_0_,PG_34_1_,TG_50_4_	15
1	SORBI_3001G311900	5.007973e-07	AEG_o_34_4_,DG_34_1_,DG_36_2_,DGDG_36_2_,DGDG_36_3_,PC_32_0_,PC_33_2_,PC_36_2_,PC_36_3_,PC_38_6_,PE_34_1_,PE_34_2_,PE_36_2_,PE_36_4_	14
1	SORBI_3001G311601	8.843248e-07	AEG_o_34_4_,DG_34_1_,DGDG_36_2_,DGDG_36_6_,GalCer_d38_3_,PC_32_2_,PC_36_4_,PC_38_6_,PE_34_1_,PE_34_2_,PE_36_2_,PE_36_4_,PG_34_1_	13
1	SORBI_3001G311500	8.526907e-07	AEG_o_34_4_,DG_34_1_,DGDG_36_2_,GalCer_d38_3_,PC_32_2_,PC_36_4_,PC_38_6_,PE_34_1_,PE_34_2_,PE_36_2_,PE_36_4_,PG_34_1_	12
6	SORBI_3006G214400	9.217033e-07	AEG_o_34_4_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_5_,DGDG_34_2_,GalCer_d38_3_,MG_12_0_,MG_18_2_,PE_24_0_,PG_34_1_,TG_50_4_	12
10	SORBI_3010G143000	6.592703e-07	FA_22_0__amide,MGDG_34_1_,SQDG_32_0_,TG_50_4_,TG_56_8_,TG_58_3_,TG_58_4_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	12
6	SORBI_3006G214500	3.650418e-07	AEG_o_34_4_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_5_,DGDG_34_2_,GalCer_d38_3_,MG_12_0_,MG_18_2_,PE_24_0_,PG_34_1_	11
10	SORBI_3010G170150	9.199782e-07	TG_52_3_,TG_54_3_,TG_54_4_,TG_54_5_,TG_54_6_,TG_54_7_,TG_56_6_,TG_58_3_,TG_58_5_,TG_60_4_,TG_60_5_	11
2	SORBI_3002G115200	6.447387e-07	AEG_o_30_2_,PC_38_2_,PC_38_3_,TG_50_3_,TG_52_6_,TG_56_5_,TG_58_5_,TG_60_4_,TG_60_5_,TG_60_6_	10
2	SORBI_3002G115300	6.447387e-07	AEG_o_30_2_,PC_38_2_,PC_38_3_,TG_50_3_,TG_52_6_,TG_56_5_,TG_58_5_,TG_60_4_,TG_60_5_,TG_60_6_	10
2	SORBI_3002G374500	9.838365e-07	TG_50_2_,TG_50_3_,TG_56_4_,TG_56_5_,TG_58_2_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	10
2	SORBI_3002G374600	9.838365e-07	TG_50_2_,TG_50_3_,TG_56_4_,TG_56_5_,TG_58_2_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	10
2	SORBI_3002G374650	9.838365e-07	TG_50_2_,TG_50_3_,TG_56_4_,TG_56_5_,TG_58_2_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	10
2	SORBI_3002G374700	9.838365e-07	TG_50_2_,TG_50_3_,TG_56_4_,TG_56_5_,TG_58_2_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	10
5	SORBI_3005G141000	4.914854e-07	TG_52_3_,TG_52_4_,TG_52_5_,TG_54_3_,TG_54_4_,TG_54_5_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_6_	10
6	SORBI_3006G215600	5.042921e-07	DG_34_1_,DG_34_2_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,MG_12_0_,MG_16_0_,MG_18_2_,MGDG_34_3_,PE_24_0_	10
6	SORBI_3006G215650	5.042921e-07	DG_34_1_,DG_34_2_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,MG_12_0_,MG_16_0_,MG_18_2_,MGDG_34_3_,PE_24_0_	10
6	SORBI_3006G215700	5.042921e-07	DG_34_1_,DG_34_2_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,MG_12_0_,MG_16_0_,MG_18_2_,MGDG_34_3_,PE_24_0_	10
6	SORBI_3006G215750	5.042921e-07	DG_34_1_,DG_34_2_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,MG_12_0_,MG_16_0_,MG_18_2_,MGDG_34_3_,PE_24_0_	10
9	SORBI_3009G021700	8.219573e-07	PC_38_2_,TG_44_0_,TG_44_1_,TG_46_0_,TG_46_1_,TG_46_2_,TG_48_3_,TG_50_4_,TG_50_5_,TG_50_6_	10
1	SORBI_3001G042800	9.004832e-07	PS_36_2_,TG_50_5_,TG_52_4_,TG_54_4_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	9
1	SORBI_3001G082300	6.671079e-07	PS_36_2_,TG_48_4_,TG_58_3_,TG_58_4_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	9
1	SORBI_3001G082400	6.671079e-07	PS_36_2_,TG_48_4_,TG_58_3_,TG_58_4_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	9
2	SORBI_3002G117100	6.814275e-07	TG_50_2_,TG_50_3_,TG_56_5_,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	9
2	SORBI_3002G117200	6.814275e-07	TG_50_2_,TG_50_3_,TG_56_5_,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	9
2	SORBI_3002G117300	6.814275e-07	TG_50_2_,TG_50_3_,TG_56_5_,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	9
3	SORBI_3003G189100	2.73892e-07	AEG_o_30_2_,PC_38_2_,PC_38_3_,TG_52_5_,TG_52_6_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_	9
3	SORBI_3003G189200	2.73892e-07	AEG_o_30_2_,PC_38_2_,PC_38_3_,TG_52_5_,TG_52_6_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_	9
3	SORBI_3003G189333	2.73892e-07	AEG_o_30_2_,PC_38_2_,PC_38_3_,TG_52_5_,TG_52_6_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_	9
3	SORBI_3003G189466	2.73892e-07	AEG_o_30_2_,PC_38_2_,PC_38_3_,TG_52_5_,TG_52_6_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_	9
5	SORBI_3005G110493	5.185292e-07	FA_22_0__amide,PC_32_3_,TG_46_1_,TG_58_1_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	9
6	SORBI_3006G093500	6.236135e-07	PC_38_2_,TG_50_6_,TG_52_4_,TG_52_6_,TG_54_4_,TG_54_5_,TG_54_6_,TG_54_9_,TG_56_5_	9
6	SORBI_3006G093550	6.236135e-07	PC_38_2_,TG_50_6_,TG_52_4_,TG_52_6_,TG_54_4_,TG_54_5_,TG_54_6_,TG_54_9_,TG_56_5_	9
6	SORBI_3006G214000	7.633439e-07	DG_34_1_,DG_34_2_,DG_36_4_,DG_36_5_,DGDG_34_2_,MG_18_2_,MGDG_36_4_,MGDG_36_5_,PE_24_0_	9
6	SORBI_3006G214200	9.789382e-07	DG_34_1_,DG_34_2_,DG_36_4_,DG_36_5_,DGDG_34_2_,MG_18_2_,MGDG_36_4_,MGDG_36_5_,PE_24_0_	9
6	SORBI_3006G215400	7.349572e-07	DG_34_1_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,FA_22_1_,MG_12_0_,MG_16_0_,MG_18_2_,PE_24_0_	9
6	SORBI_3006G215500	5.042921e-07	DG_34_1_,DG_34_2_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,MG_12_0_,MG_16_0_,MG_18_2_,PE_24_0_	9
6	SORBI_3006G215900	9.565589e-07	DG_34_1_,DG_34_2_,DG_36_5_,DGDG_34_2_,DGDG_34_3_,MG_12_0_,MG_16_0_,MG_18_2_,PE_24_0_	9
7	SORBI_3007G017900	8.005571e-07	TG_52_4_,TG_52_5_,TG_52_6_,TG_54_4_,TG_54_5_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_	9
7	SORBI_3007G018000	8.005571e-07	TG_52_4_,TG_52_5_,TG_52_6_,TG_54_4_,TG_54_5_,TG_54_8_,TG_54_9_,TG_56_4_,TG_56_5_	9
1	SORBI_3001G042301	8.295381e-07	TG_52_4_,TG_52_5_,TG_52_7_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	8
1	SORBI_3001G042400	8.295381e-07	TG_52_4_,TG_52_5_,TG_52_7_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	8
1	SORBI_3001G042500	8.295381e-07	TG_52_4_,TG_52_5_,TG_52_7_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	8
1	SORBI_3001G042600	8.295381e-07	TG_52_4_,TG_52_5_,TG_52_7_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	8
1	SORBI_3001G042700	8.295381e-07	TG_52_4_,TG_52_5_,TG_52_7_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	8
1	SORBI_3001G042901	9.2228e-07	TG_52_3_,TG_52_4_,TG_54_4_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	8
1	SORBI_3001G043000	9.2228e-07	TG_52_3_,TG_52_4_,TG_54_4_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	8
1	SORBI_3001G043100	9.2228e-07	TG_52_3_,TG_52_4_,TG_54_4_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	8
1	SORBI_3001G223100	8.553881e-07	TG_44_1_,TG_46_0_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_3_,TG_50_1_,TG_58_1_	8
2	SORBI_3002G116900	1.073934e-07	TG_50_2_,TG_50_3_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	8
2	SORBI_3002G117000	1.073934e-07	TG_50_2_,TG_50_3_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	8
3	SORBI_3003G082401	9.679356e-07	FA_22_1_,LPE_16_0_,PE_16_0_,PS_36_2_,SQDG_34_2_,TG_50_4_,TG_50_5_,TG_50_6_	8
3	SORBI_3003G082500	9.679356e-07	FA_22_1_,LPE_16_0_,PE_16_0_,PS_36_2_,SQDG_34_2_,TG_50_4_,TG_50_5_,TG_50_6_	8
3	SORBI_3003G082600	9.679356e-07	DGDG_36_5_,LPE_16_0_,PE_16_0_,PS_36_2_,SQDG_34_2_,TG_50_4_,TG_50_5_,TG_50_6_	8
3	SORBI_3003G082700	9.679356e-07	DGDG_36_5_,LPE_16_0_,PE_16_0_,PS_36_2_,SQDG_34_2_,TG_50_4_,TG_50_5_,TG_50_6_	8
5	SORBI_3005G111700	8.10634e-07	TG_44_1_,TG_46_0_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_2_,TG_48_3_,TG_54_1_	8
5	SORBI_3005G149650	9.00916e-07	TG_52_3_,TG_54_3_,TG_54_4_,TG_54_5_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_9_	8
6	SORBI_3006G214700	6.928286e-07	DG_34_1_,DG_34_2_,DG_34_3_,DG_36_5_,DGDG_34_2_,FA_22_1_,MG_18_2_,PE_24_0_	8
6	SORBI_3006G214800	6.928286e-07	DG_34_1_,DG_34_2_,DG_34_3_,DG_36_5_,DGDG_34_2_,FA_22_1_,MG_18_2_,PE_24_0_	8
6	SORBI_3006G215950	8.863288e-07	DG_34_1_,DG_34_2_,DG_36_5_,DGDG_34_2_,MG_12_0_,MG_16_0_,MG_18_2_,PE_24_0_	8
6	SORBI_3006G216000	8.863288e-07	DG_34_1_,DG_34_2_,DG_36_5_,DGDG_34_2_,MG_12_0_,MG_16_0_,MG_18_2_,PE_24_0_	8
9	SORBI_3009G021800	8.219573e-07	TG_44_0_,TG_44_1_,TG_46_0_,TG_46_1_,TG_46_2_,TG_48_3_,TG_50_5_,TG_50_6_	8
9	SORBI_3009G021900	8.219573e-07	TG_44_0_,TG_44_1_,TG_46_0_,TG_46_1_,TG_46_2_,TG_48_3_,TG_50_5_,TG_50_6_	8
1	SORBI_3001G021500	3.926426e-07	PS_36_2_,TG_50_4_,TG_50_5_,TG_58_5_,TG_58_6_,TG_60_5_,TG_60_6_	7
1	SORBI_3001G042200	7.658847e-07	TG_52_4_,TG_52_5_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	7
1	SORBI_3001G211000	9.200012e-07	DGTS_34_5_,MGDG_34_1_,PS_36_2_,SQDG_32_0_,TG_48_5_,TG_50_4_,TG_50_5_	7
1	SORBI_3001G211101	9.200012e-07	DGTS_34_5_,MGDG_34_1_,PS_36_2_,SQDG_32_0_,TG_48_5_,TG_50_4_,TG_50_5_	7
1	SORBI_3001G229100	9.724576e-07	DG_36_3_,PC_33_2_,PC_36_3_,PC_36_4_,PE_34_1_,PE_36_2_,PE_36_4_	7
1	SORBI_3001G384300	8.94837e-07	PC_36_2_,PC_36_3_,PC_36_4_,PC_38_5_,PC_38_6_,PE_34_1_,PE_34_2_	7
1	SORBI_3001G384400	8.94837e-07	PC_36_2_,PC_36_3_,PC_36_4_,PC_38_5_,PC_38_6_,PE_34_1_,PE_34_2_	7
1	SORBI_3001G384500	8.94837e-07	PC_36_2_,PC_36_3_,PC_36_4_,PC_38_5_,PC_38_6_,PE_34_1_,PE_34_2_	7
2	SORBI_3002G094000	4.186748e-07	FA_22_0__amide,PC_34_0_,PC_34_2_,PC_38_4_,PC_42_2_,TG_46_3_,TG_48_4_	7
2	SORBI_3002G115050	6.447387e-07	TG_50_3_,TG_52_6_,TG_56_5_,TG_58_5_,TG_60_4_,TG_60_5_,TG_60_6_	7
2	SORBI_3002G115075	6.447387e-07	TG_50_3_,TG_52_6_,TG_56_5_,TG_58_5_,TG_60_4_,TG_60_5_,TG_60_6_	7
2	SORBI_3002G115100	6.447387e-07	TG_50_3_,TG_52_6_,TG_56_5_,TG_58_5_,TG_60_4_,TG_60_5_,TG_60_6_	7
2	SORBI_3002G115801	5.757738e-07	TG_56_5_,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
2	SORBI_3002G115900	5.757738e-07	TG_56_5_,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
2	SORBI_3002G116800	9.828261e-07	TG_50_3_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
2	SORBI_3002G117400	6.814275e-07	TG_56_5_,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
2	SORBI_3002G173900	2.655293e-07	AEG_o_30_2_,PC_38_2_,TG_50_3_,TG_52_5_,TG_52_6_,TG_54_9_,TG_56_5_	7
2	SORBI_3002G174000	2.655293e-07	AEG_o_30_2_,PC_38_2_,TG_50_3_,TG_52_5_,TG_52_6_,TG_54_9_,TG_56_5_	7
3	SORBI_3003G175950	8.002844e-07	AEG_o_30_2_,TG_30_0_,TG_50_3_,TG_52_5_,TG_52_6_,TG_56_4_,TG_56_5_	7
3	SORBI_3003G364550	6.090078e-07	FA_22_1_,PC_33_2_,PC_38_2_,PC_38_4_,TG_48_4_,TG_50_4_,TG_50_5_	7
3	SORBI_3003G364600	6.090078e-07	FA_22_1_,PC_33_2_,PC_38_2_,PC_38_4_,TG_48_4_,TG_50_4_,TG_50_5_	7
3	SORBI_3003G364700	8.875795e-07	FA_22_1_,PC_33_2_,PC_38_2_,PC_38_4_,TG_48_4_,TG_50_4_,TG_50_5_	7
4	SORBI_3004G137300	3.074814e-07	TG_44_1_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_2_,TG_48_3_,TG_50_2_	7
4	SORBI_3004G137400	3.074814e-07	TG_44_1_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_2_,TG_48_3_,TG_50_2_	7
4	SORBI_3004G142000	7.778479e-07	PA_34_2_,TG_52_4_,TG_52_5_,TG_54_4_,TG_54_5_,TG_54_6_,TG_56_6_	7
5	SORBI_3005G064300	9.230491e-07	PC_38_5_,PG_16_0_,SQDG_36_6_,TG_46_3_,TG_48_4_,TG_48_5_,TG_50_3_	7
5	SORBI_3005G231201	7.799495e-07	TG_50_3_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
5	SORBI_3005G231300	7.799495e-07	TG_50_3_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
5	SORBI_3005G231400	7.799495e-07	TG_50_3_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
5	SORBI_3005G231500	8.820667e-07	TG_50_3_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
5	SORBI_3005G231600	8.820667e-07	TG_50_3_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
6	SORBI_3006G214600	6.928286e-07	DG_34_1_,DG_34_2_,DG_34_3_,DG_36_5_,DGDG_34_2_,MG_18_2_,PE_24_0_	7
6	SORBI_3006G216100	6.965652e-07	DG_34_1_,DG_34_2_,DG_36_5_,DGDG_34_2_,MG_12_0_,MG_18_2_,PE_24_0_	7
6	SORBI_3006G216150	6.965652e-07	DG_34_1_,DG_34_2_,DG_36_5_,DGDG_34_2_,MG_12_0_,MG_18_2_,PE_24_0_	7
7	SORBI_3007G190200	5.284182e-07	FA_22_0__amide,TG_52_6_,TG_52_7_,TG_54_8_,TG_54_9_,TG_56_5_,TG_56_8_	7
8	SORBI_3008G148900	9.764131e-07	AEG_o_30_2_,DGDG_34_1_,TG_46_1_,TG_46_2_,TG_48_1_,TG_48_2_,TG_48_3_	7
9	SORBI_3009G256601	9.862384e-07	TG_50_4_,TG_52_6_,TG_56_4_,TG_56_5_,TG_58_5_,TG_60_4_,TG_60_5_	7
10	SORBI_3010G032700	8.273616e-07	PS_36_2_,TG_50_4_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_5_,TG_60_6_	7
10	SORBI_3010G032800	8.273616e-07	PS_36_2_,TG_50_4_,TG_56_5_,TG_58_5_,TG_58_6_,TG_60_5_,TG_60_6_	7
10	SORBI_3010G170800	5.230011e-08	TG_56_8_,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
10	SORBI_3010G170900	5.230011e-08	TG_56_8_,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
10	SORBI_3010G172200	4.622057e-07	TG_56_8_,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_	7
1	SORBI_3001G041900	5.638428e-07	TG_52_4_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	6
1	SORBI_3001G042000	5.638428e-07	TG_52_4_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	6
1	SORBI_3001G042100	5.638428e-07	TG_52_4_,TG_54_6_,TG_54_7_,TG_54_8_,TG_56_4_,TG_56_6_	6
1	SORBI_3001G076700	7.83784e-07	DG_38_3_,FA_22_1_,PS_36_2_,TG_54_5_,TG_54_7_,TG_54_8_	6
1	SORBI_3001G076800	7.83784e-07	DG_38_3_,FA_22_1_,PS_36_2_,TG_54_5_,TG_54_7_,TG_54_8_	6
1	SORBI_3001G115400	9.086101e-07	TG_50_4_,TG_50_5_,TG_52_4_,TG_52_5_,TG_54_4_,TG_54_5_	6
1	SORBI_3001G115500	9.086101e-07	TG_50_4_,TG_50_5_,TG_52_4_,TG_52_5_,TG_54_4_,TG_54_5_	6
1	SORBI_3001G115600	9.086101e-07	TG_50_4_,TG_50_5_,TG_52_4_,TG_52_5_,TG_54_4_,TG_54_5_	6
1	SORBI_3001G115700	9.086101e-07	TG_50_4_,TG_50_5_,TG_52_4_,TG_52_5_,TG_54_4_,TG_54_5_	6
1	SORBI_3001G115800	9.086101e-07	TG_50_4_,TG_50_5_,TG_52_4_,TG_52_5_,TG_54_4_,TG_54_5_	6
1	SORBI_3001G115900	9.086101e-07	TG_50_4_,TG_50_5_,TG_52_4_,TG_52_5_,TG_54_4_,TG_54_5_	6
1	SORBI_3001G165100	6.635397e-07	DG_16_0_,PS_36_2_,TG_24_0_,TG_50_4_,TG_50_5_,TG_50_6_	6
1	SORBI_3001G165200	6.635397e-07	DG_16_0_,PS_36_2_,TG_24_0_,TG_50_4_,TG_50_5_,TG_50_6_	6
1	SORBI_3001G213400	8.827768e-07	DG_16_0_,TG_44_1_,TG_46_2_,TG_50_4_,TG_50_5_,TG_50_6_	6
1	SORBI_3001G213500	8.827768e-07	DG_16_0_,TG_44_1_,TG_46_2_,TG_50_4_,TG_50_5_,TG_50_6_	6
1	SORBI_3001G219400	4.908367e-07	PC_38_2_,PC_38_4_,TG_46_2_,TG_46_3_,TG_48_4_,TG_56_5_	6
1	SORBI_3001G228400	7.800126e-07	PC_34_1_,PC_36_3_,PC_36_4_,PC_38_6_,PE_34_1_,PE_36_4_	6
1	SORBI_3001G228500	7.800126e-07	PC_34_1_,PC_36_3_,PC_36_4_,PC_38_6_,PE_34_1_,PE_36_4_	6
1	SORBI_3001G228600	7.800126e-07	PC_34_1_,PC_36_3_,PC_36_4_,PC_38_6_,PE_34_1_,PE_36_4_	6
1	SORBI_3001G228700	7.800126e-07	PC_34_1_,PC_36_3_,PC_36_4_,PC_38_6_,PE_34_1_,PE_36_4_	6
1	SORBI_3001G228701	7.800126e-07	PC_34_1_,PC_36_3_,PC_36_4_,PC_38_6_,PE_34_1_,PE_36_4_	6
1	SORBI_3001G228800	7.800126e-07	PC_34_1_,PC_36_3_,PC_36_4_,PC_38_6_,PE_34_1_,PE_36_4_	6
