Chromosome	gene	max_pvalue	phenotype	phenotype_number
1	SORBI_3001G021400	5.946551e-08	Pheophorbide_A	1
1	SORBI_3001G021500	5.946551e-08	Pheophorbide_A	1
1	SORBI_3001G021601	5.946551e-08	Pheophorbide_A	1
1	SORBI_3001G021700	5.946551e-08	Pheophorbide_A	1
1	SORBI_3001G221300	1.086751e-08	Pheophorbide_A	1
1	SORBI_3001G312900	9.663186e-08	Pheophorbide_A	1
1	SORBI_3001G313000	9.663186e-08	Pheophorbide_A	1
1	SORBI_3001G360500	4.913449e-08	Pheophorbide_A	1
1	SORBI_3001G360600	4.913449e-08	Pheophorbide_A	1
1	SORBI_3001G361400	2.894025e-09	Pheophorbide_A	1
1	SORBI_3001G361500	2.894025e-09	Pheophorbide_A	1
1	SORBI_3001G361600	2.894025e-09	Pheophorbide_A	1
1	SORBI_3001G361700	2.894025e-09	Pheophorbide_A	1
1	SORBI_3001G386000	2.415649e-09	Pheophorbide_A	1
1	SORBI_3001G386100	2.415649e-09	Pheophorbide_A	1
1	SORBI_3001G386200	2.415649e-09	Pheophorbide_A	1
2	SORBI_3002G198400	1.985931e-11	Pheophorbide_A	1
2	SORBI_3002G198500	1.985931e-11	Pheophorbide_A	1
2	SORBI_3002G200000	8.462215e-08	Pheophorbide_A	1
2	SORBI_3002G200100	8.462215e-08	Pheophorbide_A	1
2	SORBI_3002G200200	8.462215e-08	Pheophorbide_A	1
2	SORBI_3002G200300	8.462215e-08	Pheophorbide_A	1
2	SORBI_3002G200400	8.462215e-08	Pheophorbide_A	1
2	SORBI_3002G393000	4.071113e-08	Pheophorbide_A	1
3	SORBI_3003G057366	1.395353e-08	Pheophorbide_A	1
3	SORBI_3003G057500	1.395353e-08	Pheophorbide_A	1
3	SORBI_3003G057600	1.395353e-08	Pheophorbide_A	1
3	SORBI_3003G057650	1.395353e-08	Pheophorbide_A	1
3	SORBI_3003G057700	1.395353e-08	Pheophorbide_A	1
3	SORBI_3003G057800	1.395353e-08	Pheophorbide_A	1
3	SORBI_3003G057900	1.395353e-08	Pheophorbide_A	1
3	SORBI_3003G061700	5.700427e-08	Pheophorbide_A	1
3	SORBI_3003G061800	3.405079e-08	Pheophorbide_A	1
3	SORBI_3003G061850	2.637772e-08	Pheophorbide_A	1
3	SORBI_3003G061900	2.637772e-08	Pheophorbide_A	1
3	SORBI_3003G062000	2.637772e-08	Pheophorbide_A	1
3	SORBI_3003G062101	2.637772e-08	Pheophorbide_A	1
3	SORBI_3003G062200	2.637772e-08	Pheophorbide_A	1
3	SORBI_3003G078300	5.559469e-08	Pheophorbide_A	1
3	SORBI_3003G078400	5.559469e-08	Pheophorbide_A	1
3	SORBI_3003G078501	5.559469e-08	Pheophorbide_A	1
4	SORBI_3004G017200	1.159776e-08	Pheophorbide_A	1
4	SORBI_3004G017300	1.159776e-08	Pheophorbide_A	1
4	SORBI_3004G017400	1.159776e-08	Pheophorbide_A	1
4	SORBI_3004G017500	1.159776e-08	Pheophorbide_A	1
4	SORBI_3004G017600	1.159776e-08	Pheophorbide_A	1
4	SORBI_3004G017700	3.412033e-08	Pheophorbide_A	1
4	SORBI_3004G032100	1.006813e-08	Pheophorbide_A	1
4	SORBI_3004G032200	1.006813e-08	Pheophorbide_A	1
4	SORBI_3004G032300	1.006813e-08	Pheophorbide_A	1
4	SORBI_3004G032400	1.006813e-08	Pheophorbide_A	1
4	SORBI_3004G032500	3.845754e-08	Pheophorbide_A	1
4	SORBI_3004G032600	3.845754e-08	Pheophorbide_A	1
4	SORBI_3004G032800	3.845754e-08	Pheophorbide_A	1
4	SORBI_3004G032900	5.493987e-08	Pheophorbide_A	1
4	SORBI_3004G033000	5.493987e-08	Pheophorbide_A	1
4	SORBI_3004G123600	2.985767e-08	Pheophorbide_A	1
4	SORBI_3004G148100	8.515956e-08	Pheophorbide_A	1
5	SORBI_3005G064100	6.077055e-08	Pheophorbide_A	1
5	SORBI_3005G131400	2.698172e-14	Pheophorbide_A	1
5	SORBI_3005G131500	2.698172e-14	Pheophorbide_A	1
5	SORBI_3005G131550	2.698172e-14	Pheophorbide_A	1
5	SORBI_3005G131600	2.698172e-14	Pheophorbide_A	1
5	SORBI_3005G137900	7.360728e-08	Pheophorbide_A	1
5	SORBI_3005G138000	7.360728e-08	Pheophorbide_A	1
5	SORBI_3005G138300	3.211868e-09	Pheophorbide_A	1
5	SORBI_3005G138500	3.211868e-09	Pheophorbide_A	1
5	SORBI_3005G138600	1.205478e-09	Pheophorbide_A	1
5	SORBI_3005G138800	1.205478e-09	Pheophorbide_A	1
5	SORBI_3005G138900	3.971282e-09	Pheophorbide_A	1
5	SORBI_3005G153300	2.681233e-08	Pheophorbide_A	1
5	SORBI_3005G153400	2.681233e-08	Pheophorbide_A	1
5	SORBI_3005G166700	7.433752e-08	Pheophorbide_A	1
5	SORBI_3005G204500	4.021416e-09	Pheophorbide_A	1
5	SORBI_3005G204600	6.000693e-10	Pheophorbide_A	1
5	SORBI_3005G204700	6.000693e-10	Pheophorbide_A	1
5	SORBI_3005G204800	2.49014e-09	Pheophorbide_A	1
6	SORBI_3006G025400	3.794417e-12	Pheophorbide_A	1
7	SORBI_3007G149800	3.922119e-09	Pheophorbide_A	1
