,DG(12:0_12:0),DG(16:0_18:1),DG(16:0_18:2),DG(16:0_18:3),DG(16:1_18:3),DG(18:1_18:1),DG(18:1_18:2),DG(18:1_18:3),DG(18:1_2:0),DG(18:2_18:2),DG(18:2_18:3),DG(18:3_18:3),DGDG(16:0_18:1),DGDG(16:0_18:2),DGDG(16:0_18:3),DGDG(18:0_18:2),DGDG(18:0_18:3),DGDG(18:2_18:3),DGDG(18:2_18:4),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MGDG(16:0_18:1),MGDG(16:0_18:3),MGDG(18:2_18:2),MGDG(18:2_18:3),MGDG(18:3_18:3),SQDG(16:0_14:0),SQDG(16:0_16:0),SQDG(16:0_18:1),SQDG(16:0_18:2),SQDG(16:0_18:3),SQDG(16:1_18:3),SQDG(18:0_18:3),SQDG(18:1_18:3),SQDG(18:2_18:3),SQDG(18:3_18:3),TG(10:0_10:0_10:0),TG(10:0_12:0_14:0),TG(10:0_12:0_16:0),TG(10:0_14:0_16:0),TG(10:0_16:0_16:0),TG(12:0_12:0_12:0),TG(12:0_12:0_14:0),TG(12:0_12:0_18:1),TG(12:0_14:0_16:0),TG(12:0_14:0_18:1),TG(12:0_16:0_16:0),TG(12:0_16:0_18:1),TG(12:0_16:0_18:3),TG(12:0_18:1_18:3),TG(12:0_18:2_18:3),TG(14:0_14:0_16:1),TG(14:0_14:0_18:0),TG(14:0_16:0_18:1),TG(14:0_18:1_18:2),TG(14:0_18:1_18:3),TG(14:0_18:2_18:3),TG(14:0_18:3_18:3),TG(16:0_16:0_16:0),TG(16:0_16:0_18:1),TG(16:0_16:0_20:1),TG(16:0_18:0_18:2),TG(16:0_18:1_18:2),TG(16:0_18:1_18:3),TG(16:0_18:1_20:0),TG(16:0_18:1_20:2),TG(16:0_18:1_22:0),TG(16:0_18:2_18:3),TG(16:0_18:3_18:3),TG(16:1_16:1_22:5),TG(16:1_20:1_20:2),TG(18:0_18:2_18:2),TG(18:0_18:2_20:1),TG(18:0_18:2_22:0),TG(18:1_18:1_20:3),TG(18:1_18:2_18:2),TG(18:1_18:2_18:3),TG(18:1_18:3_22:0),TG(18:1_20:3_22:0),TG(18:2_18:2_18:4),TG(18:2_18:2_22:1),TG(18:2_18:3_20:3),TG(18:2_20:2_22:2),TG(18:2_20:3_22:0),TG(18:3_18:3_18:3),DG(18:0_18:2),LPC(16:0),LPC(18:3),LPE(16:0),PA(16:0_18:2),PC(14:0_14:0),PC(14:0_18:0),PC(14:0_18:2),PC(14:0_18:3),PC(14:0_22:5),PC(14:0_22:6),PC(16:0_16:0),PC(16:0_18:0),PC(16:0_18:1),PC(16:0_18:2),PC(16:0_18:3),PC(16:0_20:3),PC(16:0_20:4),PC(16:0_20:5),PC(16:0_22:5),PC(16:0_22:6),PC(16:1_16:1),PC(16:1_18:2),PC(18:0_18:1),PC(18:0_18:2),PC(18:0_18:3),PC(18:0_20:2),PC(18:0_20:3),PC(18:0_20:4),PC(18:1_16:0),PC(18:1_18:1),PC(18:1_18:2),PC(18:1_20:1),PC(18:1_20:4),PC(18:1_24:1),PC(18:2_20:0),PE(12:0_12:0),PE(14:0_22:6),PE(16:0_18:0),PE(16:0_18:1),PE(16:0_18:2),PE(16:0_18:3),PE(16:0_20:4),PE(16:0_20:5),PE(18:0_18:2),PE(18:2_18:2),PE(18:2_18:3),PE(18:3_18:3),PG(16:0_16:0),PG(16:0_18:1),PS(18:0_18:2)
PI533919_lowinput,2450082.866,715613.1089,1876491.606,3388945.012,50160.51766,394363.7871,237010.496,446580.0839,3592836.096,574657.2579,709625.4771,49036749.15,318907.9512,932599.759,13312497.94,204314.0483,2594002.977,647438.4707,38301593.11,642931.7535,301201.1729,788727.6306,71512.47254,2951567.363,19523.61848,5099896.989,1532864.155,4586284.511,123594327.8,24834.72624,19845.85488,1421171.963,24314.79795,150929.4046,3416227.383,44748.24992,209876.5272,71992.0439,222450.9437,41418.27973,168242.4904,190969.4457,99053.15093,113219.5671,39696.1759,293018.0431,198106.3049,10997.14997,153104.2947,6734.6553,28312.86239,69111.90573,3075.42073,1738.461746,4852.791982,13469.31108,7106.462214,219759.1009,138734.2317,13550.65072,7674.673158,1797323.871,108152.7393,137835.4166,10373.92474,4737.244476,97358.96487,2622.231802,16966.99679,44467.80831,31110.78332,7398.526954,1504132.505,4776478.585,2186.909649,415849.6548,5083.226405,245992.1253,17691.07327,831699.3053,3615.506093,3015.821406,2987.350703,3310994.652,107732.4472,4310.855357,1472.28454,8075.883334,68419.73597,627793.9626,310192.8892,85225.4904,103557.3522,4016.099189,540652.4988,15688.77919,77618.9597,142964.8457,1757149.376,484293.7252,16705402.65,5170613.6,23930789.09,10316802.08,985250.5024,280437.1561,6014383.219,3937.746328,140311.2473,72870.88037,10027437,9793019.665,1799619.201,917108.2967,480971.1255,6269.826719,16219.19319,2907751.293,124650.5808,68354.12537,485779.2889,10581.30278,30509.27126,2134388.668,253721.1401,2407082.931,29209.49468,200908.3892,4464874.01,7186407.818,2324141.661,2007860.471,2373628.093,1075235.201,212438.4578,980089.923,319004.6857,1221357.722,155779.5537
PI659695_lowinput,2335416.083,823466.1319,2044752.538,3997508.997,65397.99692,380416.8128,241668.5056,495037.5435,3493426.271,627784.484,787475.4241,47548231.09,332356.3512,1030678.39,14329985.79,213480.1901,2706293.269,645145.9376,38856256.79,624396.278,305885.3188,760833.6819,76493.28838,2828515.147,18946.58252,5022693.111,1539699.965,4194155.291,118904789,18547.87568,23855.77108,1447064.262,26602.07571,146849.1165,3136216.885,41146.10015,195740.2887,72509.69283,208632.5249,48907.9813,219536.1792,231432.2664,126386.257,141471.8408,56389.46759,352950.6592,252772.5171,10310.60613,198049.8795,8226.627261,33164.04576,84587.01726,4439.454206,1722.430604,5455.43947,16453.25246,8945.027863,302745.5384,202188.9271,19967.47544,10649.27565,1731927.48,116562.7308,171765.4751,7687.785352,3781.631425,101116.8583,2993.057702,21031.31306,45139.7052,42925.70343,13795.59954,2123185.542,4460762.24,2561.504009,472922.4972,7927.648599,233718.4288,22713.93751,945844.9928,4759.57545,3063.096639,4182.707067,3003351.398,108256.4595,5598.009432,1294.877108,9256.385966,73483.80794,580156.1027,279037.2695,71992.39983,109118.9342,4367.642051,476638.3601,16776.54416,115230.6797,191974.3828,1670957.496,420744.3639,17374912.96,4030648.487,24915876.34,11158869.65,959670.4504,285505.774,6694480.981,6057.615762,30874.12571,77021.02127,10545753.62,12530645.25,1659866.558,941134.6191,470980.7606,4661.53362,18914.94799,2223822.023,132752.5148,49818.52584,498169.009,7351.446891,33073.4717,1957568.676,246831.3531,2222279.4,25936.8282,148453.5224,4504909.565,7320256.821,2183660.276,2034358.185,2227841.183,1104662.57,198859.1569,977218.5818,429125.5726,1226083.187,304428.7046
PI656047_lowinput,2461230.267,800720.7462,1940631.47,3434611.549,29014.8363,375125.6077,230348.6678,491143.3698,3591895.599,610848.5359,701091.2735,40294956.12,277667.2968,884295.0186,10836001.04,190897.9064,2254622.353,535963.0726,33560090.22,622345.0726,268112.4602,750251.2716,71838.49534,2371733.92,19788.09801,4382584.26,1328276.697,3838038.724,100869071.5,16360.5735,17695.71699,1349215.905,24835.35846,131916.3244,2685551.345,39022.80918,174272.4615,56129.28855,181237.8631,45664.85225,213612.1597,242055.8598,115563.017,126879.5928,59171.90765,348167.2789,231126.0373,20393.70875,186240.125,8680.107333,50229.73172,126309.783,3313.576485,2020.98464,22371.63519,17360.21256,23614.62739,308092.6782,152822.6752,13832.19551,9243.636578,1612028.157,126640.3611,193994.6253,9164.947783,8263.719905,104711.0777,4819.780915,19168.78454,57218.13937,33264.33429,14535.81925,1370081.577,4674987.397,2714.419042,399056.6259,4859.380489,285570.0433,18255.66031,798113.2529,3081.736953,11369.06308,4955.786569,3115158.696,103649.1502,4416.961671,1149.253435,3838.298574,77129.66205,648764.6539,304063.2787,92910.06654,166599.015,4915.549142,394312.1916,32536.46521,79308.42617,187516.1336,1461335.168,352806.4057,19920414.95,5927223.774,28553773.53,12041605.95,1279820.281,365152.6744,6938124.687,4368.831057,37800.28221,137645.2795,11435497.57,9376347.069,1617842.2,985681.7198,700804.4007,7409.148438,20703.25633,3406998.751,137478.7221,49602.44955,523233.5168,11277.16737,34246.3419,2241377.024,247969.5174,1868129.996,29299.69269,212984.5905,4998875.561,8099514.169,2363232.662,2091096.489,2433219.396,1167302.009,386902.2173,968260.584,372958.5696,1125365.299,245522.7698
PI601816_lowinput,2540356.913,766278.0289,2163667.4,3734566.363,57839.27288,413208.6802,278092.4251,580862.3207,3930882.042,710859.4601,854308.583,40516865.4,352684.7596,1196095.994,11374941.54,283267.3715,2504202.475,592204.9836,33828955.95,671043.7819,280655.5702,826417.3166,82229.10753,2431528.945,20408.98361,4209013.887,1462119.614,4076918.064,100857942.1,22171.46383,18053.35644,1454149.841,21621.97721,158305.2934,3196259.486,42462.58766,212993.5619,70556.89493,194683.3843,47483.31017,249831.5473,256149.8431,138630.3976,142475.4393,60490.5969,407951.9836,277260.7985,21037.56824,203154.5105,5701.636921,44732.07257,89546.53059,3101.642187,2188.988879,6236.097941,11403.2737,11688.56228,288514.9728,158792.7592,14080.57767,10607.9388,1614083.501,120943.2179,177420.237,7954.392694,4154.636343,121132.8748,4361.167409,20541.15515,133294.5622,32652.2211,13537.71485,1638897.611,6537910.054,2321.621887,612432.9443,5801.322575,350847.4895,20943.30331,1224865.992,4309.826689,2907.902194,5444.99561,4831675.537,131330.0531,2291.472607,1523.25173,7628.321432,98806.8337,631241.5526,244173.613,77608.26056,265146.107,5760.825657,613181.519,22648.43724,63698.94222,58211.84413,1281656.209,545784.8827,17184956.33,3684944.347,24548764.01,10783248.88,1073385.815,272877.3098,5423818.261,3948.494578,31800.97688,96195.43455,10456446.14,8108195.565,1357753.139,965894.8963,558723.1563,4986.076,18824.31658,1961581.081,133805.4735,26419.95606,513304.3884,8080.019896,33864.04777,2090482.299,252882.3684,1758564.263,28292.73948,190312.0835,4384212.939,7219217.859,1742667.283,1724764.338,1805683.901,1022001.667,198574.3353,740471.1847,321756.4266,1018125.734,280911.573
PI576399_lowinput,2587067.517,801955.6577,2693527.329,3510019.63,103065.8967,418436.4887,357895.7201,840351.1042,3982672.557,1004794.003,1007776.76,45800445.06,445352.7114,1319326.618,13406975.15,334473.7498,3004721.883,640580.7288,35048496.53,691694.4006,351350.1721,836872.9836,82464.56903,2817970.488,49338.70798,5835575.941,1972860.076,4522536.563,114787297.5,25098.6708,25430.25327,2005929.021,54744.60396,205697.7086,3785297.534,49308.77126,238173.5561,83904.65587,242187.0945,39449.01766,155409.2073,165746.1836,83672.92505,90714.70159,35426.95117,233935.8552,167345.8335,11306.3825,126329.7703,5474.427481,24805.40066,66494.29258,2451.039579,2444.699697,5465.061011,10948.85468,7584.060524,444606.9744,251620.4122,34944.96965,20439.34021,1671880.109,123978.4888,170601.2297,10689.38124,2765.463664,186697.881,5325.97695,15978.98886,76344.61996,32519.81458,20152.97507,1569496.643,9315429.713,2862.751686,615565.8555,27146.95986,502343.1677,79841.80615,1231131.817,8984.895246,11366.45343,14750.19759,5811984.414,286163.9019,4201.794775,10166.8241,17753.05202,124998.4683,527929.2855,174917.219,66807.32192,258120.2226,8525.858091,629279.0683,18295.86063,57404.93601,61462.36276,998730.3357,569486.2765,14446449.84,4035156.591,20616311.17,6976639.321,886817.2201,266955.9327,4502310.626,4027.10009,30419.50533,92319.38566,6734487.654,7761852.167,1372277.888,1115289.796,417380.5877,7454.246634,17742.56464,2273214.615,151023.2547,27007.72092,584309.2498,10534.74115,30326.90524,1789962.387,277664.0415,1374791.445,25354.1599,194268.8814,4413403.637,7346997.884,1500702.403,1677817.689,1582977.117,1048844.638,184375.142,666540.789,323425.094,999808.9177,221956.6032
PI552861_lowinput,2576968.076,1006431.81,2785476.258,3914439.044,103673.7309,475580.6416,397959.7953,822474.0783,3913578.105,1030571.912,1041200.063,53187676.26,430093.2742,1196591.74,14960569.73,276382.1955,3125988.822,924239.9662,42913594.54,831257.1732,383855.1389,951161.2894,107321.9089,3279746.314,45975.34776,5832174.374,2720614.645,6299040.474,132682714.7,40423.49851,26779.23633,1723025.893,50179.05171,233231.125,4813433.213,74652.05063,311330.6605,141065.6903,426341.8296,50784.33233,166652.5551,172791.7985,91455.80097,109485.1508,32731.09129,264245.4251,182911.6253,14620.35541,142403.5187,7106.29927,26263.28329,73178.64659,3000.932831,1862.692019,5276.425995,14212.59831,9359.335119,227852.5855,118608.5424,15515.83119,8983.064154,1904274.08,123514.8713,145563.8232,11035.87309,3458.350291,117481.5929,3667.436308,15169.2246,55567.47411,30240.38243,9453.471168,1367367.174,6865173.872,1938.647378,685628.8128,5759.745335,316389.5835,16229.83649,1371257.835,3319.763212,2534.733957,3853.270904,4595809.818,160646.4506,2128.379911,1312.616508,4339.925005,99361.72125,781338.7393,220011.243,84978.96064,283447.5141,11004.04009,555011.8649,20346.95829,69628.56565,61519.1694,1204149.665,497991.719,16965753.18,4655973.892,24382263.38,9387104.666,1107388.867,325306.5455,6429963.704,3901.616958,39640.4562,92147.96223,8965477.902,7819816.808,1499413.959,976737.0664,404311.0055,5582.895669,18020.83138,2568032.957,169152.0912,29463.38068,515132.5773,9664.695308,30381.19522,2311583.475,304652.1221,1621827.186,32613.46529,183167.654,4392293.094,7324542.742,1585735.587,1857125.997,1621000.461,1145305.668,202956.5785,756132.902,440561.3217,1292218.277,223970.1493
PI576332_lowinput,2454931.087,871873.5627,2621257.685,3287506.297,92873.13402,425596.9973,413904.3433,803557.1008,3846212.644,999385.9821,914036.4979,50137630.15,495780.1196,1347172.36,14119173.12,298922.7281,2846105.541,982872.8038,38874517.52,742187.8443,343840.2438,851193.9508,104589.3014,3051296.187,46787.41761,5026996.635,2627748.883,6482012.05,125383325.3,32893.98861,22883.62947,1891178.908,48823.12446,238177.7927,3970491.748,58711.78144,235291.2415,123659.312,368109.6056,59781.23178,227549.1561,291212.605,168508.3268,201710.7083,69491.84307,486370.975,337016.707,45952.67288,271388.4,19319.21334,56858.45279,136864.0702,3419.986012,3549.061769,24227.64529,38638.42641,30911.61305,346603.1584,159643.6081,11668.39052,12686.43252,1681685.513,149194.513,251297.687,15781.02089,12740.17065,152314.807,4694.263248,27784.64132,48616.82099,69835.09436,20023.05938,1136232.303,6750888.033,3896.109203,684041.5196,11145.36451,356948.8923,25993.37248,1368083.051,2560.874923,3769.003625,3976.540956,3879492.742,168798.2828,1863.585648,1371.999758,6007.370521,98290.20796,548437.6004,176524.0915,74344.52676,414715.6339,6755.228799,388009.0349,23943.26611,58253.57429,70872.69798,993061.8153,348982.2422,14841204.58,4006621.636,21241069,7395426.305,924074.4241,303988.3007,4732760.919,4155.946547,36257.68111,109148.4586,7151670.696,7499853.92,1110649.465,837906.4049,358023.0698,4673.296931,16973.92218,2193578.211,153472.5837,25452.66939,447154.947,7120.547051,32156.57864,2105224.549,275486.5957,1332758.829,27300.12197,193552.3214,4336692.75,7337045.425,1509803.05,1681098.717,1533419.002,1057091.704,191279.0961,668714.5289,362008.7601,1103132.087,176828.9002
PI561072_lowinput,2544201.546,872784.1437,2287988.613,3515023.582,59647.6646,433852.2142,287112.8567,614253.0797,3910278.135,768100.811,840340.9238,45786552.88,376451.9695,1141246.979,13492116.69,262071.4168,2873488.284,723320.7499,37633953.03,746473.2086,334236.5599,867704.4346,84916.59539,2777509.373,34451.8902,4917790.175,1865046.303,4965161.044,115800941.4,25147.5227,21367.46653,1600405.514,38149.67222,182951.1616,3499654.364,46304.06434,229972.3653,88659.34493,250944.0383,47082.6786,189344.0257,234656.1703,144322.204,172844.6951,61111.57236,384981.7865,288644.3613,31295.84279,234139.9386,13307.84505,70176.16648,121385.416,2837.872091,2234.512873,20190.25008,26615.68479,25729.00032,346889.4456,171953.3175,11261.20139,8639.577177,1838055.006,144634.1115,229364.6909,11477.33479,14470.38767,119248.07,8926.12854,29318.42297,80657.73696,41331.55706,17186.99596,1627776.731,5934080.695,6961.842702,558163.9791,8361.786377,316204.5997,19120.91325,1116327.922,4567.167218,3524.297496,3425.234143,3912692.678,125662.0024,1966.77832,1262.981159,7441.413191,88571.40382,730681.8555,463444.8309,71956.55029,191545.5843,8110.737363,669874.0538,16240.167,71813.83006,80714.18639,1399340.152,607100.5278,18334790.26,3930930.208,26251341.4,10957934.63,1040550.212,355580.8008,7137297.693,6431.368223,50182.72717,80075.59423,10428459.84,6749830.936,1292947.867,1035584.659,495956.8412,4895.405249,20270.42944,2043937.48,159998.678,25701.06512,549181.735,8832.124558,37706.38641,2412295.897,274293.8477,1791407.919,25099.29628,171448.7035,4482729.044,7391582.931,1761697.904,1876629.806,1819327.709,1137968.041,237027.0558,781188.1746,416688.2591,1137785.975,259356.9948
PI534009_lowinput,2843064.792,1111118.7,3139464.966,5007102.02,67993.33751,513256.7652,373574.8496,855226.3884,4253090.806,1096891.631,1144373.178,54846279.46,533814.3698,1395954.716,17138394.77,275871.54,3221865.833,933223.3992,43959361.85,955909.095,431651.6685,1026513.736,122837.6347,3270600.739,52647.74418,6948210.893,3098109.731,7445232.796,137608486.7,31331.38436,30886.93278,1961720.302,49304.00772,201548.6035,4862699.235,59619.19407,271392.2065,132296.6201,320385.638,45063.76481,195451.7319,216527.5463,104483.8834,131979.4419,32574.13673,302154.171,208967.7699,23161.80456,164730.1048,7496.606023,25451.78073,86852.24475,2320.177916,1783.975342,6619.974942,14993.21213,12148.1483,339835.5721,199123.4248,29503.04769,6841.492852,2247033.569,149930.1689,185566.5472,13834.62657,3656.205869,135900.8786,4128.752747,25315.87684,53581.87663,56066.35165,14751.64169,2235073.28,7896808.522,3661.217884,897782.2192,14777.0717,506597.0322,38063.70575,1795564.457,3678.804409,7336.860078,7761.003024,6126722.55,194060.1191,3041.455312,2379.77965,9856.683501,104076.9047,732235.1441,290868.0978,76068.47971,208492.4365,14311.66963,817558.9914,30314.41655,82098.02552,228568.6879,1903833.456,739313.2139,26563709.37,5051551.378,38624435.04,15144994.37,1439268.055,418152.4954,9856495.611,7355.253296,64930.58029,126047.9805,14597733.9,8150142.911,1544948.212,1239104.904,588278.7467,14527.32136,28341.84781,2626669.976,150095.2393,28034.15481,650350.9705,20713.99858,38223.32372,3500421.757,351945.0785,2569462.911,27079.7681,233253.1415,5842826.802,9628273.891,2148213.447,2246674.909,2228350.991,1324750.705,229760.4367,979001.9433,456928.9399,1364618.987,278856.9708
PI534157_lowinput,2487908.573,672484.6119,1837078.892,2730877.176,36114.94413,396870.2505,247188.2929,508423.8443,3777602.548,638716.9413,677238.0227,42385997.1,300772.8826,931731.6836,10496433.89,213526.3951,2271810.236,549459.6686,33974475.51,591028.0228,241885.3598,793740.5571,68398.74994,2521464.164,32650.23587,3901122.666,1474779.505,4197550.472,109234695.5,18703.008,13864.31612,1242150.582,26264.35547,159732.4764,3170710.783,42623.18567,215717.9961,75750.69095,217792.8717,40241.56277,131275.0569,154613.3305,59523.00538,80210.66852,27051.92796,234745.3722,119046.0138,9856.443261,107433.7943,9775.673984,24883.42302,68366.26161,1930.927327,1372.748916,6993.988874,19551.3485,13934.3768,220046.4953,102690.2365,9756.342976,5361.21345,1329172.488,108050.7259,143568.9498,8533.390672,3308.099491,102289.4455,4010.430866,12730.46809,43631.27616,31355.3771,6767.316845,991992.3023,4823385.189,2848.725578,373522.9873,4650.654576,244008.0008,14758.4117,747045.9954,2420.970751,2524.126641,2622.51683,2845270.972,106297.3534,1856.058199,889.3291042,3759.470256,78588.11541,450755.2664,178765.6751,54981.45955,94095.48404,12860.05953,496531.2672,16519.15416,65858.35515,145617.321,1412921.171,438753.3464,17605908.9,5033048.223,25150888.29,10034345.98,1022604.489,344725.6419,6099627.307,4694.926737,40385.77308,76458.63227,9682286.068,8185285.078,1266063.829,1061292.61,489758.9073,5840.050318,18796.16819,2897712.788,143637.255,28748.1705,567637.0926,8618.61597,41852.79952,2410914.342,234692.492,1904307.773,20377.88426,152699.2604,4044004.243,6489240.059,1678517.186,1711484.28,1726261.962,1019598.96,177919.2976,730536.5316,302915.691,996503.6532,131267.1434
PI656061_lowinput,2634020.289,803341.509,2569253.319,3986493.078,54344.03139,443953.4428,299679.7394,670379.695,4070229.627,838912.1717,889198.3387,48459235.37,401029.9561,1317703.952,13989179.61,268748.6848,2619319.232,706697.0776,37792657.86,761485.9821,328747.1692,887906.9418,95557.29951,2983179.303,21013.03852,5385506.838,1914663.832,5455005.348,125057028.6,29228.84771,18510.38282,1338918.55,31324.49323,183917.2508,3972037.867,53522.64358,230815.7293,91194.85711,270394.3989,42810.92311,195002.6522,220823.7182,110852.1665,117825.662,45152.60728,333509.5346,221704.3359,18639.11368,163142.9065,7535.491028,27025.65617,70587.1809,2119.716169,2229.121349,6595.324592,15070.98154,9256.983513,375039.2184,243694.812,19983.45305,9734.977366,1839807.663,117812.9005,176877.7901,8392.707257,4465.4486,163317.2487,4604.979139,14554.21048,60959.12286,32884.22294,19509.60258,1675720.822,5929347.357,3454.045494,555428.9952,14436.83236,377004.3534,43411.48644,1110858.014,8699.112935,9439.291326,10672.88797,3520246.891,147100.2971,8861.500325,6843.228986,18819.93628,95708.96145,549100.9701,249842.9718,79614.10939,233790.8748,10520.84987,620116.6821,31702.54507,74946.18139,174445.2189,1778668.865,567710.1298,15564534.46,5472883.291,21968658.82,10476756.09,1164515.505,435606.769,7922175.932,6340.223068,41236.64718,128478.0566,10165507.18,7122407.932,1845534.082,1105430.42,566534.5117,6833.387242,35237.31744,2994563.981,207695.4279,38911.27919,583453.1981,9975.027829,37346.31408,3076474.003,296444.3728,2473473.938,24457.35785,199686.2665,5638650.027,9090328.147,2324228.708,2286045.966,2403739.303,1361239.617,308504.1421,968918.8392,342297.6803,1218644.504,179111.0925
PI534132_lowinput,2622475.943,854992.1175,2303363.745,5222548.951,103876.1292,457557.7215,314133.2303,602040.5807,4039105.173,754908.3377,1010458.577,56363685.3,313696.594,994722.3198,13965994.55,217315.484,3108288.425,741341.7325,43906797.61,790158.8883,327600.341,915115.3992,83435.10948,3542491.468,25712.95503,5527916.921,1740372.654,5235017.487,143889423.3,17510.45234,20048.34043,1340968.651,23047.08598,126132.7964,3655588.298,48669.05122,267405.5752,82198.19154,240793.9761,45086.07746,181448.6409,210667.5111,127931.8712,152044.2258,53402.46161,369753.7417,255863.7451,30639.73138,205603.5581,18100.66403,58794.54594,112268.7685,5838.871397,1766.9201,10382.01688,36201.33249,15245.68837,316733.709,212725.0175,17861.91457,14543.93404,2116813.827,139816.1728,206710.0439,11836.72275,9569.820627,119504.3523,13260.81579,30736.04542,244889.834,35071.74601,23981.07659,1859596.84,5298122.526,7962.124648,632482.9015,26145.31624,411259.6749,53568.4111,1264965.628,12474.97231,7147.520365,6711.697598,4912692.833,164351.8837,11277.04296,1320.525948,13760.35232,97866.51724,901236.5268,441505.2794,96513.75249,145574.8439,22393.96009,701612.1199,25332.618,173088.7352,340550.4889,2552464.616,615977.8625,21262702.46,4453727.753,30675673.16,19186583.83,1365540.805,388068.3398,9182570.142,8080.919401,55635.49995,118877.5423,18835953.9,6915480.489,1324109.815,1172214.869,960433.0433,7520.882158,23357.47026,2465533.427,169946.6123,113883.6357,618502.367,16212.25675,40847.9265,2962405.55,302556.3094,3197614.5,30754.07124,172250.7454,5577375.194,9126664.207,2985827.72,2622317.335,3052674.516,1330603.544,409195.9873,1364417.765,406217.7046,1610386.249,280700.7208
PI552856_lowinput,2444245.036,841611.4456,2009792.171,3175876.638,79604.11446,349774.2005,287901.386,537411.9521,3324275.959,711241.6318,713564.3907,44631384.44,337966.9187,985317.738,12653205.77,221149.4002,2631384.018,604929.9896,34108708.72,588705.4732,286935.5217,699548.4072,74244.29782,2634107.181,43374.5763,5084095.619,1784229.651,4603124.862,116540947.9,18484.36805,16457.94049,1559951.528,32133.74373,153184.7032,3117230.727,42748.92048,202858.6925,72309.05321,198925.9953,36586.94084,102392.8985,100976.205,54092.25079,60910.93779,21510.97237,163759.7915,108184.5042,11626.07799,82569.9036,6604.352738,23432.39023,68904.79402,2112.841793,1479.507236,7805.359804,13208.70486,9706.241109,248263.2638,103427.8215,12906.5941,7525.150006,1643887.623,101862.6059,172055.4475,7519.692489,4290.660088,133487.7236,3871.191706,14580.79544,94922.79513,31023.4503,11131.68006,1004473.807,5005273.198,2039.757741,552503.4456,9904.253546,407743.9326,17188.24026,1105006.869,3522.482231,4286.036172,2521.697538,2970036.824,111836.2314,7085.371471,1040.580112,3310.071855,89679.53223,412655.5238,163097.0963,52258.52104,84714.03774,9337.184142,610076.2196,19564.18234,67486.46132,129769.184,1439796.713,560591.8615,18357753.48,5019708.253,26204993.12,10245803.79,1063294.38,362823.2143,6257791.298,4792.42186,43874.55329,86147.48056,9976034.02,8130774.603,1664707.221,1013717.363,519206.5412,34784.95409,18953.48334,2774693.378,183538.6498,71573.03782,541435.8015,45244.18435,39848.26529,2555110.188,233358.0538,1965872.224,14831.24775,182959.7812,4436727.386,6992682.519,1729168.906,1975966.201,1807495.814,1168144.846,181472.0528,855782.5643,329457.1298,1043061.139,318389.6444
