Chromosome	gene	max_pvalue	phenotype	phenotype_number
7	SORBI_3007G200700	9.605072e-06	16,16-Dimethylprostaglandin A1,8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester,AEG(32:3),AEG(34:5),Alloxanthin,beta-Carotene,Celaxanthin,Chlorophyll a,DG(18:3),DG(34:1),DG(34:4),DG(36:6),DGDG(34:3),DGDG(36:5),DGDG(36:6),Di-.gamma.-linolenin(6c,9c,12c),Diadinochrome,FA(18:4),GalCer(36:3),GalCer(38:3),Lutein,MG(12:0),MG(18:3),MGDG(34:3),MGDG(36:5),MGDG(36:6),PG(16:0),PG(34:1),Pheophytin a,PS(36:2),SQDG(34:3),SQDG(34:4),SQDG(35:3),SQDG(36:5),SQDG(36:6),TG(49:0),TG(53:7),TG(55:6),TG(56:8),Ubidecarenone,Vitamin K1	47
1	SORBI_3001G261900	8.263145e-06	AEG(32:3),AEG(34:5),Alloxanthin,Antheraxanthin,Chlorophyll a,DG(18:3),DG(34:1),DG(34:2),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:6),Di-.gamma.-linolenin(6c,9c,12c),Diadinochrome,DPPC,Fucosterol,GalCer(36:3),GalCer(38:3),MG(16:0),MG(18:3),MGDG(34:3),MGDG(36:6),PC(36:4),PE(33:2),PE(34:1),PE(34:2),PE(36:4),PG(16:0),PG(34:1),SM(35:1),TG(49:0),TG(51:0),TG(52:3),TG(56:3),Vitamin K1	38
1	SORBI_3001G311601	8.883966e-06	16,16-Dimethylprostaglandin A1,AEG(34:5),Chlorophyll a,DG(34:1),DG(34:2),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DGDG(34:2),DGDG(36:2),DGDG(36:3),DGDG(36:5),DPPC,FA(18:4),GalCer(38:3),LPC(16:0),MGDG(36:4),PC(36:4),PE(33:2),PE(34:2),PG(34:1),SQDG(32:0),SQDG(35:3),SQDG(36:3),SQDG(36:4),SQDG(36:5),TG(49:0),TG(53:5),TG(56:3),TG(59:5),Ubidecarenone	33
1	SORBI_3001G311700	8.883966e-06	16,16-Dimethylprostaglandin A1,AEG(34:5),Chlorophyll a,DG(34:1),DG(34:2),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DGDG(34:2),DGDG(36:2),DGDG(36:3),DGDG(36:5),DPPC,FA(18:4),GalCer(38:3),LPC(16:0),MGDG(36:4),PC(36:4),PE(33:2),PE(34:2),PG(34:1),SQDG(32:0),SQDG(35:3),SQDG(36:3),SQDG(36:4),TG(49:0),TG(53:4),TG(53:5),TG(56:3),TG(59:5),Ubidecarenone	33
1	SORBI_3001G311800	8.883966e-06	16,16-Dimethylprostaglandin A1,AEG(34:5),Chlorophyll a,DG(34:1),DG(34:2),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DGDG(34:2),DGDG(36:2),DGDG(36:3),DGDG(36:5),DPPC,FA(18:4),GalCer(38:3),LPC(16:0),MGDG(36:4),PC(36:4),PE(33:2),PE(34:2),PG(34:1),SQDG(32:0),SQDG(35:3),SQDG(36:3),SQDG(36:4),TG(49:0),TG(53:4),TG(53:5),TG(56:3),TG(59:5),Ubidecarenone	33
1	SORBI_3001G123300	5.446644e-06	16,16-Dimethylprostaglandin A1,AEG(32:3),Alloxanthin,Celaxanthin,Chlorophyll a,DG(18:3),DG(34:1),DG(34:2),DG(36:5),DG(36:6),DGDG(36:6),Di-.gamma.-linolenin(6c,9c,12c),Diadinochrome,FA(18:4),Fucosterol,GalCer(36:3),GalCer(38:3),Iloprost,Lupeol,MG(16:0),MG(18:3),MGDG(34:3),MGDG(36:5),MGDG(36:6),PS(36:2),TG(49:0),Ubidecarenone,Vitamin K1	31
1	SORBI_3001G311500	8.883966e-06	16,16-Dimethylprostaglandin A1,AEG(34:5),Chlorophyll a,DG(34:1),DG(34:2),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DGDG(34:2),DGDG(36:2),DGDG(36:3),DGDG(36:5),FA(18:4),GalCer(38:3),LPC(16:0),MGDG(36:4),PC(36:4),PE(33:2),PE(34:2),PG(34:1),SQDG(32:0),SQDG(35:3),SQDG(36:3),SQDG(36:4),SQDG(36:5),TG(49:0),TG(53:5),TG(56:3),Ubidecarenone	31
7	SORBI_3007G113566	8.821688e-06	3-Methoxylimaprost,Alloxanthin,DG(18:3),DG(24:0),DG(34:1),DG(34:2),DG(36:2),DG(36:3),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:6),Di-.gamma.-linolenin(6c,9c,12c),GalCer(36:3),GalCer(38:3),Lupeol,MG(12:0),MG(18:3),MGDG(34:3),MGDG(36:6),PE(33:2),PS(36:2),ST005197,TG(49:0),TG(56:8),Ubidecarenone	31
7	SORBI_3007G113600	8.821688e-06	3-Methoxylimaprost,Alloxanthin,DG(18:3),DG(24:0),DG(34:1),DG(34:2),DG(36:2),DG(36:3),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:6),Di-.gamma.-linolenin(6c,9c,12c),GalCer(36:3),GalCer(38:3),Lupeol,MG(12:0),MG(18:3),MGDG(34:3),MGDG(36:6),PE(33:2),PS(36:2),ST005197,TG(49:0),TG(56:8),Ubidecarenone	31
1	SORBI_3001G123000	5.446644e-06	16,16-Dimethylprostaglandin A1,AEG(32:3),Alloxanthin,Celaxanthin,Chlorophyll a,DG(18:3),DG(34:1),DG(34:2),DG(36:5),DG(36:6),DGDG(36:6),Di-.gamma.-linolenin(6c,9c,12c),Diadinochrome,FA(18:4),Fucosterol,GalCer(36:3),GalCer(38:3),Iloprost,Lupeol,MG(18:3),MGDG(36:5),MGDG(36:6),PS(36:2),Ubidecarenone,Vitamin K1	28
