Chromosome	gene	max_pvalue	phenotype	phenotype_number
1	SORBI_3001G008400	0.0007961894	____Abscisic_acid	1
1	SORBI_3001G049200	0.0005034382	____Abscisic_acid	1
1	SORBI_3001G049300	0.0005034382	____Abscisic_acid	1
1	SORBI_3001G049400	0.0005034382	____Abscisic_acid	1
1	SORBI_3001G049500	0.0005034382	____Abscisic_acid	1
1	SORBI_3001G061200	0.0009559249	____Abscisic_acid	1
1	SORBI_3001G061300	0.0009559249	____Abscisic_acid	1
1	SORBI_3001G061400	0.0009559249	____Abscisic_acid	1
1	SORBI_3001G061500	0.0009559249	____Abscisic_acid	1
1	SORBI_3001G061600	0.0009559249	____Abscisic_acid	1
1	SORBI_3001G108600	0.0002295074	____Abscisic_acid	1
1	SORBI_3001G108700	0.0002295074	____Abscisic_acid	1
1	SORBI_3001G108800	0.0002295074	____Abscisic_acid	1
1	SORBI_3001G108900	0.0002295074	____Abscisic_acid	1
1	SORBI_3001G113000	0.0001004144	____Abscisic_acid	1
1	SORBI_3001G113200	0.0001004144	____Abscisic_acid	1
1	SORBI_3001G136300	0.0005363834	____Abscisic_acid	1
1	SORBI_3001G140900	0.0006850667	____Abscisic_acid	1
1	SORBI_3001G148200	0.0009437049	____Abscisic_acid	1
1	SORBI_3001G148300	0.0009437049	____Abscisic_acid	1
1	SORBI_3001G148400	0.0009437049	____Abscisic_acid	1
1	SORBI_3001G148450	0.0009437049	____Abscisic_acid	1
1	SORBI_3001G155000	0.0003887891	____Abscisic_acid	1
1	SORBI_3001G174000	0.0008116009	____Abscisic_acid	1
1	SORBI_3001G174100	0.0008116009	____Abscisic_acid	1
1	SORBI_3001G174150	0.0008116009	____Abscisic_acid	1
1	SORBI_3001G174200	0.0008116009	____Abscisic_acid	1
1	SORBI_3001G180600	0.0001399445	____Abscisic_acid	1
1	SORBI_3001G207666	0.0007969311	____Abscisic_acid	1
1	SORBI_3001G207700	0.0007969311	____Abscisic_acid	1
1	SORBI_3001G207800	0.0007969311	____Abscisic_acid	1
1	SORBI_3001G209400	0.0003927858	____Abscisic_acid	1
1	SORBI_3001G209500	0.0003927858	____Abscisic_acid	1
1	SORBI_3001G209800	0.0002235426	____Abscisic_acid	1
1	SORBI_3001G219600	0.0003276756	____Abscisic_acid	1
1	SORBI_3001G221200	0.0007225679	____Abscisic_acid	1
1	SORBI_3001G221300	0.0003603983	____Abscisic_acid	1
1	SORBI_3001G222700	0.0002655347	____Abscisic_acid	1
1	SORBI_3001G253400	9.674502e-05	____Abscisic_acid	1
1	SORBI_3001G253800	0.0002821205	____Abscisic_acid	1
1	SORBI_3001G253900	0.0002821205	____Abscisic_acid	1
1	SORBI_3001G254400	0.0009833196	____Abscisic_acid	1
1	SORBI_3001G256900	0.0009897525	____Abscisic_acid	1
1	SORBI_3001G257800	0.000234768	____Abscisic_acid	1
1	SORBI_3001G258300	0.0004432809	____Abscisic_acid	1
1	SORBI_3001G258400	0.0004432809	____Abscisic_acid	1
1	SORBI_3001G258600	0.0006389831	____Abscisic_acid	1
1	SORBI_3001G260400	0.0008303423	____Abscisic_acid	1
1	SORBI_3001G260850	0.0005086053	____Abscisic_acid	1
1	SORBI_3001G260900	0.0005086053	____Abscisic_acid	1
1	SORBI_3001G261432	0.000302244	____Abscisic_acid	1
1	SORBI_3001G261448	0.0004256069	____Abscisic_acid	1
1	SORBI_3001G261541	0.0006849133	____Abscisic_acid	1
1	SORBI_3001G261545	0.0006849133	____Abscisic_acid	1
1	SORBI_3001G261900	1.919483e-05	____Abscisic_acid	1
1	SORBI_3001G262301	0.0007270208	____Abscisic_acid	1
1	SORBI_3001G263900	0.0002527511	____Abscisic_acid	1
1	SORBI_3001G265400	0.0009583771	____Abscisic_acid	1
1	SORBI_3001G285200	0.0005543025	____Abscisic_acid	1
1	SORBI_3001G285300	0.0005543025	____Abscisic_acid	1
1	SORBI_3001G286700	0.0007153574	____Abscisic_acid	1
1	SORBI_3001G298600	0.0006261091	____Abscisic_acid	1
