Chromosome	gene	max_pvalue	phenotype	phenotype_number
1	SORBI_3001G057100	3.14031e-08	DG_38_3__,PC_38_2__,PC_38_3__,TG_50_3__,TG_50_6__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_8__,TG_56_9__	14
3	SORBI_3003G169600	3.14031e-08	DG_38_3__,PC_38_2__,PC_38_3__,TG_50_3__,TG_50_6__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_8__,TG_56_9__	14
3	SORBI_3003G169700	3.14031e-08	DG_38_3__,PC_38_2__,PC_38_3__,TG_50_3__,TG_50_6__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_8__,TG_56_9__	14
3	SORBI_3003G169800	3.14031e-08	DG_38_3__,PC_38_2__,PC_38_3__,TG_50_3__,TG_50_6__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_8__,TG_56_9__	14
5	SORBI_3005G041700	3.122814e-08	DG_38_3__,PC_38_2__,PC_38_3__,TG_50_3__,TG_50_6__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_8__,TG_56_9__	14
5	SORBI_3005G041800	3.122814e-08	DG_38_3__,PC_38_2__,PC_38_3__,TG_50_3__,TG_50_6__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_8__,TG_56_9__	14
5	SORBI_3005G041900	3.122814e-08	DG_38_3__,PC_38_2__,PC_38_3__,TG_50_3__,TG_50_6__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_8__,TG_56_9__	14
5	SORBI_3005G042000	3.122814e-08	DG_38_3__,PC_38_2__,PC_38_3__,TG_50_3__,TG_50_6__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_8__,TG_56_9__	14
5	SORBI_3005G042100	3.122814e-08	DG_38_3__,PC_38_2__,PC_38_3__,TG_50_3__,TG_50_6__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_8__,TG_56_9__	14
10	SORBI_3010G064100	9.058486e-08	TG_40_0__,TG_42_1__,TG_44_1__,TG_46_1__,TG_46_2__,TG_48_1__,TG_48_3__,TG_50_1__,TG_52_6__,TG_54_9__,TG_56_5__,TG_58_1__	12
10	SORBI_3010G064200	9.058486e-08	TG_40_0__,TG_42_1__,TG_44_1__,TG_46_1__,TG_46_2__,TG_48_1__,TG_48_3__,TG_50_1__,TG_52_6__,TG_54_9__,TG_56_5__,TG_58_1__	12
10	SORBI_3010G064300	9.058486e-08	TG_40_0__,TG_42_1__,TG_44_1__,TG_46_1__,TG_46_2__,TG_48_1__,TG_48_3__,TG_50_1__,TG_52_6__,TG_54_9__,TG_56_5__,TG_58_1__	12
10	SORBI_3010G143000	1.900102e-08	SQDG_32_0__,TG_56_8__,TG_58_3__,TG_58_4__,TG_58_5__,TG_58_6__,TG_60_4__,TG_60_5__	8
10	SORBI_3010G170150	8.764105e-08	TG_54_3__,TG_54_4__,TG_54_5__,TG_54_6__,TG_54_7__,TG_58_5__,TG_60_4__,TG_60_5__	8
2	SORBI_3002G116900	4.281005e-08	TG_50_2__,TG_56_5__,TG_58_5__,TG_58_6__,TG_60_4__,TG_60_5__,TG_60_6__	7
2	SORBI_3002G117000	4.281005e-08	TG_50_2__,TG_56_5__,TG_58_5__,TG_58_6__,TG_60_4__,TG_60_5__,TG_60_6__	7
2	SORBI_3002G117100	5.031906e-08	TG_50_2__,TG_56_5__,TG_58_5__,TG_58_6__,TG_60_4__,TG_60_5__,TG_60_6__	7
2	SORBI_3002G117200	5.031906e-08	TG_50_2__,TG_56_5__,TG_58_5__,TG_58_6__,TG_60_4__,TG_60_5__,TG_60_6__	7
2	SORBI_3002G117300	5.031906e-08	TG_50_2__,TG_56_5__,TG_58_5__,TG_58_6__,TG_60_4__,TG_60_5__,TG_60_6__	7
5	SORBI_3005G111700	5.508157e-08	TG_44_1__,TG_46_0__,TG_46_1__,TG_46_2__,TG_48_1__,TG_48_2__,TG_48_3__	7
10	SORBI_3010G170800	5.230011e-08	TG_56_8__,TG_58_3__,TG_58_5__,TG_58_6__,TG_60_4__,TG_60_5__,TG_60_6__	7
10	SORBI_3010G170900	5.230011e-08	TG_56_8__,TG_58_3__,TG_58_5__,TG_58_6__,TG_60_4__,TG_60_5__,TG_60_6__	7
1	SORBI_3001G042301	3.051428e-08	TG_52_4__,TG_54_6__,TG_54_7__,TG_54_8__,TG_56_4__,TG_56_6__	6
1	SORBI_3001G042400	3.051428e-08	TG_52_4__,TG_54_6__,TG_54_7__,TG_54_8__,TG_56_4__,TG_56_6__	6
1	SORBI_3001G042500	3.051428e-08	TG_52_4__,TG_54_6__,TG_54_7__,TG_54_8__,TG_56_4__,TG_56_6__	6
