"Feature","MeanAbs"
"MG(20:4)",0.110018618535352
"TG(18:1/18:2/18:2)",0.095226650335996
"DG(16:0/18:0)",0.0910493126853301
"PA(16:0/18:2)",0.0903301325144673
"TG(16:0/16:0/20:1)",0.075736991993458
"TG(10:0/10:0/10:0)",0.0752379560125921
"TG(10:0/12:0/16:0)",0.0706105838014081
"TG(16:0/18:2/18:3)",0.0690867155190148
"AEG(o-18:4/16:1)",0.0678320689156341
"TG(14:0/18:1/18:2)",0.0668175211398243
"TG(12:0/12:0/14:0)",0.0659900043148024
"PC(16:0/16:0)",0.0645108605307578
"PC(14:0/18:0)",0.0594697468660755
"TG(16:1/18:1/18:1)",0.0590236089963585
"gamma-sitosterol",0.0569362110326202
"PC(14:0/14:0)",0.056512248415189
"TG(10:0/12:0/14:0)",0.0560018094215767
"TG(12:0/12:0/16:1)",0.0548740453463224
"TG(14:0/18:2/18:3)",0.0548200444242842
"PE(18:0/18:2)",0.0530668747505041
".alpha.-Ionone",0.0528262003052212
"PC(14:0/18:2)",0.0521515620538644
"gibberellic acid",0.0519685948748848
"PE(18:1/18:2)",0.0511519875601606
"TG(18:0/18:2/18:2)",0.0508649016230219
"TG(12:0/14:0/18:3)",0.0499762983953929
"TG(16:0/16:0/18:2)",0.0488500915401775
"TG(16:0/18:1/18:3)",0.0481307075123316
"Apocarotenal",0.0475084114383201
"Cer(d18:2/20:1)",0.0472072315464104
"PC(18:2/20:0)",0.0454009135547737
"TG(16:0/18:1/18:2)",0.0450639057041562
".beta.-Sitosterol",0.0447570717565154
"CL(18:1)",0.0446766199374945
"TG(18:0/18:2/22:0)",0.0438140598831804
"TG(16:0/18:1/18:1)",0.0436578684065084
"PC(16:1/16:1)",0.0431741434978523
"TG(12:0/12:0/12:0)",0.0422922997851672
"SPB 18:0;2OH",0.0421465936804909
"TG(16:0/16:0/18:1)",0.0419734637484629
"TG(16:0/18:3/18:3)",0.041918504984036
"TG(12:0/18:1/18:1)",0.0408841011192263
"TG(14:0/16:0/18:1)",0.0404331422758424
"TG(18:1/20:1/22:1)",0.039992945194066
"PE(18:2/18:2)",0.0397299366946666
"TG(12:0/12:0/18:2)",0.0394012013536235
"TG(14:0/16:0/16:0)",0.0389127254117222
"PE(16:0/18:1)",0.0387724220856461
"DG(16:0/18:3)",0.0387122205106999
"TG(12:0/18:1/18:2)",0.0382706561415534
"SQDG(16:0/18:3)",0.0377093906003947
"MG(18:2)",0.0376028511205225
"Vitamin K1",0.0374871575968455
"TG(18:2/18:2/22:1)",0.0359692209302406
"GalCer(d18:2/22:1)",0.0358919823878928
"PC(22:1/22:1)",0.0347760478313325
"TG(10:0/16:0/16:0)",0.0346776164496388
"TG(18:2/20:3/21:0)",0.0344054576398023
"TG(8:0/16:1/18:1)",0.0339490393287059
"TG(16:0/18:1/20:2)",0.0338672245868942
"DGDG(18:2/18:4)",0.0336326304027113
"TG(10:0/14:0/16:0)",0.0334438773785275
"PC(18:1/24:0)",0.0330092974845993
"PS(18:0/20:4)",0.0328559938266581
"PC(18:0/18:1)",0.0326291952529851
"PE(16:0/20:4)",0.032576912684242
"TG(14:0/14:0/16:1)",0.0322241333337863
"MGDG(18:2/18:3)",0.032052183636319
"TG(12:0/18:1/18:3)",0.0318769078047313
"PC(14:0/22:6)",0.0314029390867436
".alpha.-Amyrin",0.0313249520134641
"TG(18:2/18:3/20:3)",0.0313220439747672
"TG(12:0/16:0/18:3)",0.0311553876313225
"PC(14:0/18:3)",0.0311457858338659
"TG(10:0/16:1/18:1)",0.0310283667476253
".gamma.-Linolenoyl ethanolamide",0.0306800208464898
"TG(18:3/18:3/18:3)",0.0306688232125155
"PG(16:0/16:0)",0.0297632237989065
"TG(12:0/14:0/16:0)",0.0293069579498669
"TG(18:1/18:3/22:0)",0.0288688599880628
"TG(18:2/18:2/18:4)",0.0287226892876484
"8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester",0.0286355101001757
"TG(18:2/20:2/22:2)",0.0285619565962369
"PE(14:0/22:6)",0.0285611522917151
"PC(18:1/14:0)",0.0282395184166253
"TG(12:0/14:0/18:1)",0.0282050245281942
"TG(18:0/18:2/20:1)",0.0278584239733823
"SPHINGANINE",0.0272115194545566
"PE(16:0/18:2)",0.026973188512804
"Cer(24:1)",0.0268657900582351
"DG(18:2/18:3)",0.0267691879207583
"TG(14:0/14:0/16:0)",0.0266514153344518
"LPC(16:0)",0.0264931168947921
"Panaxcerol B",0.0262413730841498
"PC(16:0/22:6)",0.0259723142297838
"DG(18:0/18:0)",0.0258505261931242
"TG(12:0/12:0/18:1)",0.0257930786354424
"PC(18:3/0:0)",0.0257690876384805
"PC(16:0/18:3)",0.0254793504078526
"trans-EKODE-(E)-Ib",0.0253458661640572
"TG(16:0/18:0/18:2)",0.0253135133765451
"PE(16:0/18:3)",0.0251677061228721
"DG(16:0/16:0)",0.0251146213628731
"TG(12:0/16:0/16:0)",0.0249411672734625
"PC(18:2/0:0)",0.0249266001262082
"DG(18:1/2:0)",0.0246562117030898
"TG(18:1/20:3/22:0)",0.0245539115976827
"Antheraxanthin",0.0242250604835686
"AEG(o-18:3/16:1)",0.0241647080904711
"TG(18:0/18:0/20:1)",0.024138627997125
"MGDG(16:0/18:1)",0.023790798427752
"SQDG(16:0/18:0)",0.0235759137150875
"TG(12:0/16:0/18:1)",0.0234845417971708
"TG(18:2/22:0/22:3)",0.0233838617656752
"TG(16:0/18:1/20:1)",0.0233473751156987
"MGDG(16:0/18:3)",0.0230883261667111
"DG(16:1/18:3)",0.022849010898284
"TG(18:1/20:0/22:1)",0.0226134640333628
"PE(16:0/18:0)",0.0225686928880873
"TG(14:0/14:0/18:0)",0.0223963668386261
"PC(16:0/22:5)",0.0223857660517766
"TG(16:1/16:1/22:5)",0.0223794458247281
"MG(18:3)",0.0220289821634221
"PC(16:1/18:2)",0.0218634866538286
"SM(d18:1/17:0)",0.021675278291063
"TG(16:0/18:1/22:1)",0.0214746312195532
"Ubiquinone 9",0.0211677730778507
"TG(16:0/18:1/20:0)",0.0210913572562846
"alpha-Carotene",0.0210796706797548
"TG(14:0/18:1/18:3)",0.0204413595985309
"Ubidecarenone",0.0203072187529083
"LPC(18:3)",0.0202754982692165
"TG(18:1/18:1/20:3)",0.0199649540287206
"PE(18:2/18:3)",0.0198856377780874
"AEG(o-18:4/18:2)",0.0198263085513983
"DGDG(16:0/18:3)",0.0197850366201678
"PC(18:0/18:3)",0.019781826371735
"GalCer(d18:2/18:1)",0.0196004904661109
"LPE(16:0)",0.0194714730830953
"SQDG(16:1/18:3)",0.0193799275358597
"DG(12:0/12:0)",0.0192220121311406
"TG(12:0/16:0/18:2)",0.0191201607492122
"alpha-Tocopherol",0.0188643244169328
"PC(16:0/18:2)",0.0188248394203192
"MG(16:1)",0.0187614663775189
"AEG(o-16:2/16:0)",0.0185907664902415
"DG(18:1/18:1)",0.0185707655401535
"MG(16:0)",0.0185223412495104
"beta-Carotene",0.0183123209342569
"TG(14:0/18:3/18:3)",0.0179785582640995
"PG(18:0/16:0)",0.0178096401765891
"PC(16:0/20:4)",0.0177864260589538
"TG(16:1/20:1/20:2)",0.017668338688064
"GalCer(d18:2/20:1)",0.0176592769957742
"MGDG(18:3/18:3)",0.017522542158827
"TG(18:1/18:2/18:3)",0.0174403595241601
"TG(16:1/20:1/22:1)",0.0172098909164095
"DG(18:1/18:2)",0.0171723337668167
"Phytosphingosine",0.016996996013128
"PC(18:1/16:0)",0.0169238092959081
"PE(16:0/20:5)",0.0166072489758733
"SQDG(16:0/18:2)",0.0165793850554011
"DG(16:0/2:0)",0.0163779090259082
"PG(16:0/18:1)",0.0163167293432916
"PC(18:0/20:4)",0.0162042621657844
"TG(18:2/18:2/20:2)",0.0161847409840489
"MG(18:0)",0.0160659295473618
"AEG(o-16:3/16:0)",0.0159109051638812
"Oxo fatty acid (18:3)",0.0158558518592213
"TG(18:2/20:3/22:0)",0.0158325180593404
"DGDG(18:0/18:3)",0.015690156798011
"TG(16:0/18:1/22:0)",0.0155910320909101
"Zeaxanthin",0.0155425199372817
"PC(22:0/0:0)",0.0155237431121585
"DGDG(16:0/18:2)",0.0153977572960063
"MG(18:1)",0.0153510911435572
"AEG(o-15:2/15:0)",0.0151924679868684
"9,12,13,TriHODE",0.0151509317180136
"PE(18:0/18:1)",0.0151012233121368
"PC(18:1/20:1)",0.0150131063739055
"SQDG(18:3/18:3)",0.0149994260277668
"PC(18:1/22:1)",0.0148830638028018
"MGDG(18:2/18:2)",0.0147079418992397
"PS(18:0/18:2)",0.014697907522959
"DG(18:2/18:2)",0.0145234550776446
"SQDG(16:0/14:0)",0.0145122317166368
"TG(12:0/18:2/18:3)",0.0145087396267738
".beta.-Amyrin",0.0144269934628037
"PC(18:1/20:4)",0.0143864898020711
"Lutein",0.0141728704774939
"PC(14:0/20:4)",0.0140686129215508
"PC(18:0/20:3)",0.014067586415348
"SQDG(18:0/18:3)",0.0138404511227423
"DG(16:0/18:2)",0.0138063834860607
"PC(18:0/18:2)",0.0137809844445378
"SQDG(18:2/18:3)",0.013741193475452
".beta.-Cryptoxanthin",0.0135408051626717
"SQDG(16:0/16:0)",0.0135332537639868
"FA(22:1)",0.0133954249009397
"DG(16:0/18:1)",0.0133098300014106
"MG(12:0)",0.0131802979333512
"DG(18:0/18:2)",0.0129952203146896
"DG(18:3/18:3)",0.0129156881224258
"PE(16:0/0:0)",0.012869487370775
"SQDG(18:1/18:3)",0.0125382983999651
"PC(18:1/18:1)",0.0125095503273712
"DGDG(18:2/18:3)",0.0123254510205684
"PE(18:3/18:3)",0.0122530151632428
"PC(16:0/18:0)",0.0122423137422572
"PC(18:0/20:2)",0.0120461313253693
"AEG(o-16:2/18:2)",0.012043839330904
"PC(16:0/18:1)",0.0120212203089708
"14(15)-Epoxy-5Z,8Z,11Z-eicosatrienoic acid, methyl ester",0.0120010284486924
"PE(12:0/12:0)",0.0118589456433664
"DGDG(18:0/18:2)",0.0115341987175465
"PC(18:1/24:1)",0.0114693603247141
"SQDG(16:0/18:1)",0.0110500634291732
"TG(16:0/16:0/16:0)",0.0110361174728624
"DG(18:1/18:3)",0.0108127420923462
"Cycloartenol acetate",0.0106998588152701
"PC(14:0/22:5)",0.0106787341861677
"PC(16:0/20:5)",0.0104096198996123
"DGDG(16:0/18:1)",0.0103016060416833
"PC(16:0/20:3)",0.0100333159767338
"(-)-Caryophyllene oxide",0.0099235443042224
"PC(18:1/18:2)",0.00962906759534814
