"Feature","MeanAbs"
"TG(10:0/10:0/10:0)",13.2897681147532
"TG(10:0/12:0/16:0)",6.47623851355144
"TG(12:0/12:0/14:0)",5.99333249689495
"TG(12:0/12:0/16:1)",3.19391318673113
"MG(20:4)",2.72754739061573
"TG(10:0/12:0/14:0)",1.65262002891357
"TG(12:0/12:0/18:1)",0.996827623641591
"MGDG(18:2/18:2)",0.779367809107459
"TG(12:0/12:0/12:0)",0.76461376262508
"Apocarotenal",0.764246140348512
"Cer(24:1)",0.598798047853475
"TG(14:0/14:0/16:1)",0.49728615360166
"TG(18:1/20:1/22:1)",0.495731110991158
"TG(12:0/12:0/18:2)",0.463395426387119
"PC(14:0/22:5)",0.462090239642852
"TG(16:0/18:1/22:0)",0.438825400218515
"PC(18:1/22:1)",0.406019799886049
"MG(18:0)",0.403324452504239
"CL(18:1)",0.368427164708861
"PC(18:1/18:2)",0.365923782219204
"TG(12:0/14:0/18:1)",0.350968297269251
"TG(10:0/16:1/18:1)",0.347602192720431
"SQDG(16:0/18:2)",0.334394013220502
"PE(18:1/18:2)",0.331614021398769
"TG(16:0/18:0/18:2)",0.317437138182184
"TG(18:1/20:0/22:1)",0.307686677889589
"PA(16:0/18:2)",0.293639458886316
"SQDG(16:0/18:1)",0.287676241783132
"gibberellic acid",0.281103731020222
".alpha.-Ionone",0.255179901174261
"AEG(o-18:4/18:2)",0.250047712979276
"gamma-sitosterol",0.247184638315561
"SQDG(18:1/18:3)",0.238064400849663
"TG(16:0/18:1/18:1)",0.235297122769106
"DG(16:0/2:0)",0.223498893801777
"PC(14:0/14:0)",0.218412826546852
"PC(18:1/16:0)",0.213734670703913
"DG(16:0/18:0)",0.207691648461157
"PC(18:1/24:1)",0.196714604942384
"PC(16:0/18:1)",0.195417167934837
"TG(8:0/16:1/18:1)",0.193856260618399
"TG(16:0/16:0/20:1)",0.186288577690309
"TG(12:0/18:2/18:3)",0.185971108192805
"DGDG(18:0/18:2)",0.173121688197164
"TG(16:0/16:0/18:1)",0.171892240935091
"TG(16:0/18:1/20:2)",0.170211024746722
