"Feature","MeanAbs"
"TG(18:1/18:3/22:0)",0.16795930285497
".gamma.-Linolenoyl ethanolamide",0.166749159052579
"MG(12:0)",0.165281694653337
"TG(16:0/18:1/20:1)",0.161161513331252
"DG(12:0/12:0)",0.151525468145906
"Panaxcerol B",0.151101013633403
"PC(18:0/20:2)",0.149580065279734
"TG(18:2/20:3/21:0)",0.148431137631254
"MGDG(16:0/18:1)",0.142904385582694
"DGDG(18:0/18:3)",0.141174244192618
"PC(16:1/18:2)",0.138953534175844
"TG(12:0/18:1/18:3)",0.13743424354614
"DGDG(16:0/18:1)",0.133815163227798
".beta.-Amyrin",0.132827313384228
"TG(18:0/18:2/22:0)",0.132137012543504
"PC(14:0/18:3)",0.129193959573754
"TG(18:1/18:2/18:2)",0.125615975510627
"SQDG(18:0/18:3)",0.124458761401092
"PC(16:0/22:6)",0.122984896700664
"TG(10:0/14:0/16:0)",0.116989943208047
"PC(22:0/0:0)",0.116849725542325
"DG(18:1/18:2)",0.116729901033102
"GalCer(d18:2/20:1)",0.114309562220631
"TG(16:0/16:0/18:2)",0.112077156390278
".alpha.-Amyrin",0.106858858691022
"DG(18:0/18:2)",0.106270167340188
"PC(22:1/22:1)",0.103102574795125
"MG(18:1)",0.102719109886727
"AEG(o-15:2/15:0)",0.102461850471882
"FA(22:1)",0.102329258655506
"TG(16:1/18:1/18:1)",0.098980687325526
"SQDG(16:0/18:3)",0.0984259798450938
"MGDG(18:2/18:3)",0.0982346601762983
"TG(16:0/18:3/18:3)",0.0973942514298313
"DG(16:0/16:0)",0.0944210241857392
"SQDG(16:1/18:3)",0.0931766871446728
"TG(14:0/16:0/18:1)",0.0924021500012342
"PE(14:0/22:6)",0.0916216070693844
"SQDG(16:0/18:0)",0.0907956659644795
"PC(18:1/20:1)",0.0901407036750657
"TG(14:0/18:3/18:3)",0.0899704851165103
"Oxo fatty acid (18:3)",0.0885655344686402
"DG(18:1/18:1)",0.0879160918158314
"(-)-Caryophyllene oxide",0.0833373306301234
"DG(18:0/18:0)",0.0826605107638323
"PE(18:0/18:1)",0.0804190960884093
".beta.-Cryptoxanthin",0.080062518055161
"PC(18:0/18:1)",0.0794295103044576
"TG(18:2/20:2/22:2)",0.0791496767819649
"MG(18:2)",0.075604303589482
"PC(18:0/20:4)",0.0727268354062245
"PC(16:0/20:4)",0.0709339718907599
"PC(18:1/20:4)",0.0707218928617003
"TG(16:0/18:1/18:2)",0.0699944144598236
"PC(16:0/18:3)",0.0682922859956028
"PE(18:0/18:2)",0.0668406772387037
"TG(18:2/18:2/20:2)",0.0665402855288793
"SQDG(18:2/18:3)",0.0663940767092792
"PC(18:0/18:3)",0.0661095461550547
"PC(18:1/14:0)",0.0660810744829766
"TG(18:2/18:3/20:3)",0.0656712241419408
"TG(14:0/14:0/16:0)",0.0645462316106358
"TG(18:1/18:2/18:3)",0.0628687236485105
"PC(14:0/22:6)",0.0627133952297384
"SPHINGANINE",0.0617635375185178
"TG(10:0/16:0/16:0)",0.0616876541048976
".beta.-Sitosterol",0.0609717949773136
"DG(16:0/18:1)",0.06051789680066
"TG(12:0/14:0/16:0)",0.0600119205580313
"PE(16:0/18:3)",0.0597165648827668
"LPC(18:3)",0.058677511332663
"TG(18:3/18:3/18:3)",0.058355203095715
"Cycloartenol acetate",0.0582167281239557
"PC(18:0/20:3)",0.0580924853754075
"PC(18:2/0:0)",0.0577617740204521
"PC(16:0/20:3)",0.0556441713982133
"trans-EKODE-(E)-Ib",0.0549215826644882
"DGDG(18:2/18:3)",0.0538530006301444
"GalCer(d18:2/22:1)",0.0535472822690075
"TG(16:1/20:1/22:1)",0.0522564193323604
"SPB 18:0;2OH",0.0521333991768217
"PC(18:3/0:0)",0.0510668878605951
"PG(18:0/16:0)",0.0501354496417021
"PE(12:0/12:0)",0.0488945867569247
"TG(14:0/16:0/16:0)",0.0479252028238087
"PS(18:0/20:4)",0.0478811128187472
"PC(18:1/18:1)",0.0478053149398683
"DG(16:0/18:3)",0.0477195824649152
"PE(16:0/0:0)",0.046462582600522
"PC(14:0/18:2)",0.0464467875524598
"TG(18:2/22:0/22:3)",0.0462934700983818
"Ubidecarenone",0.0461865245407059
"LPE(16:0)",0.0456144176459121
"TG(16:0/18:1/20:0)",0.0450517536587383
"MG(16:0)",0.0449729745503952
"TG(12:0/16:0/16:0)",0.0448023146944236
"PE(16:0/18:0)",0.0443956448044329
"PC(18:2/20:0)",0.043930116680698
"TG(16:1/16:1/22:5)",0.0438381863245799
"TG(18:0/18:0/20:1)",0.0437156087690914
"TG(12:0/18:1/18:2)",0.04360432348681
"TG(14:0/18:1/18:3)",0.0430358254766479
"TG(16:0/18:1/22:1)",0.0423933242257002
"TG(18:2/18:2/22:1)",0.0421594347458984
"PS(18:0/18:2)",0.042024130948429
"Ubiquinone 9",0.0418917123252346
"PC(18:0/18:2)",0.0418817056309597
"MG(18:3)",0.0416497182410173
"LPC(16:0)",0.0414305553020522
"PC(16:0/16:0)",0.0413986513025174
"alpha-Tocopherol",0.0412467054657195
"DG(18:1/2:0)",0.0411888823062433
"SQDG(18:3/18:3)",0.0405611488580179
"DG(18:2/18:3)",0.0399136511286108
"MG(16:1)",0.0393610482546691
"DGDG(16:0/18:2)",0.0384273462343216
"PC(16:0/18:0)",0.0382901345044276
"TG(12:0/16:0/18:3)",0.0380944235004958
"TG(18:2/18:2/18:4)",0.0379531952538715
"MGDG(18:3/18:3)",0.0378383958915142
"SQDG(16:0/14:0)",0.0377553252154833
"AEG(o-18:4/16:1)",0.0370835717873525
"TG(14:0/14:0/18:0)",0.0365679609721034
"Lutein",0.0354824646497034
"TG(18:0/18:2/18:2)",0.035393930765761
"TG(16:0/18:2/18:3)",0.035304805091886
"AEG(o-16:3/16:0)",0.0343039929258442
"TG(12:0/14:0/18:3)",0.032327908005683
"TG(12:0/16:0/18:2)",0.0321497747056299
"PC(16:0/18:2)",0.03194234543604
"MGDG(16:0/18:3)",0.0315814528130536
"DGDG(16:0/18:3)",0.0310443261497368
"TG(14:0/18:1/18:2)",0.0310001585206023
"DG(18:2/18:2)",0.0304836667786298
"Antheraxanthin",0.030050534941465
"PE(16:0/18:1)",0.0281565184610216
"PE(18:3/18:3)",0.0279484645362982
"TG(12:0/18:1/18:1)",0.0270167235458538
"Cer(d18:2/20:1)",0.0268862441038384
"8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester",0.0268187382017431
"DG(16:1/18:3)",0.0266700301730013
"AEG(o-18:3/16:1)",0.0261675788605953
"TG(14:0/18:2/18:3)",0.0259619405290901
"AEG(o-16:2/16:0)",0.0252025197821593
"Phytosphingosine",0.0250487280774259
"Zeaxanthin",0.0246103877096236
"Vitamin K1",0.0243518700755658
"TG(18:2/20:3/22:0)",0.0243128194358318
"PC(16:1/16:1)",0.0238733963657078
"SM(d18:1/17:0)",0.0238448726823793
"PC(18:1/24:0)",0.023627970242111
"beta-Carotene",0.023316272769834
"alpha-Carotene",0.0232843411208155
"PC(14:0/18:0)",0.023243832671831
"14(15)-Epoxy-5Z,8Z,11Z-eicosatrienoic acid, methyl ester",0.0226258614956956
"PE(16:0/18:2)",0.0222107475443533
"TG(18:0/18:2/20:1)",0.0221663391530564
"PG(16:0/16:0)",0.0215421386990931
"DG(18:1/18:3)",0.0212756088432619
"PC(16:0/22:5)",0.0204293361699522
"PE(16:0/20:4)",0.0204049753972478
"PE(18:2/18:2)",0.0201934505655875
"PE(16:0/20:5)",0.0201129431972907
"PC(16:0/20:5)",0.0198294396006353
"AEG(o-16:2/18:2)",0.0191302536411504
"9,12,13,TriHODE",0.0188471233114834
"SQDG(16:0/16:0)",0.0185867498143445
"TG(12:0/16:0/18:1)",0.0184436625276551
"TG(18:1/18:1/20:3)",0.0180260203285642
"TG(16:1/20:1/20:2)",0.01746244340951
"PE(18:2/18:3)",0.0170729540286301
"TG(18:1/20:3/22:0)",0.0155572650730626
"PC(14:0/20:4)",0.0154258073346997
"GalCer(d18:2/18:1)",0.0150782020122036
"TG(16:0/18:1/18:3)",0.0146087780779922
"PG(16:0/18:1)",0.0125556865917507
"DG(16:0/18:2)",0.0115733633646046
"DG(18:3/18:3)",0.0107372440197139
"TG(16:0/16:0/16:0)",0.00992545754809982
"DGDG(18:2/18:4)",0.00983386484154089
